symbol,direction,confluence,quality_factors,regime,signal_time,fill_time,fill_price,exit_time,exit_price,exit_reason,lot_size,risk_usd,commission,realized_pnl
EUR_CAD,bearish,15,5,True,2017-01-17 00:00:00,2017-01-20 09:00:00,1.42161898,2017-02-28 13:15:00,1.3983106514267998,SL,0.11,168.53577034688217,0.44,193.37613589891424
CHF_JPY,bearish,15,5,True,2017-01-24 00:00:00,2017-01-26 09:45:00,114.270494,2017-03-01 03:30:00,112.47849376276906,SL,0.15,165.74042596578624,0.6,190.00148986065457
EUR_NZD,bearish,15,5,True,2017-02-27 00:00:00,2017-02-27 20:45:00,1.47222,2017-03-01 07:00:00,1.4824262712990992,SL,0.28,170.74978205965058,1.12,-171.8697820596506
USD_JPY,bearish,15,5,True,2017-02-07 00:00:00,2017-02-10 07:45:00,113.814682,2017-03-01 11:00:00,113.814682,SL,0.13,168.47485759516903,0.52,19.696982911420285
CAD_JPY,bearish,14,4,False,2017-02-08 00:00:00,2017-02-10 13:30:00,86.70812600000001,2017-03-01 11:00:00,85.34796872728054,SL,0.2,168.47485759516903,0.8,192.94608623444466
USD_CAD,bullish,14,4,False,2017-02-21 00:00:00,2017-02-23 13:45:00,1.30969298,2017-03-01 15:15:00,1.3354515001298704,TP3,0.19,170.5802052197399,0.76,280.6973386125704
NZD_CAD,bullish,14,4,False,2017-03-01 00:00:00,2017-03-01 07:15:00,0.94653548,2017-03-02 13:30:00,0.94653548,SL,0.23,172.49720568585917,0.92,19.7796646823031
AUD_JPY,bullish,15,5,True,2017-02-27 00:00:00,2017-02-27 00:45:00,86.477,2017-03-03 00:45:00,86.477,SL,0.19,170.74978205965058,0.76,19.729973847158067
NZD_JPY,bullish,15,5,True,2017-02-10 00:00:00,2017-02-10 00:00:00,82.051,2017-03-03 03:30:00,80.36258226344219,SL,0.15,168.47485759516903,0.6,-169.07485759516902
XAU_USD,bullish,15,5,True,2017-03-02 00:00:00,2017-03-02 09:30:00,1243.0568093261718,2017-03-03 07:45:00,1228.3090549867443,SL,0.12,175.29512591704696,0.48,-175.77512591704695
GBP_CHF,bullish,15,5,True,2017-02-07 00:00:00,2017-02-07 00:00:00,1.23626,2017-03-03 10:30:00,1.23626,SL,0.07,167.81040656651152,0.28,19.85724878798138
EUR_CHF,bearish,15,5,True,2017-02-01 00:00:00,2017-02-03 13:30:00,1.07051786,2017-03-03 18:30:00,1.07051786,SL,0.3,166.73785138679852,1.2,18.808542166415823
NZD_CAD,bullish,14,4,False,2017-03-03 00:00:00,2017-03-03 00:00:00,0.94653548,2017-03-07 01:00:00,0.9364219493790541,SL,0.23,175.28684591704697,0.92,-176.20684591704696
EUR_GBP,bullish,15,5,True,2017-01-03 00:00:00,2017-02-22 00:45:00,0.84372092,2017-03-07 08:15:00,0.8676713587813427,TP3,0.12,169.6822591765649,0.48,279.49572764133245
NZD_CHF,bullish,15,5,True,2017-01-10 00:00:00,2017-01-12 08:15:00,0.72257426,2017-03-07 20:30:00,0.7048218775950199,SL,0.1,174.81443086452694,0.4,-175.21443086452695
