date,day_start_equity,day_end_equity,day_low_equity,day_high_equity,realized_pnl,floating_pnl,max_ddd_pct,tdd_pct,ddd_halt_triggered
2023-01-01,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0,False
2023-01-02,20000.0,21909.463848946347,20000.0,21924.823270253662,1825.9020411432684,83.56180780307841,0.0,0,False
2023-01-03,21909.463848946347,22844.246160071296,21796.084472329127,23252.45570434934,768.2031927915086,166.57911833344042,0.517490420573084,0,False
2023-01-04,22844.246160071296,23031.188270036342,22746.562443355582,23499.830561871368,297.158850513355,-110.21674054830874,0.4276075298402791,0,False
2023-01-05,23031.188270036342,23606.86496048198,22964.31529325707,23751.72394582129,567.9159171951105,7.7607732505275635,0.29035834363038043,0,False
2023-01-06,23606.86496048198,23725.321953401868,23565.675587242335,24065.76348178721,224.94940100352687,-106.49240808363902,0.17448048823338838,0,False
2023-01-07,23725.321953401868,23744.736967607852,23725.321953401868,23725.321953401868,106.49240808363902,-87.07739387765469,0.0,0,False
2023-01-08,23744.736967607852,23714.39159867054,23744.736967607852,23744.736967607852,87.07739387765469,-117.42276281496743,0.0,0,False
2023-01-09,23714.39159867054,25178.49495847234,23654.078914904596,25405.53857937501,1306.0232456805898,158.0801141212105,0.2543294586116433,0,False
2023-01-10,25178.49495847234,25606.632897154126,25105.547777759326,25729.833063788617,405.4888803262911,22.64905835549507,0.28972017919787485,0,False
2023-01-11,25606.632897154126,27086.395626767404,25561.107732398155,27202.717792278665,1261.5049758882415,218.2577537250363,0.1777866107536159,0,False
2023-01-12,27086.395626767404,29026.791386793037,26914.62755415596,28970.567208402055,1594.3496058911296,346.046154134503,0.6341488730294546,0,False
2023-01-13,29026.791386793037,30430.812596210082,28876.17897972753,30404.72230404522,1312.2460467738492,91.77516264319638,0.5188737709881135,0,False
2023-01-14,30430.812596210082,30422.19972428124,30430.812596210082,30430.812596210082,-91.77516264319638,83.16229071435373,0.0,0,False
2023-01-15,30422.19972428124,30479.86281763279,30422.19972428124,30422.19972428124,-83.16229071435373,140.82538406590538,0.0,0,False
2023-01-16,30479.86281763279,31856.96970811723,30428.62379250265,31984.04373833313,1383.5799812806545,-6.473090796214819,0.1681077944369824,0,False
2023-01-17,31856.96970811723,32321.93247386464,31779.266092381076,32642.336267350223,541.5306561264078,-76.56789037899944,0.24391402085037422,0,False
2023-01-18,32321.93247386464,33059.40020772102,32110.473705247274,33224.78074483528,606.7541541592727,130.71357969710516,0.6542268745482652,0,False
2023-01-19,33059.40020772102,34654.64262950536,32993.323743552806,34600.928483690004,1329.1505270478156,266.09189473652805,0.19987193885259497,0,False
2023-01-20,34654.64262950536,35312.90073195768,34507.07100945844,35366.43844104117,658.258102452317,0.0,0.4258350652309819,0,False
2023-01-21,35312.90073195768,35312.90073195768,35312.90073195768,35312.90073195768,0.0,0.0,0.0,0,False
2023-01-22,35312.90073195768,35713.58758042169,35312.90073195768,35312.90073195768,0.0,400.6868484640145,0.0,0,False
2023-01-23,35713.58758042169,36757.77583078975,35507.15836222515,36939.67187580797,1312.8834749899179,-268.69522462185705,0.5780131098050427,0,False
2023-01-24,36757.77583078975,38201.27889310849,36664.77840376608,38204.54496008743,1720.7584814246584,-277.2554191059244,0.25300069147756343,0,False
2023-01-25,38201.27889310849,39796.37882973476,38001.6878957108,39732.87930293469,1271.9126301896467,323.18730643662275,0.5224720302065459,0,False
2023-01-26,39796.37882973476,41189.24712515968,39678.83946529237,41282.834123731256,1502.3887526862745,-109.52045726135111,0.2953519086378964,0,False
2023-01-27,41189.24712515968,42190.155484587835,41049.46520760922,42325.69923450817,1021.723634552116,-20.815275123961328,0.33936507051394893,0,False
2023-01-28,42190.155484587835,42161.9413564748,42190.155484587835,42190.155484587835,20.815275123961328,-49.02940323699295,0.0,0,False
2023-01-29,42161.9413564748,41740.62005741512,42161.9413564748,42161.9413564748,49.02940323699295,-470.35070229667326,0.0,0,False
2023-01-30,41740.62005741512,42494.98292200642,41628.49697263708,42823.70061082044,1401.4229726554258,-647.0601080641281,0.2686186372502815,0,False
2023-01-31,42494.98292200642,43028.394977911405,42213.715532834205,43110.09752338422,942.2958117846065,-408.8837558796222,0.6618837562270399,0,False
2023-02-01,43028.394977911405,46792.463152633965,42784.624620407616,46463.306172255034,2421.201132599177,1342.8670421233837,0.5665336985702765,0,False
2023-02-02,46792.463152633965,47286.791403003735,46429.05885335843,47800.65132874597,415.49462257556297,78.83362779420713,0.7766299843847367,0,False
2023-02-03,47286.791403003735,49338.9553028839,47154.75286994108,49346.705612718746,2007.7669110722345,44.39698880793003,0.2792292078719153,0,False
2023-02-04,49338.9553028839,49328.2501260759,49338.9553028839,49338.9553028839,-44.39698880793003,33.691811999931815,0.0,0,False
2023-02-05,49328.2501260759,48794.76649789774,49328.2501260759,49328.2501260759,-33.691811999931815,-499.79181617822906,0.0,0,False
2023-02-06,48794.76649789774,50514.65734413555,48632.36467835469,50675.32044981713,2306.993249280451,-587.1024030426415,0.3328263074074785,0,False
2023-02-07,50514.65734413555,52490.526531732896,50434.30644807382,52413.08928246887,2251.7911920344704,-275.922004437125,0.15906451767916632,0,False
2023-02-08,52490.526531732896,53440.40801275103,52292.29813365809,53623.416517292404,1610.671775828021,-660.7902948098854,0.3776460461964796,0,False
2023-02-09,53440.40801275103,54263.518505323605,53298.57270909435,54717.90411808867,1772.9369306546723,-949.8264380820983,0.2654083472245231,0,False
2023-02-10,54263.518505323605,55718.093848655706,53918.00017628616,55714.70333562872,1652.7232811877911,-198.14793785569054,0.6367414766949739,0,False
2023-02-11,55718.093848655706,54144.9115465808,55718.093848655706,55718.093848655706,198.14793785569054,-1771.3302399305976,0.0,0,False
2023-02-12,54144.9115465808,54187.508028848344,54144.9115465808,54144.9115465808,1771.3302399305976,-1728.7337576630525,0.0,0,False
2023-02-13,54187.508028848344,55477.57604905921,54010.394740456926,55478.09968851624,2011.5438937702856,-721.4758735594223,0.3268526175758559,0,False
2023-02-14,55477.57604905921,56161.28352756137,54619.426033984164,56281.776187055795,1256.8604301149317,-573.1529516127703,1.546841221606682,0,False
2023-02-15,56161.28352756137,56499.1991153156,55764.1615408466,56743.56773012547,722.3980772240247,-384.48248946979584,0.7071098838399542,0,False
2023-02-16,56499.1991153156,57630.21677212188,56371.526049528205,57822.57865016279,1445.7985158766096,-314.780859070328,0.225973231101577,0,False
2023-02-17,57630.21677212188,58465.91354396967,57464.4768549325,58710.827616620125,437.9042796453796,397.79249220241036,0.2875920419399721,0,False
2023-02-19,58465.91354396967,58381.309950693125,58465.91354396967,58465.91354396967,-397.79249220241036,313.18889892586594,0.0,0,False
2023-02-20,58381.309950693125,59506.2906755566,58284.4079540123,60191.48480384951,1285.9586302563912,-160.977905392916,0.16598119631551014,0,False
2023-02-21,59506.2906755566,60430.55864185282,59278.50932876032,60958.232827369946,1197.54404963462,-273.2760833384018,0.3827853227118434,0,False
2023-02-22,60430.55864185282,62171.81573452579,60321.22364315473,62981.14918363828,2218.072329530405,-476.81523685743014,0.18092667212638885,0,False
2023-02-23,62171.81573452579,62569.36231539792,61942.361520037404,63596.41600267145,1659.9572197531088,-1262.4106388809814,0.3690646827304522,0,False
2023-02-24,62569.36231539792,65188.4626302312,62329.039721283145,65690.71666038873,2760.8476436662604,-141.74732883297838,0.38408988875955646,0,False
