symbol,direction,fill_time,fill_price,exit_time,exit_price,lot_size,risk_usd,commission,realized_r,realized_pnl,tp1_hit,tp2_hit,tp3_hit
AUD_JPY,bearish,2023-01-02T00:00:00+00:00,89.353,2023-01-02T00:15:00+00:00,89.353,0.03,126.98,0.12,0.2090549692865018,26.5458,True,False,False
EUR_NZD,bullish,2023-01-02T00:00:00+00:00,1.68519,2023-01-02T00:15:00+00:00,1.68519,0.02,99.45,0.08,0.2091955756661639,20.8045,True,False,False
EUR_USD,bullish,2023-01-02T00:00:00+00:00,1.07052,2023-01-02T00:15:00+00:00,1.07052,0.08,122.08,0.32,0.2073787680209698,25.316799999999994,True,False,False
GBP_CHF,bearish,2023-01-02T00:00:00+00:00,1.11744,2023-01-02T00:15:00+00:00,1.11744,0.06,126.52,0.24,0.20810306670882073,26.329199999999997,True,False,False
NZD_CHF,bearish,2023-01-02T00:00:00+00:00,0.58688,2023-01-02T00:15:00+00:00,0.58688,0.07,117.35,0.28,0.20761397528760117,24.363499999999995,True,False,False
AUD_NZD,bullish,2023-01-02T00:00:00+00:00,1.07347,2023-01-02T01:30:00+00:00,1.0732142583936604,0.04,119.27,0.16,0.5622997565322316,67.06549196159926,True,True,False
BTC_USD,bearish,2023-01-02T00:00:00+00:00,16588.35,2023-01-02T02:00:00+00:00,16588.35,0.22,117.93,0.0,0.20999999999999996,24.765299999999996,True,False,False
NZD_CAD,bearish,2023-01-02T00:00:00+00:00,0.85938,2023-01-02T02:45:00+00:00,0.85938,0.06,126.42,0.24,0.2081015662078785,26.308200000000003,True,False,False
NZD_JPY,bearish,2023-01-02T00:00:00+00:00,83.239,2023-01-02T02:45:00+00:00,83.84130135911087,0.02,110.41,0.08,0.47926044955757363,52.915146235651704,True,True,False
GBP_NZD,bearish,2023-01-02T00:00:00+00:00,1.90469,2023-01-02T03:00:00+00:00,1.8929140505215099,0.05,129.49,0.2,0.7981944804006914,103.35820326708554,True,True,False
NZD_USD,bearish,2023-01-02T00:00:00+00:00,0.63527,2023-01-02T05:15:00+00:00,0.6332290779721051,0.08,123.36,0.32,0.3137717023743004,38.7068772048937,True,False,False
EUR_CAD,bullish,2023-01-02T00:00:00+00:00,1.44817,2023-01-02T05:45:00+00:00,1.44817,0.07,115.03,0.28,0.20756585238633396,23.876299999999997,True,False,False
GBP_AUD,bearish,2023-01-02T00:00:00+00:00,1.77398,2023-01-02T08:45:00+00:00,1.77487015795895,0.02,116.24,0.08,0.5578793642333326,64.84789729848258,True,True,False
USD_CAD,bearish,2023-01-02T00:00:00+00:00,1.35276,2023-01-02T18:30:00+00:00,1.3583185979496675,0.05,110.31,0.2,-0.0983211946624637,-10.84581098321637,True,False,False
GBP_JPY,bearish,2023-01-02T00:00:00+00:00,158.52,2023-01-02T23:15:00+00:00,158.25012449814565,0.01,95.19,0.04,0.5898438508119102,56.14723615878573,True,True,False
EUR_CAD,bullish,2023-01-03T00:00:00+00:00,1.44763,2023-01-03T00:15:00+00:00,1.44763,0.09,128.1,0.36,0.2071896955503513,26.541,True,False,False
GBP_AUD,bearish,2023-01-03T00:00:00+00:00,1.77087,2023-01-03T00:45:00+00:00,1.7748042006208773,0.02,122.58,0.08,0.5189308876472343,63.61054820779798,True,True,False
NZD_JPY,bearish,2023-01-03T00:00:00+00:00,82.758,2023-01-03T02:45:00+00:00,82.2424862444034,0.03,152.02,0.12,0.6370785511991438,96.84868135329386,True,True,False
AUD_NZD,bullish,2023-01-03T00:00:00+00:00,1.07596,2023-01-03T03:00:00+00:00,1.0731363268638567,0.04,128.94,0.16,0.49819627406813605,64.23742757834546,True,True,False
GBP_NZD,bearish,2023-01-03T00:00:00+00:00,1.9054,2023-01-03T05:30:00+00:00,1.9054,0.04,125.64,0.16,0.20872652021649155,26.2244,True,False,False
XAU_USD,bullish,2023-01-02T23:00:00+00:00,1827.285,2023-01-03T06:15:00+00:00,1843.2894729783482,0.01,91.02,0.04,0.7265734285075497,66.13271346275717,True,True,True
AUD_CAD,bullish,2023-01-02T00:00:00+00:00,0.92258,2023-01-03T08:00:00+00:00,0.9184731022511515,0.07,124.68,0.28,-0.06495075192712739,-8.098059750274244,True,False,False
AUD_USD,bullish,2023-01-02T00:00:00+00:00,0.68194,2023-01-03T08:00:00+00:00,0.6770189431341442,0.07,128.28,0.28,-0.12624548654461348,-16.19477101394302,True,False,False
CAD_CHF,bearish,2023-01-02T00:00:00+00:00,0.68292,2023-01-03T08:00:00+00:00,0.685995555208027,0.05,121.76,0.2,0.46211238223675927,56.26680366114781,True,True,False
USD_CHF,bearish,2023-01-02T00:15:00+00:00,0.92443,2023-01-03T08:00:00+00:00,0.9293921680333246,0.04,137.36,0.16,0.4446885275867179,61.08241614931158,True,True,False
NZD_CAD,bearish,2023-01-03T00:00:00+00:00,0.85808,2023-01-03T08:45:00+00:00,0.8483463326561222,0.06,135.63,0.24,0.789454536589727,107.07371879766467,True,True,False
NZD_USD,bearish,2023-01-03T00:00:00+00:00,0.63282,2023-01-03T09:15:00+00:00,0.6230620586365206,0.11,131.17,0.44,0.897416800883416,117.71416177187767,True,True,False
GBP_CHF,bearish,2023-01-03T00:00:00+00:00,1.11411,2023-01-03T11:15:00+00:00,1.120662339142157,0.05,123.08,0.2,-0.12170732337984232,-14.979737361590992,True,False,False
EUR_GBP,bullish,2023-01-02T00:00:00+00:00,0.88493,2023-01-03T12:00:00+00:00,0.8819576225521554,0.04,127.17,0.16,0.49294050996762245,62.68724465258255,True,True,False
USD_JPY,bearish,2023-01-02T00:00:00+00:00,131.03,2023-01-03T12:00:00+00:00,131.03,0.03,125.8,0.12,0.20904610492845782,26.297999999999995,True,False,False
GBP_CAD,bearish,2023-01-02T00:00:00+00:00,1.63655,2023-01-03T12:15:00+00:00,1.6300447970941774,0.02,108.12,0.08,0.6482042228991324,70.0838405798542,True,True,False
GBP_USD,bearish,2023-01-02T00:00:00+00:00,1.20999,2023-01-03T14:30:00+00:00,1.2045841972168296,0.03,117.86,0.12,0.6578831877292615,77.53811250577075,True,True,False
USD_CAD,bullish,2023-01-03T01:00:00+00:00,1.35786192,2023-01-03T14:30:00+00:00,1.3622393005492912,0.12,131.32,0.48,0.46634480657934546,61.240399999999646,True,False,False
NZD_CAD,bearish,2023-01-04T00:00:00+00:00,0.85384,2023-01-04T00:15:00+00:00,0.85384,0.05,135.04,0.2,0.20851895734597153,28.158399999999993,True,False,False
USD_CHF,bearish,2023-01-04T00:00:00+00:00,0.93555,2023-01-04T00:15:00+00:00,0.93555,0.06,141.93,0.24,0.20830902557598815,29.5653,True,False,False
ETH_USD,bearish,2023-01-02T00:00:00+00:00,1198.16,2023-01-04T03:00:00+00:00,1242.2665900989975,0.03,132.32,0.12,-1.0688179130517663,-141.42598625500972,False,False,False
AUD_CAD,bullish,2023-01-04T00:00:00+00:00,0.91924,2023-01-04T05:00:00+00:00,0.9258018697690416,0.09,134.14,0.36,0.7919912430126258,106.23770533771362,True,True,False
USD_JPY,bearish,2023-01-04T00:00:00+00:00,130.987,2023-01-04T05:30:00+00:00,130.987,0.06,144.14,0.24,0.20833495212987374,30.0294,True,False,False
EUR_USD,bearish,2023-01-03T07:45:00+00:00,1.06447282,2023-01-04T07:30:00+00:00,1.0602408758033048,0.13,137.54,0.52,0.4662192816635188,64.12380000000037,True,False,False
NZD_JPY,bearish,2023-01-04T00:00:00+00:00,81.862,2023-01-04T07:45:00+00:00,82.21471161118006,0.02,119.77,0.08,0.5233340718122753,62.679721780956214,True,True,False
GBP_USD,bearish,2023-01-04T00:00:00+00:00,1.1986,2023-01-04T08:00:00+00:00,1.2041328015850818,0.05,132.46,0.2,-0.03173071699801026,-4.203050773556439,True,False,False
EUR_AUD,bullish,2023-01-02T00:00:00+00:00,1.57007,2023-01-04T08:15:00+00:00,1.5455959499981848,0.05,122.37,0.2,-1.114392156082295,-136.36816813979044,False,False,False
EUR_NZD,bullish,2023-01-03T00:00:00+00:00,1.68702,2023-01-04T08:15:00+00:00,1.6756924611570327,0.03,154.78,0.12,-0.04678576357018633,-7.24150048539344,True,False,False
AUD_NZD,bullish,2023-01-04T00:00:00+00:00,1.07664,2023-01-04T10:00:00+00:00,1.0860881913638991,0.04,132.36,0.16,0.8020124649742999,106.15436986399834,True,True,True
GBP_JPY,bearish,2023-01-03T00:00:00+00:00,157.688,2023-01-04T10:30:00+00:00,157.6527788232812,0.01,103.88,0.04,0.5720986471437983,59.42960746529777,True,True,False
CHF_JPY,bearish,2023-01-02T00:00:00+00:00,141.824,2023-01-04T12:15:00+00:00,140.9583890971639,0.03,111.94,0.12,0.3802764702061275,42.56814807487391,True,False,False
EUR_JPY,bearish,2023-01-02T00:30:00+00:00,140.03824999999998,2023-01-04T12:30:00+00:00,138.82652450879544,0.04,121.17,0.16,0.46867954114054755,56.789900000000145,True,False,False
AUD_USD,bullish,2023-01-04T00:30:00+00:00,0.67351614,2023-01-04T12:45:00+00:00,0.6857913163693696,0.12,133.91,0.48,0.9514155029497409,127.4040499999998,True,True,False
CAD_CHF,bearish,2023-01-04T00:00:00+00:00,0.68478,2023-01-04T13:45:00+00:00,0.6856402607982596,0.06,136.89,0.24,0.539447180834592,73.84492458444728,True,True,False
CAD_JPY,bearish,2023-01-02T00:00:00+00:00,96.853,2023-01-04T14:30:00+00:00,96.853,0.06,129.57,0.24,0.20814771937948598,26.969699999999996,True,False,False
XAU_USD,bullish,2023-01-04T00:00:00+00:00,1837.57,2023-01-04T15:00:00+00:00,1851.2820278062682,0.02,141.15,0.08,0.6890040856772691,97.25292669334654,True,True,False
GBP_AUD,bearish,2023-01-04T00:00:00+00:00,1.78146,2023-01-04T17:30:00+00:00,1.7615449327744521,0.04,130.0,0.16,0.84803708230712,110.24482069992561,True,True,False
AUD_JPY,bearish,2023-01-03T01:00:00+00:00,88.569432,2023-01-04T17:45:00+00:00,90.81521761669528,0.06,134.75,0.24,-1.0017810760667905,-134.99,False,False,False
EUR_CAD,bullish,2023-01-04T06:00:00+00:00,1.4430606400000001,2023-01-04T17:45:00+00:00,1.4301076919770037,0.11,142.48,0.44,-1.0030881527231892,-142.92,False,False,False
GBP_CHF,bearish,2023-01-04T00:00:00+00:00,1.12136,2023-01-04T18:00:00+00:00,1.12136,0.08,137.79,0.32,0.2076776253719428,28.615899999999996,True,False,False
GBP_NZD,bearish,2023-01-04T00:45:00+00:00,1.91529,2023-01-04T18:00:00+00:00,1.91529,0.06,128.99,0.24,0.20813939065043802,26.847900000000003,True,False,False
AUD_NZD,bullish,2023-01-05T00:00:00+00:00,1.08596,2023-01-05T00:00:00+00:00,1.0857534141307577,0.03,126.73,0.12,0.5638927734624456,71.46213118089574,True,True,True
AUD_USD,bullish,2023-01-05T00:00:00+00:00,0.68238,2023-01-05T00:15:00+00:00,0.68238,0.07,140.53,0.28,0.20800754287340778,29.231299999999997,True,False,False
CAD_CHF,bearish,2023-01-05T00:00:00+00:00,0.68888,2023-01-05T00:15:00+00:00,0.68888,0.07,130.9,0.28,0.20786096256684491,27.209,True,False,False
GBP_JPY,bearish,2023-01-05T00:00:00+00:00,159.18,2023-01-05T00:15:00+00:00,159.18,0.02,178.59,0.08,0.2095520465871549,37.423899999999996,True,False,False
XAG_USD,bullish,2023-01-02T23:00:00+00:00,24.0,2023-01-05T08:00:00+00:00,23.56822840609084,0.01,1548.69,0.04,0.45092026709551086,698.3357084481468,True,True,False
AUD_CAD,bullish,2023-01-05T00:00:00+00:00,0.92048,2023-01-05T13:15:00+00:00,0.92048,0.09,145.0,0.36,0.20751724137931035,30.09,True,False,False
USD_CHF,bearish,2023-01-05T00:00:00+00:00,0.92924,2023-01-05T13:15:00+00:00,0.9288020420381452,0.05,150.33,0.2,0.5792220326778478,87.07444817246086,True,True,False
