timestamp,open,high,low,close,volume
2004-05-28 21:00:00+00:00,5.2041,5.2374,5.141,5.1964,14
2004-06-04 21:00:00+00:00,5.2099,5.3161,5.1645,5.1645,12
2004-06-11 21:00:00+00:00,5.1641,5.2716,5.1339,5.1339,12
2004-06-18 21:00:00+00:00,5.1364,5.1364,4.9908,5.0573,12
2004-06-25 21:00:00+00:00,5.0634,5.0634,4.9157,4.9537,12
2004-07-02 21:00:00+00:00,4.9618,5.0224,4.9382,4.9779,12
2004-07-09 21:00:00+00:00,4.9767,4.9767,4.8613,4.8613,12
2004-07-16 21:00:00+00:00,4.8511,4.8978,4.7936,4.8978,12
2004-07-23 21:00:00+00:00,4.9032,4.9517,4.8829,4.8896,12
2004-07-30 21:00:00+00:00,4.9123,4.9511,4.8865,4.895,12
2004-08-06 21:00:00+00:00,4.8982,5.2303,4.859,5.2303,12
2004-08-13 21:00:00+00:00,5.2276,5.302,5.1994,5.2623,12
2004-08-20 21:00:00+00:00,5.2607,5.2893,5.1811,5.2614,12
2004-08-27 21:00:00+00:00,5.2519,5.2519,5.1958,5.2112,12
2004-09-03 21:00:00+00:00,5.212,5.2821,5.207,5.207,12
2004-09-10 21:00:00+00:00,5.2179,5.2179,5.1597,5.1597,12
2004-09-17 21:00:00+00:00,5.172,5.172,5.091,5.091,12
2004-09-24 21:00:00+00:00,5.0791,5.1784,5.0734,5.1699,12
2004-10-01 21:00:00+00:00,5.1612,5.2308,5.1084,5.2308,12
2004-10-08 21:00:00+00:00,5.2376,5.2446,5.2062,5.2062,12
2004-10-15 21:00:00+00:00,5.2222,5.2222,5.123,5.1292,10
2004-10-22 21:00:00+00:00,5.0918,5.212,5.0824,5.0824,10
2004-10-29 21:00:00+00:00,5.1118,5.1734,5.072,5.1734,12
2004-11-05 22:00:00+00:00,5.1844,5.2651,5.1844,5.2193,12
2004-11-12 22:00:00+00:00,5.2254,5.2254,5.1253,5.1631,12
2004-11-19 22:00:00+00:00,5.1728,5.1785,5.1193,5.1193,12
2004-11-26 22:00:00+00:00,5.1144,5.1144,5.0515,5.0515,12
2004-12-03 22:00:00+00:00,5.0415,5.0911,4.9991,4.9991,12
