time,open,high,low,close,volume
2015-01-01 22:00:00+00:00,2058.0,2073.2,2044.8,2052.4,25361
2015-01-04 22:00:00+00:00,2051.2,2054.2,2015.2,2023.8,29345
2015-01-05 22:00:00+00:00,2024.0,2029.2,1989.8,2000.4,41759
2015-01-06 22:00:00+00:00,2000.2,2029.2,2000.2,2026.2,35411
2015-01-07 22:00:00+00:00,2026.2,2063.8,2025.8,2059.0,22090
2015-01-08 22:00:00+00:00,2059.4,2067.4,2036.8,2041.2,27231
2015-01-11 22:00:00+00:00,2041.2,2053.4,2020.4,2028.8,14333
2015-01-12 22:00:00+00:00,2028.8,2056.8,2006.2,2023.6,18446
2015-01-13 22:00:00+00:00,2023.2,2024.6,1986.2,2015.2,31636
2015-01-14 22:00:00+00:00,2015.4,2032.0,1988.4,1988.6,43779
2015-01-15 22:00:00+00:00,1989.0,2019.2,1975.2,2016.6,22177
2015-01-18 22:00:00+00:00,2018.2,2028.3,2007.8,2013.2,13315
2015-01-19 22:00:00+00:00,2013.2,2030.8,2002.0,2020.0,23857
2015-01-20 22:00:00+00:00,2020.4,2036.8,2009.8,2031.4,29402
2015-01-21 22:00:00+00:00,2031.0,2063.6,2023.8,2062.0,41378
2015-01-22 22:00:00+00:00,2061.8,2066.8,2048.4,2048.8,13558
2015-01-25 22:00:00+00:00,2039.4,2059.0,2029.8,2058.4,19050
2015-01-26 22:00:00+00:00,2058.8,2058.8,2017.0,2041.6,25003
2015-01-27 22:00:00+00:00,2041.4,2050.6,1995.2,1998.2,42925
2015-01-28 22:00:00+00:00,1998.4,2023.6,1986.0,2022.8,35217
2015-01-29 22:00:00+00:00,2023.2,2024.2,1990.0,1993.8,40583
2015-02-01 22:00:00+00:00,1994.6,2021.6,1977.4,2018.8,23835
2015-02-02 22:00:00+00:00,2019.0,2047.4,2010.4,2045.0,16560
2015-02-03 22:00:00+00:00,2044.6,2052.6,2026.2,2028.2,17855
2015-02-04 22:00:00+00:00,2028.0,2062.0,2024.2,2060.0,17276
2015-02-05 22:00:00+00:00,2059.6,2071.0,2048.0,2056.6,15829
2015-02-08 22:00:00+00:00,2051.2,2054.8,2039.4,2046.0,35358
2015-02-09 22:00:00+00:00,2046.0,2069.4,2043.6,2065.8,31770
2015-02-10 22:00:00+00:00,2065.8,2082.2,2056.2,2077.0,30351
2015-02-11 22:00:00+00:00,2077.2,2088.2,2061.4,2085.4,30468
2015-02-12 22:00:00+00:00,2085.4,2097.2,2084.4,2096.0,20004
2015-02-15 22:00:00+00:00,2094.6,2096.2,2086.2,2089.0,4008
2015-02-16 22:00:00+00:00,2084.6,2101.0,2083.4,2100.0,16372
2015-02-17 22:00:00+00:00,2099.6,2100.8,2091.0,2097.8,13046
2015-02-18 22:00:00+00:00,2097.8,2101.6,2089.6,2098.6,13176
2015-02-19 22:00:00+00:00,2098.4,2110.8,2084.6,2109.0,21513
2015-02-22 22:00:00+00:00,2109.4,2110.0,2101.8,2108.8,6307
2015-02-23 22:00:00+00:00,2108.8,2117.6,2104.8,2116.2,7117
2015-02-24 22:00:00+00:00,2115.8,2119.4,2109.4,2112.6,5511
2015-02-25 22:00:00+00:00,2113.0,2116.6,2103.4,2111.8,5692
2015-02-26 22:00:00+00:00,2111.4,2112.6,2102.8,2106.2,5391
2015-03-01 22:00:00+00:00,2105.8,2116.8,2102.0,2115.8,4825
2015-03-02 22:00:00+00:00,2116.0,2116.0,2097.0,2106.2,5404
2015-03-03 22:00:00+00:00,2106.4,2106.4,2086.8,2097.4,7865
2015-03-04 22:00:00+00:00,2097.2,2104.6,2094.6,2100.8,6355
2015-03-05 22:00:00+00:00,2100.6,2104.4,2066.6,2072.0,10879
2015-03-08 21:00:00+00:00,2074.8,2083.2,2067.0,2078.8,5795
2015-03-09 21:00:00+00:00,2078.4,2078.8,2042.2,2044.6,9929
2015-03-10 21:00:00+00:00,2044.8,2052.8,2039.2,2042.8,8541
2015-03-11 21:00:00+00:00,2043.0,2066.8,2039.2,2065.8,8603
2015-03-12 21:00:00+00:00,2065.8,2069.2,2040.8,2050.4,12996
2015-03-15 21:00:00+00:00,2051.6,2082.0,2045.2,2076.4,14041
2015-03-16 21:00:00+00:00,2076.2,2078.4,2064.4,2074.2,14095
2015-03-17 21:00:00+00:00,2074.2,2107.8,2060.4,2101.2,23549
