ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,mfe_r,mae_r,partial
1000002,USD_JPY,sell,0.67,101.26095000000001,102.91303835127002,2016-10-03 01:00:00+00:00,2016-10-04 16:15:00+00:00,-1106.8991953509064,0.0,102.90803835127002,0,0.01,1.021,
1000030_partial_1475766000,USD_CHF,buy,0.39,0.9742,0.9803341318778729,2016-10-05 17:00:00+00:00,2016-10-06 15:00:00+00:00,239.23114323704422,0.0,0.961931736244254,0,,,True
1000000,EUR_USD,buy,0.09,1.1211,1.1121426914427528,2016-10-03 14:00:00+00:00,2016-10-07 01:00:00+00:00,-80.61577701522471,0.0,1.112192691442753,0,0.314,1.049,
1000053_partial_1475868600,AUD_CAD,buy,0.45,0.9982545,1.00662,2016-10-06 12:30:00+00:00,2016-10-07 19:30:00+00:00,376.4475000000012,0.0,0.97827812588465,0,,,True
1000045_partial_1475868600,AUD_USD,buy,0.52,0.75627,0.75844,2016-10-06 15:00:00+00:00,2016-10-07 19:30:00+00:00,112.84000000000027,0.0,0.7429430473971079,0,,,True
1000053_partial_1475873100,AUD_CAD,buy,0.68,0.9982545,1.008242687057675,2016-10-06 12:30:00+00:00,2016-10-07 20:45:00+00:00,679.1967199219009,0.0,0.97827812588465,0,,,True
1000053,AUD_CAD,buy,0.38,0.9982545,1.00219977482307,2016-10-06 12:30:00+00:00,2016-10-10 14:15:00+00:00,149.9204432766579,0.0,1.00224977482307,0,0.547,0.0,
1000030_partial_1476180900,USD_CHF,buy,0.3,0.9742,0.9864682637557459,2016-10-05 17:00:00+00:00,2016-10-11 10:15:00+00:00,368.047912672379,0.0,0.9766536527511491,0,,,True
1000067_partial_1476197100,EUR_USD,sell,0.44,1.11337,1.1061290846408134,2016-10-11 00:00:00+00:00,2016-10-11 14:45:00+00:00,318.6002758042097,0.0,1.1278518307183731,0,,,True
1000057_partial_1476342000,USD_CAD,buy,0.11,1.3217865,1.3293990204638941,2016-10-10 13:45:00+00:00,2016-10-13 07:00:00+00:00,83.73772510283573,0.0,1.3065614590722114,0,,,True
1000057,USD_CAD,buy,0.13,1.3217865,1.3247815081855576,2016-10-10 13:45:00+00:00,2016-10-13 09:30:00+00:00,38.935106412249404,0.0,1.3248315081855577,0,0.587,0.515,
1000089_partial_1476408600,EUR_AUD,sell,0.34,1.464866,1.4561606557711602,2016-10-13 02:45:00+00:00,2016-10-14 01:30:00+00:00,295.98170378055454,0.0,1.4822766884576795,0,,,True
1000089_partial_1476432000,EUR_AUD,sell,0.26,1.464866,1.4474553115423205,2016-10-13 02:45:00+00:00,2016-10-14 08:00:00+00:00,452.6778998996659,0.0,1.461383862308464,0,,,True
1000045_partial_1476442800,AUD_USD,buy,0.77,0.75627,0.762933476301446,2016-10-06 15:00:00+00:00,2016-10-14 11:00:00+00:00,513.0876752113448,0.0,0.7429430473971079,0,,,True
1000100,AUD_CHF,buy,0.01,0.748711,0.7538355158366559,2016-10-14 01:15:00+00:00,2016-10-14 11:00:00+00:00,5.124515836655851,0.0,0.7383119683266882,0,0.614,0.088,
1000067_partial_1476459900,EUR_USD,sell,0.34,1.11337,1.0988881692816268,2016-10-11 00:00:00+00:00,2016-10-14 15:45:00+00:00,492.3822444246877,0.0,1.1104736338563252,0,,,True
1000096,USD_CAD,buy,0.9,1.3218365,1.3136,2016-10-14 05:30:00+00:00,2016-10-14 19:30:00+00:00,-741.2849999999981,0.0,1.3066042817461847,0,0.0,0.76,
1000075_partial_1476473400,AUD_CAD,buy,0.01,0.99983,0.99922,2016-10-11 00:00:00+00:00,2016-10-14 19:30:00+00:00,-0.6099999999999994,0.0,0.9781589167523965,0,,,True
1000079_partial_1476473400,EUR_CHF,buy,0.06,1.09044,1.08706,2016-10-12 09:45:00+00:00,2016-10-14 19:30:00+00:00,-20.28000000000096,0.0,1.0787868908821263,0,,,True
1000045,AUD_USD,buy,0.42999999999999994,0.75627,0.7588853905205785,2016-10-06 15:00:00+00:00,2016-10-17 01:15:00+00:00,112.46179238487396,0.0,0.7589353905205785,0,0.637,0.42,
1000112_partial_1476739800,NZD_CHF,buy,1.14,0.70194,0.7064990556238747,2016-10-17 00:00:00+00:00,2016-10-17 21:30:00+00:00,519.7323411217166,0.0,0.6928218887522506,0,,,True
1000089,EUR_AUD,sell,0.14999999999999997,1.464866,1.438749967313481,2016-10-13 02:45:00+00:00,2016-10-18 00:30:00+00:00,391.740490297786,0.0,1.4561606557711602,0,1.552,0.094,
