time,open,high,low,close,volume
2018-05-01 00:00:00+00:00,0.50000000,1.50000000,0.50000000,0.61140000,501175824.10000000
2018-06-01 00:00:00+00:00,0.61140000,0.70700000,0.42393000,0.46796000,1018111998.02000000
2018-07-01 00:00:00+00:00,0.46797000,0.52525000,0.42360000,0.43530000,1059865082.40000000
2018-08-01 00:00:00+00:00,0.43530000,0.46382000,0.24672000,0.33530000,1534444827.25000000
2018-09-01 00:00:00+00:00,0.33530000,0.80000000,0.25261000,0.58257000,4453105914.24000000
2018-10-01 00:00:00+00:00,0.58257000,0.60590000,0.37685000,0.45418000,3093911100.50000000
2018-11-01 00:00:00+00:00,0.45418000,0.56878000,0.32802000,0.36466000,3739086165.00000000
2018-12-01 00:00:00+00:00,0.36492000,0.45000000,0.28050000,0.34849000,3097036552.10000000
2019-01-01 00:00:00+00:00,0.34864000,0.37963000,0.28089000,0.30911000,1913026551.40000000
2019-02-01 00:00:00+00:00,0.30920000,0.34777000,0.28809000,0.31390000,2260644351.40000000
2019-03-01 00:00:00+00:00,0.31386000,0.32555000,0.29000000,0.30889000,1573473043.50000000
2019-04-01 00:00:00+00:00,0.30889000,0.37999000,0.28455000,0.30870000,2906182663.20000000
2019-05-01 00:00:00+00:00,0.30855000,0.47900000,0.29061000,0.43851000,5131023824.10000000
2019-06-01 00:00:00+00:00,0.43849000,0.50999000,0.37000000,0.39620000,4662373312.40000000
2019-07-01 00:00:00+00:00,0.39637000,0.42298000,0.28600000,0.31959000,2815323572.60000000
2019-08-01 00:00:00+00:00,0.31950000,0.33100000,0.24300000,0.25747000,1772167773.10000000
2019-09-01 00:00:00+00:00,0.25747000,0.32631000,0.21333000,0.25660000,3148158833.10000000
2019-10-01 00:00:00+00:00,0.25659000,0.31200000,0.24159000,0.29452000,3766988684.00000000
2019-11-01 00:00:00+00:00,0.29459000,0.31490000,0.20013000,0.22550000,2893450142.00000000
2019-12-01 00:00:00+00:00,0.22549000,0.23200000,0.17500000,0.19295000,2175034489.20000000
2020-01-01 00:00:00+00:00,0.19285000,0.25456000,0.18450000,0.23946000,3904624780.40000000
2020-02-01 00:00:00+00:00,0.23947000,0.34676000,0.22271000,0.22892000,7128673325.20000000
2020-03-01 00:00:00+00:00,0.22897000,0.24629000,0.10129000,0.17353000,8903293506.50000000
2020-04-01 00:00:00+00:00,0.17359000,0.23590000,0.16783000,0.21135000,4616526273.50000000
2020-05-01 00:00:00+00:00,0.21135000,0.22667000,0.17800000,0.20245000,4027279018.10000000
2020-06-01 00:00:00+00:00,0.20241000,0.21470000,0.16900000,0.17533000,2950092000.90000000
2020-07-01 00:00:00+00:00,0.17533000,0.26042000,0.17200000,0.25939000,6007812785.10000000
2020-08-01 00:00:00+00:00,0.25938000,0.32689000,0.24760000,0.28115000,10548893588.50000000
2020-09-01 00:00:00+00:00,0.28115000,0.30400000,0.21944000,0.24171000,5247413190.90000000
2020-10-01 00:00:00+00:00,0.24172000,0.26357000,0.22829000,0.23968000,4889380415.10000000
2020-11-01 00:00:00+00:00,0.23960000,0.78068000,0.22772000,0.66417000,21961294136.80000000
2020-12-01 00:00:00+00:00,0.66378000,0.68100000,0.17351000,0.21959000,41486760832.80000000
