ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,mfe_r,mae_r,partial
1000004,USD_CAD,sell,1.99,1.32522,1.33675,2023-07-03 00:00:00+00:00,2023-07-06 14:30:00+00:00,-2294.4700000000075,0.0,1.3405082765276095,0,0.321,0.77,
1000010,GBP_CHF,sell,0.23,1.13652,1.14018,2023-07-03 00:00:00+00:00,2023-07-06 14:30:00+00:00,-84.17999999999992,0.0,1.1541373171954354,0,0.053,0.501,
1000014,NZD_CHF,sell,0.01,0.55133,0.55165,2023-07-03 06:30:00+00:00,2023-07-06 14:30:00+00:00,-0.31999999999998696,0.0,0.5598112122509383,0,0.074,0.763,
1000006,EUR_GBP,buy,0.39,0.858339,0.85492,2023-07-03 06:45:00+00:00,2023-07-06 14:30:00+00:00,-133.34099999999805,0.0,0.849552623689545,0,0.253,0.712,
1000000,EUR_USD,buy,1.3900000000000001,1.087977,1.08399,2023-07-03 07:15:00+00:00,2023-07-06 14:30:00+00:00,-554.1929999999949,0.0,1.071281368224464,0,0.325,0.277,
1000003,USD_CHF,sell,1.54,0.9000215,0.89923,2023-07-03 09:30:00+00:00,2023-07-06 14:30:00+00:00,121.89100000000863,0.0,0.9135334255319568,0,0.401,0.032,
1000015_partial_1688740200,GBP_USD,buy,0.18,1.2738,1.2824132275584281,2023-07-07 00:00:00+00:00,2023-07-07 14:30:00+00:00,155.03809605170548,0.0,1.2565735448831437,0,,,True
1000016,USD_JPY,buy,0.37,143.2812,142.126,2023-07-07 07:15:00+00:00,2023-07-07 19:30:00+00:00,-427.4240000000029,0.0,140.87873980186797,0,0.058,0.499,
1000028_partial_1688758200,CAD_JPY,buy,0.13,107.066,107.048,2023-07-07 07:15:00+00:00,2023-07-07 19:30:00+00:00,-2.3400000000000887,0.0,104.68894960523505,0,,,True
1000023_partial_1688758200,GBP_AUD,buy,0.05,1.91859,1.91866,2023-07-07 08:45:00+00:00,2023-07-07 19:30:00+00:00,0.3500000000000725,0.0,1.892347091275691,0,,,True
1000015,GBP_USD,buy,0.23000000000000004,1.2738,1.2771952910233713,2023-07-07 00:00:00+00:00,2023-07-10 12:15:00+00:00,78.09169353753798,0.0,1.2772452910233714,0,0.648,0.071,
1000034_partial_1689038100,USD_CHF,sell,0.04,0.8907015,0.8848821168590195,2023-07-10 03:30:00+00:00,2023-07-11 01:15:00+00:00,23.277532563922065,0.0,0.9023402662819612,0,,,True
1000042_partial_1689060600,AUD_CHF,sell,0.32,0.5937285,0.5896641152452509,2023-07-10 03:15:00+00:00,2023-07-11 07:30:00+00:00,130.0603121519721,0.0,0.6020072695094983,0,,,True
1000023_partial_1689064200,GBP_AUD,buy,0.08,1.91859,1.9317114543621545,2023-07-07 08:45:00+00:00,2023-07-11 08:30:00+00:00,104.97163489723606,0.0,1.892347091275691,0,,,True
1000034_partial_1689116400,USD_CHF,sell,0.03,0.8907015,0.8790627337180389,2023-07-10 03:30:00+00:00,2023-07-11 23:00:00+00:00,34.916298845883425,0.0,0.8883737467436078,0,,,True
1000023,GBP_AUD,buy,0.05,1.91859,1.9237885817448617,2023-07-07 08:45:00+00:00,2023-07-12 02:30:00+00:00,25.992908724308265,0.0,1.9238385817448618,0,0.788,0.074,
1000034,USD_CHF,sell,0.010000000000000002,0.8907015,0.8732433505770583,2023-07-10 03:30:00+00:00,2023-07-12 13:00:00+00:00,17.458149422941773,0.0,0.8848821168590195,0,1.53,0.094,
1000035,USD_CAD,buy,0.76,1.3280399999999999,1.3155481439341385,2023-07-10 00:00:00+00:00,2023-07-12 14:00:00+00:00,-949.3810610054618,0.0,1.3155981439341387,0,0.195,1.053,
1000060_partial_1689170400,GBP_CHF,sell,0.1,1.13733,1.1291809881229877,2023-07-11 07:15:00+00:00,2023-07-12 14:00:00+00:00,81.49011877012225,0.0,1.1537780237540245,0,,,True
1000042,AUD_CHF,sell,0.39999999999999997,0.5937285,0.5921827460981003,2023-07-10 03:15:00+00:00,2023-07-13 12:30:00+00:00,61.83015607598817,0.0,0.5921327460981003,0,0.936,0.057,
1000028,CAD_JPY,buy,0.29,107.066,105.004,2023-07-07 07:15:00+00:00,2023-07-14 19:30:00+00:00,-597.9799999999993,0.0,104.68894960523505,0,0.227,0.985,
1000061,GBP_NZD,buy,0.17,2.077893,2.05652,2023-07-11 06:00:00+00:00,2023-07-14 19:30:00+00:00,-363.34100000000143,0.0,2.038743824349002,0,0.359,0.751,
