date,start_balance,end_balance,hwm,min_equity_allowed,lowest_equity,highest_equity,max_open_trades,trades_opened,trades_closed,realized_pnl,daily_dd_breached
2023-01-02,60000.0,60245.700000000004,60000.0,57000.0,60285.26992645613,60775.01391727436,5,5,3,245.70000000000002,False
2023-01-03,60245.700000000004,60387.855,60374.281788010034,57355.567698609535,60374.15136226918,61549.37657140537,10,8,4,142.1549999999988,False
2023-01-04,60387.855,59791.15500000001,61144.582919256114,58087.35377329331,59442.708873233976,62033.15006900458,15,9,10,-596.7000000000003,False
2023-01-05,59791.15500000001,60036.85500000002,59791.15500000001,56801.59725000001,59443.84007715505,60046.04275843037,12,7,3,245.70000000000002,False
2023-01-06,60036.85500000002,59810.65500000002,60036.85500000002,57035.012250000014,59654.159435948466,60065.274958675924,14,5,3,-226.20000000000005,False
2023-01-07,59810.65500000002,59810.65500000002,59835.271374215205,56843.50780550444,59767.98187527233,59767.98187527233,11,0,0,0.0,False
2023-01-09,59810.65500000002,59948.71500000002,59810.65500000002,56820.12225000002,59190.08100136539,59829.96848145658,14,3,2,138.06,False
2023-01-10,59948.71500000002,60030.61500000002,59948.71500000002,56951.279250000014,58647.600297554,59171.94831523977,15,3,1,81.9,False
2023-01-11,60030.61500000002,59722.51500000002,60030.61500000002,57029.08425000002,58588.72081231278,59312.58233701376,21,7,2,-308.1,False
2023-01-12,59722.51500000002,59903.280000000035,59722.51500000002,56736.38925000002,59278.45438108637,60849.90168601702,28,9,9,180.76500000000527,False
2023-01-13,59903.280000000035,59573.53500000004,60769.101164258755,57730.64610604582,59984.26637609227,60895.1709894612,24,5,4,-329.74499999999983,False
2023-01-14,59573.53500000004,59573.53500000004,60226.766760245555,57215.42842223328,60212.23802859751,60212.23802859751,20,0,0,0.0,False
2023-01-16,59573.53500000004,59551.89000000004,60212.23802859751,57201.626127167634,60000.37110633678,60543.31651465467,20,0,2,-21.644999999998788,False
2023-01-17,59551.89000000004,60329.74500000005,60164.17039669751,57155.96187686264,60157.83099159763,61024.81379108692,21,3,6,777.8550000000004,False
2023-01-18,60329.74500000005,61885.45500000007,60587.62223223207,57558.24112062046,60574.08948701907,62959.95621451542,32,17,12,1555.709999999999,False
2023-01-19,61885.45500000007,61351.15500000007,62725.016861888995,59588.766018794544,61430.99643670473,63456.813090878735,33,13,5,-534.3000000000001,False
2023-01-20,61351.15500000007,61635.465000000084,61815.56518959547,58724.7869301157,61715.26836744886,62956.283242913116,33,6,8,284.30999999999995,False
2023-01-21,61635.465000000084,61635.465000000084,62928.7529859005,59782.315336605476,62901.89658342903,62901.89658342903,26,0,0,0.0,False
2023-01-23,61635.465000000084,61734.33000000008,62901.89658342903,59756.801754257576,62184.53912562194,63594.294124206775,33,8,8,98.8649999999983,False
2023-01-24,61734.33000000008,62552.94000000009,62184.53912562194,59075.31216934084,61962.108517275556,62887.04796483286,28,3,3,818.6100000000005,False
2023-01-25,62552.94000000009,61833.195000000094,62828.72893076405,59687.29248422585,62318.32749979861,63208.071488689,27,1,5,-719.7450000000002,False
2023-01-26,61833.195000000094,61811.55000000009,63173.24930627649,60014.586840962664,62292.67571128691,63551.27422437682,22,0,2,-21.645000000000493,False
2023-01-27,61811.55000000009,61975.35000000009,62349.90321893743,59232.40805799056,62282.63641565695,62868.564776668514,20,0,2,163.8,False
2023-01-28,61975.35000000009,61975.35000000009,62436.286469556486,59314.47214607866,62463.4518961362,62463.4518961362,18,0,0,0.0,False
2023-01-30,61975.35000000009,61975.35000000009,62463.4518961362,59340.279301329385,61933.45039744072,62964.62703220604,22,4,0,0.0,False
2023-01-31,61975.35000000009,62485.86000000009,61978.16197348566,58879.25387481137,62018.40584173044,63476.75113069097,29,7,5,510.50999999999874,False
2023-02-01,62485.86000000009,62259.66000000009,62688.85987574069,59554.41688195365,62322.875975827104,64400.7164910692,26,3,3,-226.20000000000005,False
2023-02-02,62259.66000000009,64347.135000000104,64400.7164910692,61180.68066651574,64538.37313963835,66801.50675694521,30,6,8,2087.4750000000045,False
2023-02-03,64347.135000000104,65984.74500000007,66232.45157394165,62920.82899524457,64989.025222704375,68385.63665899858,34,12,13,1637.6099999999983,False
2023-02-04,65984.74500000007,65984.74500000007,65984.74500000007,62685.50775000006,65080.66450716224,65080.66450716224,21,0,0,0.0,False
2023-02-06,65984.74500000007,65840.44500000005,65984.74500000007,62685.50775000006,64551.64795153148,64858.09793061046,25,5,4,-144.30000000000004,False
2023-02-07,65840.44500000005,65840.44500000005,65840.44500000005,62548.42275000005,64470.28661090395,65735.10268513745,27,5,0,0.0,False
2023-02-08,65840.44500000005,65922.34500000004,65840.44500000005,62548.42275000005,65277.12016152368,65833.29123412455,28,1,1,81.9,False
2023-02-09,65922.34500000004,66004.24500000004,65922.34500000004,62626.22775000004,64862.676993559005,65784.78083089054,31,4,1,81.9,False
2023-02-10,66004.24500000004,66454.50000000003,66004.24500000004,62704.032750000035,63859.733010524804,65143.61147169614,32,2,2,450.255000000001,False
2023-02-11,66454.50000000003,66454.50000000003,66454.50000000003,63131.77500000003,63867.44608938498,63867.44608938498,30,0,0,0.0,False
2023-02-13,66454.50000000003,66228.30000000002,66454.50000000003,63131.77500000003,63952.881689127615,65160.55358445189,32,2,3,-226.20000000000002,False
2023-02-14,66228.30000000002,66310.20000000001,66228.30000000002,62916.88500000002,64839.62341386563,66370.26338310339,32,3,1,81.9,False
2023-02-15,66310.20000000001,65590.455,66370.26338310339,63051.75021394822,65383.31624711359,66265.75579715392,31,1,5,-719.745000000001,False
2023-02-16,65590.455,65342.61,66050.56771157868,62748.03932599975,65355.28928583948,66423.99778997425,31,4,5,-247.8449999999997,False
2023-02-17,65342.61,64952.61,66313.29948834583,62997.63451392854,65587.36055200962,66786.30093124967,26,0,1,-390.00000000000006,False
2023-02-18,64952.61,64952.61,66743.9373809688,63406.740511920354,66638.7669592683,66638.7669592683,25,0,0,0.0,False
2023-02-20,64952.61,65034.51,66638.7669592683,63306.82861130488,66021.01328089285,66822.91632290102,25,0,1,81.9,False
2023-02-21,65034.51,64890.21000000001,66130.01739845135,62823.51652852879,66102.65506777135,67600.30329886872,32,8,4,-144.30000000000004,False
2023-02-22,64890.21000000001,65872.62000000001,67245.96673561388,63883.668398833186,67008.30050518148,67607.71542607083,30,2,5,982.4099999999985,False
2023-02-23,65872.62000000001,66609.33,67177.91411002375,63819.01840452256,66836.3110751499,67474.01723741376,26,2,2,736.71,False
2023-02-24,66609.33,67305.28499999997,67339.72764367335,63972.74126148968,67145.32015419292,67709.84898163812,27,2,5,695.9550000000005,False
2023-02-25,67305.28499999997,67305.28499999997,67539.51918611949,64162.54322681352,67579.00279701818,67579.00279701818,22,0,0,0.0,False
2023-02-27,67305.28499999997,66525.28499999997,67579.00279701818,64200.052657167274,67655.41310387185,67878.46365053291,25,3,2,-780.0000000000001,False
2023-02-28,66525.28499999997,66277.43999999996,67783.96021540434,64394.76220463412,67410.18004458128,67952.0671121094,23,0,5,-247.8449999999995,False
2023-03-01,66277.43999999996,66171.74999999993,67410.18004458128,64039.671042352216,67342.49743440986,68453.369211659,26,9,9,-105.69000000000057,False
2023-03-02,66171.74999999993,66171.74999999993,68114.38782634703,64708.66843502967,67576.09608343942,68428.57771341997,18,0,0,0.0,False
2023-03-03,66171.74999999993,66335.54999999992,67948.12213009875,64550.71602359381,67766.09269996865,68284.819572517,20,2,2,163.8,False
2023-03-04,66335.54999999992,66335.54999999992,67983.32351078615,64584.15733524685,67987.93583565197,67987.93583565197,18,0,0,0.0,False
2023-03-06,66335.54999999992,66581.2499999999,67987.93583565197,64588.539043869365,67975.67476643671,68669.20381632812,24,6,3,245.70000000000002,False
2023-03-07,66581.2499999999,67559.56499999989,68561.82582586241,65133.73453456929,68263.21455460551,69897.02800649097,25,4,3,978.3149999999991,False
2023-03-08,67559.56499999989,68070.07499999987,69897.02800649097,66402.17660616642,69529.6305543803,70702.05649520943,26,4,5,510.510000000001,False
2023-03-09,68070.07499999987,67350.32999999986,70085.50833008753,66581.23291358315,68524.1753225806,70154.02889538591,23,2,5,-719.744999999998,False
2023-03-10,67350.32999999986,68279.11499999982,68524.1753225806,65097.966556451574,68381.1726480018,69483.89310450328,23,6,13,928.7849999999968,False
2023-03-11,68279.11499999982,68279.11499999982,68719.85656263643,65283.86373450461,68764.29652264206,68764.29652264206,11,0,0,0.0,False
2023-03-13,68279.11499999982,70996.04999999974,68764.29652264206,65326.08169650996,70195.36870938432,72191.43826879511,24,18,16,2716.9350000000004,False
2023-03-14,70996.04999999974,70996.04999999974,72032.49590977552,68430.87111428674,70972.75702917737,72687.1248819036,14,1,0,0.0,False
2023-03-15,70996.04999999974,73335.85499999966,72687.1248819036,69052.76863780842,73617.85798461539,75649.74836092058,32,19,22,2339.804999999994,False
2023-03-16,73335.85499999966,73417.75499999966,74831.95629719237,71090.35848233275,73239.21083032925,74819.29421520446,12,1,1,81.9,False
2023-03-17,73417.75499999966,73191.55499999964,74819.29421520446,71078.32950444423,73287.3741059789,75032.32246380992,18,7,3,-226.20000000000005,False
2023-03-20,73191.55499999964,72965.35499999963,74447.76131703789,70725.373251186,73312.04245687625,74546.60455515792,21,6,3,-226.20000000000002,False
2023-03-21,72965.35499999963,73865.86499999961,74546.60455515792,70819.27432740002,73158.52050659357,76401.23723936711,20,2,4,900.5099999999982,False
2023-03-22,73865.86499999961,74684.4749999996,76401.23723936711,72581.17537739876,75037.08584162964,76484.35206500988,18,2,3,818.6099999999997,False
2023-03-23,74684.4749999996,74766.37499999959,76484.35206500988,72660.13446175939,74657.08444297024,76746.33763059824,17,2,1,81.9,False
2023-03-24,74766.37499999959,74766.37499999959,76037.29974351905,72235.4347563431,74596.05819701377,76408.98394255561,19,3,0,0.0,False
2023-03-27,74766.37499999959,75458.23499999958,76408.98394255561,72588.53474542784,75089.89989434392,76820.78302348408,21,2,3,691.8600000000001,False
2023-03-28,75458.23499999958,75068.23499999958,76820.78302348408,72979.74387230987,74301.17376087832,76670.43452280248,19,1,1,-390.00000000000006,False
2023-03-29,75068.23499999958,75395.83499999956,75451.9675834211,71679.36920425003,75094.281824816,77113.83815613095,26,8,4,327.6,False
2023-03-30,75395.83499999956,75764.18999999955,77113.83815613095,73258.1462483244,75639.24164076294,76848.3948427401,24,2,1,368.3550000000014,False
2023-03-31,75764.18999999955,75374.18999999955,76848.3948427401,73005.9751006031,75241.9309022611,76588.58313266753,25,2,1,-390.00000000000006,False
2023-04-03,75374.18999999955,75126.34499999954,76566.51053047694,72738.1850039531,75586.99792767614,76806.14267706983,27,4,5,-247.84499999999943,False
2023-04-04,75126.34499999954,74484.40499999953,76806.14267706983,72965.83554321634,75384.17475014976,76729.71512643769,25,2,4,-641.9400000000002,False
2023-04-05,74484.40499999953,74725.4249999995,76729.71512643769,72893.2293701158,75194.85759267592,76663.43875915073,24,3,12,241.01999999999975,False
2023-04-06,74725.4249999995,74725.4249999995,75876.70237456136,72082.86725583329,75089.40469375219,76581.81902637299,13,1,0,0.0,False
2023-04-07,74725.4249999995,75093.77999999949,76565.82577865598,72737.53448972318,75841.42993796439,76503.22720004556,15,2,1,368.355,False
2023-04-10,75093.77999999949,75175.67999999948,75948.59683388939,72151.16699219492,75768.1252531344,76563.26202335749,19,5,1,81.9,False
2023-04-11,75175.67999999948,74477.57999999948,76182.4559003358,72373.333105319,75731.81124018299,77055.5027098546,20,2,3,-698.1000000000001,False
2023-04-12,74477.57999999948,75214.28999999947,76978.76332712796,73129.82516077156,76311.1596816009,77934.8819150786,19,2,2,736.71,False
2023-04-13,75214.28999999947,76565.05499999944,77854.35913885914,73961.64118191619,77720.31485259661,79357.274191944,23,6,6,1350.7650000000006,False
2023-04-14,76565.05499999944,76892.65499999942,79096.63087157736,75141.7993279985,78036.2537694561,79641.09544513057,19,2,4,327.6,False
2023-04-17,76892.65499999942,76892.65499999942,79641.09544513057,75659.04067287405,79209.26066647103,80011.95754890973,17,2,0,0.0,False
2023-04-18,76892.65499999942,77261.00999999941,79373.76577820073,75405.07748929069,78632.529678953,79744.64184363917,17,0,1,368.35500000000025,False
2023-04-19,77261.00999999941,77342.9099999994,79744.64184363917,75757.4097514572,79151.91789758233,80175.46042294565,20,4,1,81.9,False
2023-04-20,77342.9099999994,77670.50999999938,79757.40381469743,75769.53362396256,79283.03149712816,80122.73492917843,22,6,4,327.6,False
2023-04-21,77670.50999999938,77670.50999999938,79503.62383801927,75528.4426461183,78697.6355128917,80594.24608045077,25,4,0,0.0,False
2023-04-24,77670.50999999938,78407.21999999938,80507.04567319136,76481.69338953179,80052.14284493911,81766.07449740876,25,0,2,736.7100000000005,False
2023-04-25,78407.21999999938,78857.47499999937,81730.59521966761,77644.06545868423,81372.40205967656,82488.61326125395,28,5,2,450.2550000000007,False
2023-04-26,78857.47499999937,80572.49999999935,81673.58732321615,77589.90795705534,81056.62019208664,83569.69375498993,26,0,5,1715.0249999999965,False
2023-04-27,80572.49999999935,80818.19999999933,83180.73893988384,79021.70199288965,82919.61320208426,83943.84156678435,25,4,3,245.70000000000002,False
2023-04-28,80818.19999999933,81800.6099999993,83473.61959186649,79299.93861227317,82566.19802569205,86122.94347042493,30,8,5,982.4100000000019,False
2023-05-01,81800.6099999993,83355.92999999928,85796.46935958187,81506.64589160278,85156.78241657601,86127.84790524976,25,0,5,1555.3199999999997,False
2023-05-02,83355.92999999928,85279.99499999921,86089.91598678913,81785.42018744966,86231.4732052592,88941.5512939744,35,16,13,1924.065,False
2023-05-03,85279.99499999921,85812.1499999992,86969.78258103505,82621.29345198329,87029.3916005518,87687.04184767876,27,4,3,532.1550000000002,False
2023-05-04,85812.1499999992,86691.01499999917,87617.60954218096,83236.72906507191,86045.81660699991,88575.33742129026,28,4,6,878.8649999999997,False
2023-05-05,86691.01499999917,86934.56999999912,86691.01499999917,82356.4642499992,86465.50740622365,88859.34521455549,36,14,11,243.55500000000185,False
2023-05-08,86934.56999999912,85764.56999999912,86934.56999999912,82587.84149999917,85733.91926175226,86738.51924423639,27,2,3,-1170.0000000000002,False
2023-05-09,85764.56999999912,85352.92499999912,85909.04531380744,81613.59304811707,85355.86301042972,85962.58386156724,24,0,3,-411.6450000000006,False
2023-05-10,85352.92499999912,85434.82499999911,85928.78006700268,81632.34106365254,85065.02203718878,86056.02730725426,24,3,1,81.9,False
2023-05-11,85434.82499999911,85268.87999999909,85434.82499999911,81163.08374999915,84673.00544768595,85218.70650374341,28,5,6,-165.9450000000004,False
2023-05-12,85268.87999999909,84570.77999999908,85268.87999999909,81005.43599999913,84549.49993046952,85878.15610655682,25,3,3,-698.1000000000001,False
2023-05-15,84570.77999999908,84652.67999999908,85840.91987522168,81548.87388146059,85379.7943590941,86133.04296634998,24,2,1,81.9,False
2023-05-16,84652.67999999908,85021.03499999907,85772.55829018119,81483.93037567212,85351.53099202474,86130.55661002752,23,0,1,368.3550000000001,False
2023-05-17,85021.03499999907,84631.03499999907,85963.5256415873,81665.34935950793,85434.13735376655,86347.04254885073,23,1,1,-390.00000000000006,False
2023-05-18,84631.03499999907,84999.38999999907,86347.04254885073,82029.69042140819,85950.39812755412,86655.70308099057,22,0,1,368.35499999999934,False
2023-05-19,84999.38999999907,86104.45499999906,86482.88381125561,82158.73962069282,85562.59152183309,86361.98360811283,21,0,3,1105.064999999996,False
2023-05-22,86104.45499999906,85324.45499999906,86104.45499999906,81799.2322499991,85860.18401990058,86750.07008078958,20,2,2,-780.0000000000001,False
2023-05-23,85324.45499999906,84934.45499999906,86446.63543323491,82124.30366157317,86128.17142522178,86548.74089142248,20,3,1,-390.00000000000006,False
2023-05-24,84934.45499999906,86487.629999999,86252.0212912589,81939.42022669596,87286.92731321619,89474.58924222173,35,16,13,1553.1750000000013,False
2023-05-25,86487.629999999,88280.45999999899,89474.58924222173,85000.85978011064,89051.29239297537,90567.40529940139,24,1,4,1792.830000000001,False
2023-05-26,88280.45999999899,88890.41999999898,90567.40529940139,86039.03503443132,90201.66119967154,91111.4222942886,21,1,2,609.96,False
2023-05-29,88890.41999999898,88500.41999999898,91073.60569411181,86519.92540940622,90759.78471645509,91310.15552185636,20,1,1,-390.00000000000006,False
2023-05-30,88500.41999999898,88500.41999999898,90759.78471645509,86221.79548063234,90725.49566998718,91457.7754008878,20,1,0,0.0,False
2023-05-31,88500.41999999898,88944.43499999895,90878.37041287092,86334.45189222737,89573.46094133006,91428.46136540463,26,6,8,444.0150000000009,False
2023-06-01,88944.43499999895,88944.43499999895,89845.68740248418,85353.40303235997,89214.43909035293,90582.62969604426,20,2,0,0.0,False
2023-06-02,88944.43499999895,88838.74499999892,89507.16745253705,85031.80907991019,90018.32094116657,91263.02003145285,28,8,9,-105.6900000000008,False
2023-06-05,88838.74499999892,86888.74499999892,90627.262015213,86095.89891445235,88932.38909543172,90698.89319204766,22,3,5,-1950.0000000000002,False
2023-06-06,86888.74499999892,86718.70499999891,88932.38909543172,84485.76964066013,88388.54085739823,89166.29639355662,21,4,4,-170.04000000000005,False
2023-06-07,86718.70499999891,87410.5649999989,88450.0275577702,84027.5261798817,87933.83372545076,88946.84879775466,17,0,3,691.86,False
2023-06-08,87410.5649999989,87860.81999999889,88913.64987796324,84467.96738406508,87876.90825204321,89470.10663896828,20,6,2,450.2549999999968,False
2023-06-09,87860.81999999889,87977.23499999888,89470.10663896828,84996.60130701987,88632.36148973582,89684.20815122641,20,2,4,116.41500000000019,False
2023-06-12,87977.23499999888,87606.73499999885,88679.53643240103,84245.55961078098,88482.5544922493,89579.27731447082,20,4,7,-370.5000000000002,False
2023-06-13,87606.73499999885,87688.63499999885,88565.97111938949,84137.67256342001,88688.82847861286,90001.59149472787,17,4,1,81.9,False
