step,position,leg,symbol,side,volume,entry_time,entry_price,initial_sl,risk_distance,exit_time,exit_price,realized_R,exit_kind,pnl,swap,day_from_start,counted_toward_pass,mfe_r,mae_r
1,1000188,2,USD_JPY,sell,1.0300000000000002,2016-06-16 00:00:00+00:00,105.786,108.16059359653988,2.374594,2016-06-23 12:45:00+00:00,106.02845935965398,-0.1,FINAL,-249.73,0.0,23,False,0.942,0.101
1,1000191,1,AUD_USD,buy,0.04,2016-06-16 13:00:00+00:00,0.7326165,0.7106376806212552,0.021979,2016-06-16 21:00:00+00:00,0.73622,0.16,PARTIAL/TP,14.41,0.0,16,False,,
1,1000191,2,AUD_USD,buy,0.01,2016-06-16 13:00:00+00:00,0.7326165,0.7106376806212552,0.021979,2016-06-17 19:30:00+00:00,0.73984,0.33,PARTIAL/TP,7.22,0.0,17,False,,
1,1000191,3,AUD_USD,buy,0.03,2016-06-16 13:00:00+00:00,0.7326165,0.7106376806212552,0.021979,2016-06-19 21:00:00+00:00,0.74364,0.5,FINAL,33.07,0.0,19,False,0.516,0.185
1,1000194,1,AUD_CHF,sell,0.07,2016-06-16 01:15:00+00:00,0.7133525,0.7224980848219413,0.009146,2016-06-16 06:15:00+00:00,0.707407869865738,0.65,PARTIAL/TP,41.61,0.0,16,False,,
1,1000194,2,AUD_CHF,sell,0.2,2016-06-16 01:15:00+00:00,0.7133525,0.7224980848219413,0.009146,2016-06-16 21:00:00+00:00,0.71038,0.33,FINAL,59.45,0.0,16,False,1.102,0.191
1,1000196,1,NZD_CHF,buy,0.98,2016-06-16 06:30:00+00:00,0.675804,0.6604014383494592,0.015403,2016-06-16 21:00:00+00:00,0.67996,0.27,PARTIAL/TP,407.29,0.0,16,False,,
1,1000196,2,NZD_CHF,buy,0.29,2016-06-16 06:30:00+00:00,0.675804,0.6604014383494592,0.015403,2016-06-17 19:30:00+00:00,0.67822,0.16,PARTIAL/TP,70.06,0.0,17,False,,
1,1000196,3,NZD_CHF,buy,0.34,2016-06-16 06:30:00+00:00,0.675804,0.6604014383494592,0.015403,2016-06-19 21:00:00+00:00,0.68089,0.33,PARTIAL/TP,172.92,0.0,19,False,,
1,1000196,4,NZD_CHF,buy,0.3499999999999999,2016-06-16 06:30:00+00:00,0.675804,0.6604014383494592,0.015403,2016-06-20 21:00:00+00:00,0.6846,0.57,FINAL,307.86,0.0,20,False,0.606,0.12
1,1000201,1,NAS100_USD,buy,32.84,2016-06-16 23:45:00+00:00,4431.4875,4292.362360839906,139.125139,2016-06-19 21:00:00+00:00,4368.6,-0.45,FINAL,-2065.23,0.0,19,False,0.057,0.51
1,1000202,1,EUR_USD,buy,0.5,2016-06-17 13:30:00+00:00,1.12769,1.1087761375578684,0.018914,2016-06-17 19:30:00+00:00,1.12818,0.03,PARTIAL/TP,24.5,0.0,17,False,,
1,1000202,2,EUR_USD,buy,0.59,2016-06-17 13:30:00+00:00,1.12769,1.1087761375578684,0.018914,2016-06-19 21:00:00+00:00,1.13302,0.28,PARTIAL/TP,314.47,0.0,19,False,,
1,1000202,3,EUR_USD,buy,0.29,2016-06-17 13:30:00+00:00,1.12769,1.1087761375578684,0.018914,2016-06-20 21:00:00+00:00,1.13112,0.18,PARTIAL/TP,99.47,0.0,20,False,,
1,1000202,4,EUR_USD,buy,0.3,2016-06-17 13:30:00+00:00,1.12769,1.1087761375578684,0.018914,2016-06-21 21:00:00+00:00,1.1245,-0.17,FINAL,-95.7,0.0,21,False,0.558,0.184
1,1000205,1,USD_CAD,sell,0.46,2016-06-17 12:15:00+00:00,1.2892899999999998,1.3159861471866072,0.026696,2016-06-17 19:30:00+00:00,1.28702,0.09,PARTIAL/TP,104.42,0.0,17,False,,
1,1000205,2,USD_CAD,sell,0.54,2016-06-17 12:15:00+00:00,1.2892899999999998,1.3159861471866072,0.026696,2016-06-19 21:00:00+00:00,1.28458,0.18,PARTIAL/TP,254.34,0.0,19,False,,
1,1000205,3,USD_CAD,sell,0.27,2016-06-17 12:15:00+00:00,1.2892899999999998,1.3159861471866072,0.026696,2016-06-20 21:00:00+00:00,1.28048,0.33,PARTIAL/TP,237.87,0.0,20,False,,
1,1000205,4,USD_CAD,sell,0.14,2016-06-17 12:15:00+00:00,1.2892899999999998,1.3159861471866072,0.026696,2016-06-21 21:00:00+00:00,1.28158,0.29,PARTIAL/TP,107.94,0.0,21,False,,
1,1000205,5,USD_CAD,sell,0.07,2016-06-17 12:15:00+00:00,1.2892899999999998,1.3159861471866072,0.026696,2016-06-22 21:00:00+00:00,1.28303,0.23,PARTIAL/TP,43.82,0.0,22,False,,
1,1000205,6,USD_CAD,sell,0.06,2016-06-17 12:15:00+00:00,1.2892899999999998,1.3159861471866072,0.026696,2016-06-23 09:45:00+00:00,1.272020004328705,0.65,FINAL,103.62,0.0,23,False,0.667,0.032
1,1000207,1,EUR_CAD,sell,0.49,2016-06-17 00:00:00+00:00,1.45506,1.4794297646133205,0.02437,2016-06-17 19:30:00+00:00,1.45201,0.13,PARTIAL/TP,149.45,0.0,17,False,,
1,1000207,2,EUR_CAD,sell,1.1300000000000001,2016-06-17 00:00:00+00:00,1.45506,1.4794297646133205,0.02437,2016-06-19 21:00:00+00:00,1.45554,-0.02,FINAL,-54.24,0.0,19,False,0.363,0.052
1,1000212,1,EUR_CAD,sell,1.41,2016-06-20 09:00:00+00:00,1.4537399999999998,1.479470495712369,0.02573,2016-06-20 21:00:00+00:00,1.44845,0.21,PARTIAL/TP,745.89,0.0,20,False,,
1,1000212,2,EUR_CAD,sell,0.7,2016-06-20 09:00:00+00:00,1.4537399999999998,1.479470495712369,0.02573,2016-06-21 21:00:00+00:00,1.44108,0.49,PARTIAL/TP,886.2,0.0,21,False,,
1,1000212,3,EUR_CAD,sell,0.35,2016-06-20 09:00:00+00:00,1.4537399999999998,1.479470495712369,0.02573,2016-06-22 21:00:00+00:00,1.45204,0.07,PARTIAL/TP,59.5,0.0,22,False,,
1,1000212,4,EUR_CAD,sell,0.36,2016-06-20 09:00:00+00:00,1.4537399999999998,1.479470495712369,0.02573,2016-06-23 21:00:00+00:00,1.45501,-0.05,FINAL,-45.72,0.0,23,False,0.597,0.133
1,1000214,1,GBP_CHF,sell,0.66,2016-06-20 15:45:00+00:00,1.414,1.437096361095691,0.023096,2016-06-20 21:00:00+00:00,1.41016,0.17,PARTIAL/TP,253.44,0.0,20,False,,
1,1000214,2,GBP_CHF,sell,0.33,2016-06-20 15:45:00+00:00,1.414,1.437096361095691,0.023096,2016-06-21 21:00:00+00:00,1.40984,0.18,PARTIAL/TP,137.28,0.0,21,False,,
1,1000214,3,GBP_CHF,sell,0.32,2016-06-20 15:45:00+00:00,1.414,1.437096361095691,0.023096,2016-06-22 21:00:00+00:00,1.41436,-0.02,FINAL,-11.52,0.0,22,False,0.458,0.188
1,1000215,1,GBP_AUD,sell,0.49,2016-06-20 15:45:00+00:00,1.9708,2.013574178944448,0.042774,2016-06-20 21:00:00+00:00,1.96504,0.13,PARTIAL/TP,282.24,0.0,20,False,,
1,1000215,2,GBP_AUD,sell,0.25,2016-06-20 15:45:00+00:00,1.9708,2.013574178944448,0.042774,2016-06-21 21:00:00+00:00,1.96614,0.11,PARTIAL/TP,116.5,0.0,21,False,,
1,1000215,3,GBP_AUD,sell,0.12,2016-06-20 15:45:00+00:00,1.9708,2.013574178944448,0.042774,2016-06-22 21:00:00+00:00,1.96432,0.15,PARTIAL/TP,77.76,0.0,22,False,,
1,1000215,4,GBP_AUD,sell,0.07,2016-06-20 15:45:00+00:00,1.9708,2.013574178944448,0.042774,2016-06-23 21:00:00+00:00,1.96364,0.17,PARTIAL/TP,50.12,0.0,23,False,,
1,1000215,5,GBP_AUD,sell,0.06,2016-06-20 15:45:00+00:00,1.9708,2.013574178944448,0.042774,2016-06-23 21:00:00+00:00,1.96364,0.17,FINAL,42.96,0.0,23,False,0.6,0.071
1,1000217,1,AUD_CHF,buy,2.0,2016-06-20 02:30:00+00:00,0.7139555,0.7003863006738444,0.013569,2016-06-20 21:00:00+00:00,0.71746,0.26,PARTIAL/TP,700.9,0.0,20,False,,
1,1000217,2,AUD_CHF,buy,1.0,2016-06-20 02:30:00+00:00,0.7139555,0.7003863006738444,0.013569,2016-06-21 21:00:00+00:00,0.71706,0.23,PARTIAL/TP,310.45,0.0,21,False,,
1,1000217,3,AUD_CHF,buy,0.5,2016-06-20 02:30:00+00:00,0.7139555,0.7003863006738444,0.013569,2016-06-22 21:00:00+00:00,0.71996,0.44,PARTIAL/TP,300.23,0.0,22,False,,
1,1000217,4,AUD_CHF,buy,0.4900000000000002,2016-06-20 02:30:00+00:00,0.7139555,0.7003863006738444,0.013569,2016-06-23 09:15:00+00:00,0.7226929795620011,0.64,FINAL,428.14,0.0,23,False,0.818,0.087
1,1000221,1,CAD_CHF,sell,4.53,2016-06-20 13:30:00+00:00,0.75116,0.7630892034172061,0.011929,2016-06-20 21:00:00+00:00,0.75113,0.0,FINAL,13.59,0.0,20,False,0.121,0.094
1,1000226,1,GBP_CAD,sell,0.91,2016-06-22 21:00:00+00:00,1.8939935,1.9212952887009493,0.027302,2016-06-23 21:00:00+00:00,1.91033,-0.6,FINAL,-1486.62,0.0,23,False,0.452,0.598
1,1000231,1,GBP_USD,sell,1.73,2016-06-20 01:00:00+00:00,1.44366,1.461112857142857,0.017453,2016-06-20 03:45:00+00:00,1.4611628571428572,-1.0,FINAL,-3027.99,0.0,20,False,0.0,1.069
1,1000234,1,EUR_USD,sell,1.96,2016-06-22 00:00:00+00:00,1.12477,1.141882885068619,0.017113,2016-06-22 21:00:00+00:00,1.13174,-0.41,FINAL,-1366.12,0.0,22,False,0.064,0.527
1,1000236,1,EUR_GBP,buy,2.22,2016-06-22 21:30:00+00:00,0.764334,0.7546584474878004,0.009676,2016-06-23 21:00:00+00:00,0.76163,-0.28,FINAL,-600.29,0.0,23,False,0.665,0.301
1,1000237,1,AUD_CAD,buy,0.65,2016-06-22 00:00:00+00:00,0.95406,0.9385891935268739,0.015471,2016-06-22 21:00:00+00:00,0.9639,0.64,FINAL,639.6,0.0,22,False,0.688,0.035
1,1000242,1,CAD_JPY,sell,0.17,2016-06-23 09:15:00+00:00,82.27035000000001,85.18451377924146,2.914164,2016-06-23 21:00:00+00:00,83.784,-0.52,FINAL,-257.32,0.0,23,False,0.0,0.544
1,1000243,1,CAD_CHF,sell,2.0300000000000002,2016-06-23 10:30:00+00:00,0.75168,0.7631359875756566,0.011456,2016-06-23 21:00:00+00:00,0.75442,-0.24,FINAL,-556.22,0.0,23,False,0.326,0.402
1,1000244,1,CHF_JPY,sell,1.77,2016-06-23 10:30:00+00:00,110.778,112.20935714285714,1.431357,2016-06-23 21:00:00+00:00,111.035,-0.18,FINAL,-454.89,0.0,23,False,0.388,0.495
1,1000247,1,NAS100_USD,sell,32.44,2016-06-23 20:00:00+00:00,4467.9875,4542.760893817808,74.773394,2016-06-23 21:00:00+00:00,4483.4001,-0.21,FINAL,-499.98,0.0,23,False,0.0,0.206
1,1000253,1,EUR_USD,sell,0.63,2016-06-24 00:15:00+00:00,1.133092,1.1457077142857144,0.012616,2016-06-24 01:00:00+00:00,1.1248917857142857,0.65,PARTIAL/TP,516.61,0.0,24,False,,
1,1000253,2,EUR_USD,sell,1.52,2016-06-24 00:15:00+00:00,1.133092,1.1457077142857144,0.012616,2016-06-24 02:30:00+00:00,1.1097529285714283,1.85,PARTIAL/TP,3547.54,0.0,24,False,,
1,1000253,3,EUR_USD,sell,0.38,2016-06-24 00:15:00+00:00,1.133092,1.1457077142857144,0.012616,2016-06-24 03:30:00+00:00,1.0983987857142854,2.75,PARTIAL/TP,1318.34,0.0,24,False,,
1,1000253,4,EUR_USD,sell,3.3306690738754696e-16,2016-06-24 00:15:00+00:00,1.133092,1.1457077142857144,0.012616,2016-06-24 03:45:00+00:00,1.101552714285714,2.5,FINAL,0.0,0.0,24,False,3.323,0.032
1,1000254,1,GBP_USD,sell,0.21,2016-06-24 00:15:00+00:00,1.463738,1.5023434812149243,0.038605,2016-06-24 01:00:00+00:00,1.438644437210299,0.65,PARTIAL/TP,526.96,0.0,24,False,,
1,1000254,2,GBP_USD,sell,0.5,2016-06-24 00:15:00+00:00,1.463738,1.5023434812149243,0.038605,2016-06-24 02:30:00+00:00,1.39231785975239,1.85,PARTIAL/TP,3571.01,0.0,24,False,,
1,1000254,3,GBP_USD,sell,0.12,2016-06-24 00:15:00+00:00,1.463738,1.5023434812149243,0.038605,2016-06-24 03:15:00+00:00,1.357572926658958,2.75,PARTIAL/TP,1273.98,0.0,24,False,,
1,1000254,4,GBP_USD,sell,1.1102230246251565e-16,2016-06-24 00:15:00+00:00,1.463738,1.5023434812149243,0.038605,2016-06-24 03:30:00+00:00,1.367224296962689,2.5,FINAL,0.0,0.0,24,False,3.08,0.0
1,1000256,1,USD_CHF,buy,0.51,2016-06-24 01:00:00+00:00,0.9631925,0.9479836144455897,0.015209,2016-06-24 03:15:00+00:00,0.9729957756103668,0.64,PARTIAL/TP,499.97,0.0,24,False,,
1,1000256,2,USD_CHF,buy,1.51,2016-06-24 01:00:00+00:00,0.9631925,0.9479836144455897,0.015209,2016-07-12 13:00:00+00:00,0.98364,1.34,FINAL,3087.57,0.0,42,False,1.536,0.092
1,1000258,1,AUD_USD,buy,3.1,2016-06-24 02:30:00+00:00,0.741244,0.7309361428571428,0.010308,2016-06-24 03:45:00+00:00,0.7308861428571428,-1.0,FINAL,-3210.94,0.0,24,False,0.0,1.021
1,1000259,1,EUR_GBP,buy,0.35,2016-06-24 00:15:00+00:00,0.774628,0.7588623093134607,0.015766,2016-06-24 01:00:00+00:00,0.7848756989462505,0.65,PARTIAL/TP,358.67,0.0,24,False,,
1,1000259,2,EUR_GBP,buy,0.83,2016-06-24 00:15:00+00:00,0.774628,0.7588623093134607,0.015766,2016-06-24 02:30:00+00:00,0.8037945277700977,1.85,PARTIAL/TP,2420.82,0.0,24,False,,
1,1000259,3,EUR_GBP,buy,0.21,2016-06-24 00:15:00+00:00,0.774628,0.7588623093134607,0.015766,2016-06-24 04:00:00+00:00,0.8179836493879832,2.75,PARTIAL/TP,910.47,0.0,24,False,,
1,1000259,4,EUR_GBP,buy,8.326672684688674e-17,2016-06-24 00:15:00+00:00,0.774628,0.7588623093134607,0.015766,2016-06-24 04:15:00+00:00,0.8140422267163483,2.5,FINAL,0.0,0.0,24,False,3.602,0.012
1,1000260,1,EUR_JPY,sell,0.32,2016-06-24 00:45:00+00:00,119.41239999999999,122.02045393755117,2.608054,2016-06-24 01:00:00+00:00,117.71716494059173,0.65,PARTIAL/TP,542.48,0.0,24,False,,
1,1000260,2,EUR_JPY,sell,0.77,2016-06-24 00:45:00+00:00,119.41239999999999,122.02045393755117,2.608054,2016-06-24 02:30:00+00:00,114.58750021553031,1.85,PARTIAL/TP,3715.17,0.0,24,False,,
1,1000260,3,EUR_JPY,sell,0.19,2016-06-24 00:45:00+00:00,119.41239999999999,122.02045393755117,2.608054,2016-06-24 02:45:00+00:00,112.24025167173426,2.75,PARTIAL/TP,1362.71,0.0,24,False,,
1,1000260,4,EUR_JPY,sell,0.009999999999999953,2016-06-24 00:45:00+00:00,119.41239999999999,122.02045393755117,2.608054,2016-06-24 03:00:00+00:00,112.89226515612205,2.5,FINAL,65.2,0.0,24,False,3.765,0.0
1,1000261,1,EUR_AUD,sell,0.66,2016-06-24 01:30:00+00:00,1.5035395,1.5323073721673286,0.028768,2016-06-24 13:15:00+00:00,1.4848403830912364,0.65,PARTIAL/TP,1234.14,0.0,24,False,,
1,1000261,2,EUR_AUD,sell,1.9699999999999998,2016-06-24 01:30:00+00:00,1.5035395,1.5323073721673286,0.028768,2016-06-27 21:00:00+00:00,1.50374,-0.01,FINAL,-39.5,0.0,27,False,0.805,0.354
1,1000262,1,EUR_CAD,sell,0.7,2016-06-24 00:00:00+00:00,1.45276,1.4801454351843235,0.027385,2016-06-24 02:45:00+00:00,1.4349594671301897,0.65,PARTIAL/TP,1246.04,0.0,24,False,,
1,1000262,2,EUR_CAD,sell,2.08,2016-06-24 00:00:00+00:00,1.45276,1.4801454351843235,0.027385,2016-06-26 21:00:00+00:00,1.43843,0.52,FINAL,2980.64,0.0,26,False,1.005,0.104
1,1000266,1,GBP_CAD,sell,0.19,2016-06-24 00:15:00+00:00,1.8731900000000001,1.9131926205920575,0.040003,2016-06-24 01:00:00+00:00,1.847188296615163,0.65,PARTIAL/TP,494.03,0.0,24,False,,
1,1000266,2,GBP_CAD,sell,0.45,2016-06-24 00:15:00+00:00,1.8731900000000001,1.9131926205920575,0.040003,2016-06-24 02:30:00+00:00,1.799185151904694,1.85,PARTIAL/TP,3330.22,0.0,24,False,,
1,1000266,3,GBP_CAD,sell,0.11,2016-06-24 00:15:00+00:00,1.8731900000000001,1.9131926205920575,0.040003,2016-06-24 03:15:00+00:00,1.7631827933718422,2.75,PARTIAL/TP,1210.08,0.0,24,False,,
1,1000266,4,GBP_CAD,sell,4.163336342344337e-17,2016-06-24 00:15:00+00:00,1.8731900000000001,1.9131926205920575,0.040003,2016-06-24 03:30:00+00:00,1.7731834485198568,2.5,FINAL,0.0,0.0,24,False,3.07,0.055
1,1000268,1,AUD_CHF,buy,0.43,2016-06-24 01:00:00+00:00,0.7209125,0.705366703702418,0.015546,2016-06-24 19:30:00+00:00,0.72394,0.19,PARTIAL/TP,130.18,0.0,24,False,,
1,1000268,2,AUD_CHF,buy,0.51,2016-06-24 01:00:00+00:00,0.7209125,0.705366703702418,0.015546,2016-06-26 21:00:00+00:00,0.72288,0.13,PARTIAL/TP,100.34,0.0,26,False,,
1,1000268,3,AUD_CHF,buy,0.51,2016-06-24 01:00:00+00:00,0.7209125,0.705366703702418,0.015546,2016-06-27 21:00:00+00:00,0.71744,-0.22,FINAL,-177.1,0.0,27,False,0.619,0.669
1,1000269,1,NZD_CHF,buy,0.39,2016-06-24 02:30:00+00:00,0.6864685,0.6720050735374815,0.014463,2016-06-24 12:45:00+00:00,0.6958697272006371,0.65,PARTIAL/TP,366.65,0.0,24,False,,
1,1000269,2,NZD_CHF,buy,1.17,2016-06-24 02:30:00+00:00,0.6864685,0.6720050735374815,0.014463,2016-06-26 21:00:00+00:00,0.68909,0.18,FINAL,306.72,0.0,26,False,0.811,0.605
1,1000274,1,AUD_USD,sell,0.8,2016-06-27 00:00:00+00:00,0.74244,0.7689956857389095,0.026556,2016-06-27 21:00:00+00:00,0.73333,0.34,PARTIAL/TP,728.8,0.0,27,False,,
1,1000274,2,AUD_USD,sell,0.4,2016-06-27 00:00:00+00:00,0.74244,0.7689956857389095,0.026556,2016-06-28 21:00:00+00:00,0.73857,0.15,PARTIAL/TP,154.8,0.0,28,False,,
1,1000274,3,AUD_USD,sell,0.39,2016-06-27 00:00:00+00:00,0.74244,0.7689956857389095,0.026556,2016-06-29 21:00:00+00:00,0.74544,-0.11,FINAL,-117.0,0.0,29,False,0.375,0.127
1,1000275,1,NZD_USD,buy,4.05,2016-06-27 17:30:00+00:00,0.69964,0.6889628571428572,0.010677,2016-06-27 21:00:00+00:00,0.69947,-0.02,FINAL,-68.85,0.0,27,False,0.199,0.15
1,1000277,1,NZD_CHF,buy,3.3200000000000003,2016-06-27 17:30:00+00:00,0.68462,0.6719314968562329,0.012689,2016-06-27 21:00:00+00:00,0.68432,-0.02,FINAL,-99.6,0.0,27,False,0.172,0.156
1,1000278,1,NZD_CAD,buy,2.35,2016-06-27 20:45:00+00:00,0.91451,0.9025376794295984,0.011972,2016-06-27 21:00:00+00:00,0.91454,0.0,PARTIAL/TP,7.05,0.0,27,False,,
1,1000278,2,NZD_CAD,buy,1.18,2016-06-27 20:45:00+00:00,0.91451,0.9025376794295984,0.011972,2016-06-28 12:45:00+00:00,0.9222920083707611,0.65,PARTIAL/TP,918.28,0.0,28,False,,
1,1000278,3,NZD_CAD,buy,1.18,2016-06-27 20:45:00+00:00,0.91451,0.9025376794295984,0.011972,2016-06-30 21:00:00+00:00,0.92224,0.65,FINAL,912.14,0.0,30,False,1.088,0.064
1,1000291,1,GBP_USD,sell,0.24,2016-06-28 07:30:00+00:00,1.33442,1.5139707074502948,0.179551,2016-06-28 21:00:00+00:00,1.3346,-0.0,FINAL,-4.32,0.0,28,False,0.039,0.042
1,1000292,1,NZD_USD,buy,0.14,2016-06-28 01:45:00+00:00,0.70485,0.6913119957372745,0.013538,2016-06-28 21:00:00+00:00,0.70472,-0.01,FINAL,-1.82,0.0,28,False,0.272,0.215
1,1000294,1,EUR_AUD,sell,1.82,2016-06-28 15:45:00+00:00,1.5035395,1.5324483719197883,0.028909,2016-06-28 21:00:00+00:00,1.49832,0.18,PARTIAL/TP,949.95,0.0,28,False,,
1,1000294,2,EUR_AUD,sell,0.91,2016-06-28 15:45:00+00:00,1.5035395,1.5324483719197883,0.028909,2016-06-29 21:00:00+00:00,1.4917,0.41,PARTIAL/TP,1077.39,0.0,29,False,,
1,1000294,3,EUR_AUD,sell,0.46,2016-06-28 15:45:00+00:00,1.5035395,1.5324483719197883,0.028909,2016-06-30 21:00:00+00:00,1.49208,0.4,PARTIAL/TP,527.14,0.0,30,False,,
1,1000294,4,EUR_AUD,sell,0.4599999999999998,2016-06-28 15:45:00+00:00,1.5035395,1.5324483719197883,0.028909,2016-07-01 08:30:00+00:00,1.4847487332521376,0.65,FINAL,864.38,0.0,31,False,0.697,0.024
1,1000296,1,AUD_CHF,buy,1.27,2016-06-28 01:15:00+00:00,0.7209625,0.7052974894168809,0.015665,2016-06-28 21:00:00+00:00,0.72492,0.25,PARTIAL/TP,502.6,0.0,28,False,,
1,1000296,2,AUD_CHF,buy,1.27,2016-06-28 01:15:00+00:00,0.7209625,0.7052974894168809,0.015665,2016-06-29 21:00:00+00:00,0.73038,0.6,FINAL,1196.02,0.0,29,False,0.62,0.027
1,1000301,1,GBP_USD,sell,1.24,2016-06-29 11:00:00+00:00,1.34256,1.3779407142857143,0.035381,2016-06-29 21:00:00+00:00,1.34313,-0.02,FINAL,-70.68,0.0,29,False,0.031,0.305
1,1000303,1,EUR_GBP,buy,1.09,2016-06-29 12:45:00+00:00,0.822664,0.807569,0.015095,2016-06-29 21:00:00+00:00,0.82776,0.34,PARTIAL/TP,555.46,0.0,29,False,,
1,1000303,2,EUR_GBP,buy,0.55,2016-06-29 12:45:00+00:00,0.822664,0.807569,0.015095,2016-06-30 15:00:00+00:00,0.83247575,0.65,PARTIAL/TP,539.65,0.0,30,False,,
1,1000303,3,EUR_GBP,buy,0.54,2016-06-29 12:45:00+00:00,0.822664,0.807569,0.015095,2016-07-05 12:30:00+00:00,0.8505897499999999,1.85,FINAL,1507.99,0.0,35,False,1.86,0.135
1,1000304,1,EUR_CHF,buy,0.17,2016-06-29 01:15:00+00:00,1.083988,1.0588203448043423,0.025168,2016-06-29 21:00:00+00:00,1.0894,0.22,PARTIAL/TP,92.0,0.0,29,False,,
1,1000304,2,EUR_CHF,buy,0.16,2016-06-29 01:15:00+00:00,1.083988,1.0588203448043423,0.025168,2016-06-30 21:00:00+00:00,1.08365,-0.01,FINAL,-5.41,0.0,30,False,0.236,0.158
1,1000308,1,CAD_CHF,buy,2.36,2016-06-29 20:45:00+00:00,0.75749,0.7391898870023255,0.0183,2016-06-29 21:00:00+00:00,0.75724,-0.01,FINAL,-59.0,0.0,29,False,0.002,0.024
1,1000310,1,GBP_USD,sell,0.39,2016-06-30 15:00:00+00:00,1.3310499999999998,1.3664664285714285,0.035416,2016-06-30 21:00:00+00:00,1.33101,0.0,FINAL,1.56,0.0,30,False,0.295,0.087
1,1000311,1,AUD_USD,buy,1.74,2016-06-30 07:00:00+00:00,0.741244,0.7283967720231835,0.012847,2016-06-30 21:00:00+00:00,0.74444,0.25,PARTIAL/TP,556.1,0.0,30,False,,
1,1000311,2,AUD_USD,buy,0.87,2016-06-30 07:00:00+00:00,0.741244,0.7283967720231835,0.012847,2016-07-01 13:30:00+00:00,0.7495946981849307,0.65,PARTIAL/TP,726.51,0.0,31,False,,
1,1000311,3,AUD_USD,buy,0.8600000000000002,2016-06-30 07:00:00+00:00,0.741244,0.7283967720231835,0.012847,2016-07-03 21:00:00+00:00,0.74534,0.32,FINAL,352.26,0.0,33,False,0.703,0.318
1,1000316,1,CAD_CHF,buy,0.08,2016-06-30 07:15:00+00:00,0.75521,0.7348404045562708,0.02037,2016-06-30 21:00:00+00:00,0.7544,-0.04,FINAL,-6.48,0.0,30,False,0.058,0.306
1,1000317,1,NAS100_USD,buy,0.15,2016-06-30 16:15:00+00:00,4399.4,4145.605586328174,253.794414,2016-06-30 21:00:00+00:00,4408.4,0.04,PARTIAL/TP,1.35,0.0,30,False,,
1,1000317,2,NAS100_USD,buy,0.08,2016-06-30 16:15:00+00:00,4399.4,4145.605586328174,253.794414,2016-07-03 21:00:00+00:00,4441.3,0.17,PARTIAL/TP,3.35,0.0,33,False,,
1,1000317,3,NAS100_USD,buy,0.04,2016-06-30 16:15:00+00:00,4399.4,4145.605586328174,253.794414,2016-07-04 21:00:00+00:00,4446.8,0.19,PARTIAL/TP,1.9,0.0,34,False,,
1,1000317,4,NAS100_USD,buy,0.02,2016-06-30 16:15:00+00:00,4399.4,4145.605586328174,253.794414,2016-07-05 21:00:00+00:00,4414.7,0.06,PARTIAL/TP,0.31,0.0,35,False,,
1,1000317,5,NAS100_USD,buy,0.01,2016-06-30 16:15:00+00:00,4399.4,4145.605586328174,253.794414,2016-07-06 21:00:00+00:00,4442.0,0.17,PARTIAL/TP,0.43,0.0,36,False,,
1,1000317,6,NAS100_USD,buy,0.01,2016-06-30 16:15:00+00:00,4399.4,4145.605586328174,253.794414,2016-07-07 21:00:00+00:00,4458.4,0.23,FINAL,0.59,0.0,37,False,0.267,0.106
1,1000324,1,CAD_CHF,buy,0.7,2016-07-01 00:00:00+00:00,0.75375,0.73491466137368,0.018835,2016-07-01 19:30:00+00:00,0.7546,0.05,PARTIAL/TP,59.5,0.0,31,False,,
1,1000324,2,CAD_CHF,buy,0.82,2016-07-01 00:00:00+00:00,0.75375,0.73491466137368,0.018835,2016-07-03 21:00:00+00:00,0.75417,0.02,PARTIAL/TP,34.44,0.0,33,False,,
1,1000324,3,CAD_CHF,buy,0.41,2016-07-01 00:00:00+00:00,0.75375,0.73491466137368,0.018835,2016-07-04 21:00:00+00:00,0.7556,0.1,PARTIAL/TP,75.85,0.0,34,False,,
1,1000324,4,CAD_CHF,buy,0.4000000000000002,2016-07-01 00:00:00+00:00,0.75375,0.73491466137368,0.018835,2016-07-05 21:00:00+00:00,0.75276,-0.05,FINAL,-39.6,0.0,35,False,0.215,0.247
1,1000328,1,USD_CAD,buy,2.93,2016-07-04 01:45:00+00:00,1.2889085,1.2688156312506542,0.020093,2016-07-04 21:00:00+00:00,1.28496,-0.2,FINAL,-1156.91,0.0,34,False,0.054,0.286
1,1000349,1,USD_CAD,buy,1.45,2016-07-05 01:30:00+00:00,1.2889585000000001,1.2686438004470362,0.020315,2016-07-05 21:00:00+00:00,1.2983,0.46,PARTIAL/TP,1354.52,0.0,35,False,,
1,1000349,2,USD_CAD,buy,0.72,2016-07-05 01:30:00+00:00,1.2889585000000001,1.2686438004470362,0.020315,2016-07-06 00:15:00+00:00,1.3020805547094265,0.65,PARTIAL/TP,944.79,0.0,36,False,,
1,1000349,3,USD_CAD,buy,0.7200000000000002,2016-07-05 01:30:00+00:00,1.2889585000000001,1.2686438004470362,0.020315,2016-07-06 21:00:00+00:00,1.29646,0.37,FINAL,540.11,0.0,36,False,0.822,0.208
1,1000356,1,AUD_CAD,buy,1.12,2016-07-06 00:00:00+00:00,0.96738,0.9532524499865755,0.014128,2016-07-06 14:45:00+00:00,0.9765629075087259,0.65,PARTIAL/TP,1028.49,0.0,36,False,,
