ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,partial,mfe_r,mae_r
1000008_partial_1530781200,EUR_CHF,buy,1.19,1.1565,1.1608750197237028,2018-07-02 00:00:00+00:00,2018-07-05 09:00:00+00:00,520.62734712062,0.0,1.1477499605525947,0,True,,
1000001,GBP_USD,sell,0.54,1.3143699999999998,1.32686,2018-07-02 08:00:00+00:00,2018-07-06 19:30:00+00:00,-674.4600000000061,0.0,1.3334260588457052,0,,0.256,0.716
1000009_partial_1530905400,GBP_JPY,sell,0.2,145.739,146.532,2018-07-02 06:15:00+00:00,2018-07-06 19:30:00+00:00,-158.60000000000127,0.0,147.5863956153162,0,True,,
1000004_partial_1530905400,USD_CAD,buy,0.35,1.31901,1.31058,2018-07-02 12:30:00+00:00,2018-07-06 19:30:00+00:00,-295.0499999999978,0.0,1.2930668719735672,0,True,,
1000009,GBP_JPY,sell,0.47000000000000003,145.739,147.5913956153162,2018-07-02 06:15:00+00:00,2018-07-09 13:00:00+00:00,-870.6259391986129,0.0,147.5863956153162,0,,0.297,1.002
1000023_partial_1531151100,GBP_AUD,sell,0.15,1.7805965,1.7701875375660898,2018-07-09 13:30:00+00:00,2018-07-09 15:45:00+00:00,156.13443650865142,0.0,1.8015644248678204,0,True,,
1000008_partial_1531154700,EUR_CHF,buy,0.93,1.1565,1.1652500394474055,2018-07-02 00:00:00+00:00,2018-07-09 16:45:00+00:00,813.7536686087002,0.0,1.158250007889481,0,True,,
1000023,GBP_AUD,sell,0.18000000000000002,1.7805965,1.776512915026436,2018-07-09 13:30:00+00:00,2018-07-09 17:30:00+00:00,73.50452952414966,0.0,1.776462915026436,0,,0.661,0.134
1000022_partial_1531159200,GBP_CHF,buy,0.1,1.3101194999999999,1.3142791305099102,2018-07-09 15:45:00+00:00,2018-07-09 18:00:00+00:00,41.59630509910306,0.0,1.3018002389801793,0,True,,
1000016_partial_1531208700,GBP_USD,buy,0.05,1.318994,1.3272398316317218,2018-07-09 15:45:00+00:00,2018-07-10 07:45:00+00:00,41.22915815860884,0.0,1.3025023367365562,0,True,,
1000022_partial_1531224000,GBP_CHF,buy,0.08,1.3101194999999999,1.3184387610198205,2018-07-09 15:45:00+00:00,2018-07-10 12:00:00+00:00,66.5540881585649,0.0,1.311783352203964,0,True,,
1000019,AUD_USD,sell,0.01,0.74658,0.7391626579551733,2018-07-09 05:45:00+00:00,2018-07-11 09:15:00+00:00,7.417342044826691,0.0,0.7614146840896533,0,,0.549,0.121
1000022,GBP_CHF,buy,0.05,1.3101194999999999,1.31422913050991,2018-07-09 15:45:00+00:00,2018-07-11 13:15:00+00:00,20.548152549551006,0.0,1.3142791305099102,0,,1.253,0.139
1000025_partial_1531318500,AUD_CAD,sell,0.08,0.976688,0.9696270228593727,2018-07-09 06:00:00+00:00,2018-07-11 14:15:00+00:00,56.48781712501805,0.0,0.9908099542812545,0,True,,
1000016,GBP_USD,buy,0.06999999999999999,1.318994,1.3222423326526886,2018-07-09 15:45:00+00:00,2018-07-11 16:45:00+00:00,22.738328568820517,0.0,1.3222923326526888,0,,0.679,0.0
1000035_partial_1531327500,USD_JPY,buy,0.13,111.09665,111.81876855351625,2018-07-11 02:30:00+00:00,2018-07-11 16:45:00+00:00,93.87541195711293,0.0,109.6374128929675,0,True,,
1000025,AUD_CAD,sell,0.09999999999999999,0.976688,0.9739136091437491,2018-07-09 06:00:00+00:00,2018-07-12 01:45:00+00:00,27.74390856250863,0.0,0.9738636091437491,0,,0.601,0.329
1000035_partial_1531391400,USD_JPY,buy,0.1,111.09665,112.5458871070325,2018-07-11 02:30:00+00:00,2018-07-12 10:30:00+00:00,144.9237107032502,0.0,111.3824974214065,0,True,,
1000018_partial_1531392300,USD_CHF,buy,0.06,0.99142,0.9983766257860984,2018-07-09 15:15:00+00:00,2018-07-12 10:45:00+00:00,41.739754716590745,0.0,0.977356748427803,0,True,,
1000046,GBP_CHF,buy,0.01,1.31519,1.3219001922304203,2018-07-12 00:00:00+00:00,2018-07-12 13:00:00+00:00,6.710192230420241,0.0,1.3017696155391596,0,,0.536,0.113
1000008,EUR_CHF,buy,0.5299999999999999,1.1565,1.1696250591711082,2018-07-02 00:00:00+00:00,2018-07-12 13:45:00+00:00,695.6281360687274,0.0,1.1608750197237028,0,,1.552,0.341
1000018_partial_1531477800,USD_CHF,buy,0.05,0.99142,1.005383251572197,2018-07-09 15:15:00+00:00,2018-07-13 10:30:00+00:00,69.8162578609851,0.0,0.9941726503144394,0,True,,
1000004_partial_1531510200,USD_CAD,buy,0.25,1.31901,1.31586,2018-07-02 12:30:00+00:00,2018-07-13 19:30:00+00:00,-78.74999999999966,0.0,1.2930668719735672,0,True,,
1000026_partial_1531510200,NZD_CHF,sell,0.04,0.67766,0.67786,2018-07-09 14:00:00+00:00,2018-07-13 19:30:00+00:00,-0.7999999999999119,0.0,0.6936099056851063,0,True,,
1000034_partial_1531510200,EUR_USD,buy,0.05,1.16743,1.16789,2018-07-11 17:15:00+00:00,2018-07-13 19:30:00+00:00,2.300000000000635,0.0,1.152288035574361,0,True,,
1000041_partial_1531510200,GBP_USD,buy,0.06,1.32079,1.32272,2018-07-12 00:00:00+00:00,2018-07-13 19:30:00+00:00,11.579999999999924,0.0,1.3027621970882703,0,True,,
1000053_partial_1531510200,GBP_AUD,sell,0.11,1.78217,1.78392,2018-07-13 13:30:00+00:00,2018-07-13 19:30:00+00:00,-19.2499999999991,0.0,1.7997663999023796,0,True,,
1000018,USD_CHF,buy,0.030000000000000013,0.99142,0.9983266257860984,2018-07-09 15:15:00+00:00,2018-07-16 11:00:00+00:00,20.7198773582954,0.0,0.9983766257860984,0,,1.092,0.06
1000041,GBP_USD,buy,0.15,1.32079,1.3027121970882702,2018-07-12 00:00:00+00:00,2018-07-18 08:15:00+00:00,-271.167043675945,0.0,1.3027621970882703,0,,0.473,1.012
1000053_partial_1531901700,GBP_AUD,sell,0.16,1.78217,1.7733718000488103,2018-07-13 13:30:00+00:00,2018-07-18 08:15:00+00:00,140.77119921903503,0.0,1.7997663999023796,0,True,,
1000069,GBP_CHF,buy,0.33,1.3156305,1.3016335715720766,2018-07-17 10:30:00+00:00,2018-07-18 12:15:00+00:00,-461.89863812146984,0.0,1.3016835715720767,0,,0.151,1.023
1000062_partial_1531916100,AUD_CHF,sell,0.27,0.74332,0.7352556782114432,2018-07-16 00:00:00+00:00,2018-07-18 12:15:00+00:00,217.73668829103255,0.0,0.7594486435771135,0,True,,
1000053,GBP_AUD,sell,0.08000000000000004,1.78217,1.7645736000976204,2018-07-13 13:30:00+00:00,2018-07-18 17:15:00+00:00,140.77119921903687,0.0,1.778650720019524,0,,1.053,0.328
1000062,AUD_CHF,sell,0.31999999999999995,0.74332,0.7401442712845773,2018-07-16 00:00:00+00:00,2018-07-19 01:30:00+00:00,101.62331889352669,0.0,0.7400942712845773,0,,0.538,0.092
1000035,USD_JPY,buy,0.05999999999999997,111.09665,111.81376855351625,2018-07-11 02:30:00+00:00,2018-07-20 12:45:00+00:00,43.02711321097545,0.0,111.81876855351625,0,,1.426,0.098
1000004_partial_1532115000,USD_CAD,buy,0.17,1.31901,1.31301,2018-07-02 12:30:00+00:00,2018-07-20 19:30:00+00:00,-102.00000000000009,0.0,1.2930668719735672,0,True,,
1000026_partial_1532115000,NZD_CHF,sell,0.02,0.67766,0.67579,2018-07-09 14:00:00+00:00,2018-07-20 19:30:00+00:00,3.7400000000000766,0.0,0.6936099056851063,0,True,,
1000034_partial_1532115000,EUR_USD,buy,0.04,1.16743,1.17258,2018-07-11 17:15:00+00:00,2018-07-20 19:30:00+00:00,20.59999999999995,0.0,1.152288035574361,0,True,,
1000071_partial_1532115000,AUD_CAD,sell,0.13,0.97699,0.97498,2018-07-16 01:00:00+00:00,2018-07-20 19:30:00+00:00,26.130000000000877,0.0,0.9907259304515543,0,True,,
1000070_partial_1532115000,AUD_CHF,buy,0.13,0.7369425,0.73676,2018-07-17 10:15:00+00:00,2018-07-20 19:30:00+00:00,-2.3724999999996665,0.0,0.7261456915323392,0,True,,
1000068_partial_1532115000,GBP_JPY,buy,0.07,147.31865,146.492,2018-07-18 08:15:00+00:00,2018-07-20 19:30:00+00:00,-57.86550000000006,0.0,145.15520597192574,0,True,,
1000067_partial_1532115000,EUR_CHF,buy,0.12,1.162372,1.16326,2018-07-18 10:15:00+00:00,2018-07-20 19:30:00+00:00,10.655999999999997,0.0,1.1505577174255999,0,True,,
