ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,partial,mfe_r,mae_r
1000012_partial_1546441200,NZD_CAD,sell,1.89,0.9126320000000001,0.9077387857142858,2019-01-02 02:15:00+00:00,2019-01-02 15:00:00+00:00,924.8175000000064,0.0,0.9206677142857144,0,True,,
1000008_partial_1546465500,GBP_JPY,sell,0.33,139.708,137.3558533509345,2019-01-02 00:00:00+00:00,2019-01-02 21:45:00+00:00,776.208394191616,0.0,143.32668715240848,0,True,,
1000000,EUR_USD,sell,2.68,1.1343500000000002,1.1343,2019-01-02 15:30:00+00:00,2019-01-02 22:00:00+00:00,13.400000000028278,0.0,1.1506831475327202,0,,0.113,0.113
1000006,EUR_JPY,sell,1.04,125.624,123.493,2019-01-02 00:00:00+00:00,2019-01-02 22:00:00+00:00,2216.2400000000002,0.0,128.88666696550294,0,,0.664,0.016
1000008,GBP_JPY,sell,0.99,139.708,137.176,2019-01-02 00:00:00+00:00,2019-01-02 22:00:00+00:00,2506.6800000000108,0.0,140.06986871524086,0,,0.705,0.035
1000012,NZD_CAD,sell,5.680000000000001,0.9126320000000001,0.90376,2019-01-02 02:15:00+00:00,2019-01-02 22:00:00+00:00,5039.2960000000585,0.0,0.9136155714285715,0,,1.131,0.255
1000001,GBP_USD,sell,3.14,1.2675975000000002,1.2603,2019-01-02 10:45:00+00:00,2019-01-02 22:00:00+00:00,2291.4150000000564,0.0,1.281581719305963,0,,0.678,0.0
1000010_partial_1546466400,AUD_CAD,sell,3.85,0.953685,0.94859,2019-01-02 13:15:00+00:00,2019-01-02 22:00:00+00:00,1961.5749999999848,0.0,0.9654508500900607,0,True,,
1000010_partial_1546468200,AUD_CAD,sell,1.28,0.953685,0.9463671974414605,2019-01-02 13:15:00+00:00,2019-01-02 22:30:00+00:00,936.67872749306,0.0,0.9654508500900607,0,True,,
1000010,AUD_CAD,sell,0.009999999999999565,0.953685,0.9324881773333876,2019-01-02 13:15:00+00:00,2019-01-02 22:45:00+00:00,21.196822666611457,0.0,0.955041585009006,0,,3.739,0.062
