ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,mfe_r,mae_r,partial
1000019,AUD_NZD,sell,14.89,1.0412955000000002,1.04314,2020-01-02 01:00:00+00:00,2020-01-02 22:00:00+00:00,-2746.460499999709,0.0,1.0458323847845856,0,0.014,0.803,
1000007,EUR_JPY,buy,3.11,121.82845,121.298,2020-01-02 04:45:00+00:00,2020-01-02 22:00:00+00:00,-1649.6995000000056,0.0,120.75525454780379,0,0.178,0.787,
1000013,GBP_AUD,buy,2.29,1.87981,1.87981,2020-01-02 14:45:00+00:00,2020-01-02 22:00:00+00:00,0.0,0.0,1.86062,0,0.331,0.05,
1000016,AUD_JPY,buy,4.14,75.7594,75.888,2020-01-02 15:30:00+00:00,2020-01-02 22:00:00+00:00,532.4040000000241,0.0,74.59707143912368,0,0.151,0.073,
1000018,AUD_CAD,buy,4.63,0.90777,0.90775,2020-01-02 16:15:00+00:00,2020-01-02 22:00:00+00:00,-9.26000000000926,0.0,0.8963357297781644,0,0.018,0.118,
1000010_partial_1578002400,EUR_CAD,sell,3.24,1.454583,1.45058,2020-01-02 08:00:00+00:00,2020-01-02 22:00:00+00:00,1296.9719999999934,0.0,1.4678622372760441,0,,,True
1000010,EUR_CAD,sell,1.08,1.454583,1.4462814957705712,2020-01-02 08:00:00+00:00,2020-01-03 07:45:00+00:00,896.562456778307,0.0,1.4678622372760441,0,0.651,0.09,
1000037_partial_1578042000,AUD_JPY,sell,1.16,75.69215,75.05788883289966,2020-01-03 00:45:00+00:00,2020-01-03 09:00:00+00:00,735.7429538363874,0.0,76.73139794938514,0,,,True
1000034_partial_1578079800,GBP_AUD,buy,0.64,1.8831,1.8804,2020-01-03 00:00:00+00:00,2020-01-03 19:30:00+00:00,-172.7999999999952,0.0,1.8630695927220733,0,,,True
1000038_partial_1578079800,AUD_CHF,buy,1.64,0.677254,0.67626,2020-01-03 01:45:00+00:00,2020-01-03 19:30:00+00:00,-163.01600000000826,0.0,0.6693690442123277,0,,,True
1000027_partial_1578079800,EUR_GBP,sell,0.7,0.8505685,0.85362,2020-01-03 02:15:00+00:00,2020-01-03 19:30:00+00:00,-213.6050000000067,0.0,0.8604172144981818,0,,,True
1000026_partial_1578079800,NZD_USD,buy,1.33,0.66652,0.6668,2020-01-03 05:15:00+00:00,2020-01-03 19:30:00+00:00,37.239999999992946,0.0,0.6566806340629905,0,,,True
1000025_partial_1578079800,AUD_USD,buy,1.11,0.69492,0.69546,2020-01-03 09:00:00+00:00,2020-01-03 19:30:00+00:00,59.939999999998335,0.0,0.6831416926885361,0,,,True
1000020_partial_1578079800,EUR_USD,buy,0.98,1.1145185,1.11627,2020-01-03 09:15:00+00:00,2020-01-03 19:30:00+00:00,171.64700000001253,0.0,1.105265689705388,0,,,True
1000034,GBP_AUD,buy,1.4899999999999998,1.8831,1.88271,2020-01-03 00:00:00+00:00,2020-01-05 22:00:00+00:00,-58.109999999983664,0.0,1.8630695927220733,0,0.172,0.252,
1000038,AUD_CHF,buy,3.8200000000000003,0.677254,0.67405,2020-01-03 01:45:00+00:00,2020-01-05 22:00:00+00:00,-1223.9279999999942,0.0,0.6693690442123277,0,0.0,0.448,
1000027,EUR_GBP,sell,1.6500000000000001,0.8505685,0.85386,2020-01-03 02:15:00+00:00,2020-01-05 22:00:00+00:00,-543.0975000000004,0.0,0.8604172144981818,0,0.025,0.381,
