ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,partial,mfe_r,mae_r
1000000_partial_1641222000,EUR_USD,sell,1.57,1.134956,1.1305877500000001,2022-01-03 01:30:00+00:00,2022-01-03 15:00:00+00:00,685.8152499999941,0.0,1.141981,0,True,,
1000009,EUR_CHF,sell,5.49,1.0379,1.0376,2022-01-03 13:15:00+00:00,2022-01-03 22:00:00+00:00,164.69999999998186,0.0,1.0453404829584227,0,,0.129,0.169
1000010,EUR_AUD,sell,3.06,1.57072,1.57082,2022-01-03 13:45:00+00:00,2022-01-03 22:00:00+00:00,-30.600000000064576,0.0,1.5908764384299496,0,,0.168,0.115
1000012,EUR_NZD,buy,3.15,1.6690145,1.66527,2022-01-03 14:00:00+00:00,2022-01-03 22:00:00+00:00,-1179.5175000000122,0.0,1.6482200400108789,0,,0.005,0.372
1000006,NZD_USD,buy,3.93,0.67864,0.67831,2022-01-03 14:30:00+00:00,2022-01-03 22:00:00+00:00,-129.6900000000206,0.0,0.667459047609254,0,,0.091,0.104
1000016,GBP_CAD,buy,2.57,1.71846,1.71882,2022-01-03 14:30:00+00:00,2022-01-03 22:00:00+00:00,92.5199999999784,0.0,1.69655992892973,0,,0.062,0.195
1000005,AUD_USD,buy,3.96,0.71916,0.71914,2022-01-03 15:00:00+00:00,2022-01-03 22:00:00+00:00,-7.920000000007921,0.0,0.708054121948522,0,,0.085,0.067
1000003,USD_CHF,sell,5.17,0.91878,0.91881,2022-01-03 15:15:00+00:00,2022-01-03 22:00:00+00:00,-15.509999999986812,0.0,0.9265692903187313,0,,0.113,0.159
1000004,USD_CAD,sell,2.64,1.2776695000000002,1.27558,2022-01-03 15:45:00+00:00,2022-01-03 22:00:00+00:00,551.628000000079,0.0,1.2986793437800817,0,,0.156,0.0
1000000,EUR_USD,sell,4.7299999999999995,1.134956,1.12957,2022-01-03 01:30:00+00:00,2022-01-03 22:00:00+00:00,2547.578000000053,0.0,1.1357665,0,,0.993,0.24
1000015,GBP_AUD,buy,2.92,1.862907,1.87421,2022-01-03 01:45:00+00:00,2022-01-03 22:00:00+00:00,3300.4759999999533,0.0,1.8419466237899995,0,,0.619,0.123
1000026,NZD_USD,buy,3.91,0.67918,0.68058,2022-01-04 00:00:00+00:00,2022-01-04 22:00:00+00:00,547.3999999999832,0.0,0.667440544208593,0,,0.278,0.228
1000036,GBP_CAD,buy,3.0700000000000003,1.7153175,1.71964,2022-01-04 04:45:00+00:00,2022-01-04 22:00:00+00:00,1327.0075000000022,0.0,1.6966320768633207,0,,0.373,0.098
1000023,USD_CHF,sell,3.9,0.91611,0.9163,2022-01-04 14:45:00+00:00,2022-01-04 22:00:00+00:00,-74.10000000000916,0.0,0.9265696981531076,0,,0.232,0.087
