date,day_start_equity,day_end_equity,day_low_equity,day_high_equity,realized_pnl,floating_pnl,max_ddd_pct,tdd_pct,ddd_halt_triggered
2023-01-01,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0,False
2023-01-02,20000.0,20115.31838243753,20000.0,20000.0,205.1999999999971,-89.881617562467,0.0,0,False
2023-01-03,20115.31838243753,20297.351539987347,20054.650779661897,20392.534065552052,256.0724362327601,-74.0392786829434,0.3015990183312297,0,False
2023-01-04,20297.351539987347,20108.928285529895,19906.70634979824,20297.351539987347,-67.01550117751685,-121.4077532799347,1.924611639205755,0,False
2023-01-05,20108.928285529895,20196.621505465482,20094.911772933072,20304.931811599046,171.15209943076115,-83.45887949517419,0.06970293194048234,0,False
2023-01-06,20196.621505465482,20189.67408668169,20052.95263323303,20369.221248717105,159.50285350803097,-166.45027229182233,0.7113510157803963,0,False
2023-01-07,20189.67408668169,20188.63988783996,20189.67408668169,20189.67408668169,166.45027229182233,-167.4844711335536,0.0,0,False
2023-01-08,20188.63988783996,20117.369751875605,20188.63988783996,20188.63988783996,167.4844711335536,-238.75460709790786,0.0,0,False
2023-01-09,20117.369751875605,20291.26850028817,19966.535981631867,20339.3784877305,204.28279400053725,-30.38404558797265,0.7497688420707965,0,False
2023-01-10,20291.26850028817,20479.009045578867,20256.757969136335,20453.19403441178,154.14262640102243,33.597918889674474,0.17007577003549323,0,False
2023-01-11,20479.009045578867,20827.034692029196,20464.641640543214,20780.61321432519,301.6041687463221,46.421477704006975,0.07015673953596299,0,False
2023-01-12,20827.034692029196,21129.662461718468,20785.96160535106,21146.246580182567,303.1112013983402,-0.48343170906809974,0.19721043963043566,0,False
2023-01-13,21129.662461718468,21411.746318447204,21103.106426214104,21355.817661030742,226.1551993122739,55.92865741646165,0.1256813049071478,0,False
2023-01-14,21411.746318447204,21469.03429869807,21411.746318447204,21411.746318447204,-55.92865741646165,113.21663766732672,0.0,0,False
2023-01-15,21469.03429869807,21463.919482110923,21469.03429869807,21469.03429869807,-113.21663766732672,108.10182108018125,0.0,0,False
2023-01-16,21463.919482110923,21747.369319026213,21454.98069176712,21658.667943832686,142.59431370130187,140.8555232139879,0.04164565726802007,0,False
2023-01-17,21747.369319026213,22028.84418438221,21694.08669393046,21904.46632475846,157.09700573224836,124.37785962374983,0.24500722047855156,0,False
2023-01-18,22028.84418438221,21997.209147821646,21851.73384879021,22057.58686157277,-31.635036560564913,0.0,0.8039928654884587,0,False
2023-01-19,21997.209147821646,22408.28200083829,21997.209147821646,22381.93532702969,309.26579814767683,101.80705486896841,0.0,0,False
2023-01-20,22408.28200083829,22549.822306566042,22378.650330638484,22592.005060739535,71.85513835339225,69.68516737435857,0.1322353502990503,0,False
2023-01-21,22549.822306566042,22534.22158474597,22549.822306566042,22549.822306566042,-69.68516737435857,54.0844455542865,0.0,0,False
2023-01-22,22534.22158474597,22757.683373180847,22534.22158474597,22534.22158474597,-54.0844455542865,277.54623398916374,0.0,0,False
2023-01-23,22757.683373180847,22856.760095721056,22597.78270605732,22812.8311222079,-78.2009459826586,177.27766852286732,0.7026227779931375,0,False
2023-01-24,22856.760095721056,22804.09560670763,22695.272750101947,22856.760095721056,-134.45344673546424,81.7889577220376,0.7065189683175637,0,False
2023-01-25,22804.09560670763,22948.52371267986,22633.691565931116,22857.08490553523,-70.28780600870232,214.71591198093302,0.7472519134957073,0,False
2023-01-26,22948.52371267986,23022.090246967262,22773.978606257093,22948.52371267986,-128.80385567103076,202.3703899584325,0.7605940521843896,0,False
2023-01-27,23022.090246967262,22902.842742378216,22870.807999680514,23022.090246967262,-131.17943231949175,11.93192773044575,0.6571177754230069,0,False
2023-01-28,22902.842742378216,22901.229696663642,22902.842742378216,22902.842742378216,-11.93192773044575,10.318882015872077,0.0,0,False
2023-01-29,22901.229696663642,23002.435260231086,22901.229696663642,22901.229696663642,-10.318882015872077,111.52444558331626,0.0,0,False
2023-01-30,23002.435260231086,22859.024575314517,22915.422687008293,23012.020973925246,5.237261923779442,-148.6479468403486,0.37827548361033536,0,False
