ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,mfe_r,mae_r,partial
1000018,NZD_CAD,sell,3.41,0.83658,0.83431,2024-01-02 00:00:00+00:00,2024-01-02 14:00:00+00:00,774.0699999999981,0.0,0.8442684549041063,0,0.489,0.039,
1000014,AUD_JPY,buy,1.68,96.29199999999999,96.26,2024-01-02 01:00:00+00:00,2024-01-02 14:00:00+00:00,-53.759999999970205,0.0,94.6428411700271,0,0.258,0.033,
1000001,GBP_USD,buy,0.92,1.2719354999999999,1.26244,2024-01-02 02:30:00+00:00,2024-01-02 14:00:00+00:00,-873.5859999999889,0.0,1.257257803988912,0,0.277,0.676,
1000010,GBP_JPY,buy,0.64,180.4102,179.308,2024-01-02 08:00:00+00:00,2024-01-02 14:00:00+00:00,-705.4080000000067,0.0,177.42262829262617,0,0.081,0.374,
1000000,EUR_USD,buy,0.8300000000000001,1.100337,1.09462,2024-01-02 10:00:00+00:00,2024-01-02 14:00:00+00:00,-474.5109999999977,0.0,1.0840254198501955,0,0.048,0.358,
1000022,NZD_USD,buy,0.16,0.62519,0.62451,2024-01-03 00:00:00+00:00,2024-01-03 22:00:00+00:00,-10.880000000000223,0.0,0.6141390630309004,0,0.22,0.298,
1000037,USD_CAD,sell,0.09,1.33524,1.33528,2024-01-03 13:15:00+00:00,2024-01-03 22:00:00+00:00,-0.36000000000036003,0.0,1.3627562739401924,0,0.055,0.072,
1000036,USD_JPY,sell,0.12,143.303,143.234,2024-01-03 14:30:00+00:00,2024-01-03 22:00:00+00:00,8.279999999998608,0.0,144.8182857142857,0,0.324,0.286,
1000038,AUD_USD,buy,0.09,0.670979,0.67308,2024-01-03 14:30:00+00:00,2024-01-03 22:00:00+00:00,18.909000000000173,0.0,0.6509913508315351,0,0.149,0.039,
1000047,AUD_JPY,buy,0.14,96.469,96.41,2024-01-03 17:00:00+00:00,2024-01-03 22:00:00+00:00,-8.25999999999965,0.0,94.64878108645372,0,0.072,0.094,
1000039_partial_1704319200,EUR_GBP,sell,0.09,0.865284,0.86198,2024-01-03 10:30:00+00:00,2024-01-03 22:00:00+00:00,29.736000000000757,0.0,0.873062942527451,0,,,True
1000043_partial_1704319200,GBP_JPY,buy,0.04,180.4102,181.456,2024-01-03 11:45:00+00:00,2024-01-03 22:00:00+00:00,41.831999999999425,0.0,177.39051198601,0,,,True
1000048_partial_1704319200,AUD_CAD,buy,0.22,0.896373,0.89864,2024-01-03 14:15:00+00:00,2024-01-03 22:00:00+00:00,49.874000000000414,0.0,0.8883411051051084,0,,,True
1000051_partial_1704319200,XAU_USD,buy,0.04,2033.2599609374997,2041.29,2024-01-03 14:30:00+00:00,2024-01-03 22:00:00+00:00,32.120156250000946,0.0,2010.3218938640928,0,,,True
1000051_partial_1704352500,XAU_USD,buy,0.01,2033.2599609374997,2048.1697045352144,2024-01-03 14:30:00+00:00,2024-01-04 07:15:00+00:00,14.909743597714623,0.0,2010.3218938640928,0,,,True
1000043_partial_1704357900,GBP_JPY,buy,0.01,180.4102,182.3647472090935,2024-01-03 11:45:00+00:00,2024-01-04 08:45:00+00:00,19.54547209093505,0.0,177.39051198601,0,,,True
1000058_partial_1704357900,EUR_JPY,buy,0.04,156.136,157.23530785714286,2024-01-04 00:00:00+00:00,2024-01-04 08:45:00+00:00,43.97231428571445,0.0,154.44475714285713,0,,,True
1000064_partial_1704381300,GBP_NZD,buy,0.06,2.0235225,2.036715566371116,2024-01-04 03:15:00+00:00,2024-01-04 15:15:00+00:00,79.15839822669568,0.0,2.0032254748136675,0,,,True
1000039,EUR_GBP,sell,0.03,0.865284,0.86329,2024-01-03 10:30:00+00:00,2024-01-04 22:00:00+00:00,5.982000000000154,0.0,0.873062942527451,0,0.546,0.113,
1000048,AUD_CAD,buy,0.06999999999999998,0.896373,0.89579,2024-01-03 14:15:00+00:00,2024-01-04 22:00:00+00:00,-4.081,0.0,0.8883411051051084,0,0.533,0.243,
1000057,NZD_USD,buy,0.23,0.6263915,0.62336,2024-01-04 03:30:00+00:00,2024-01-04 22:00:00+00:00,-69.72449999999918,0.0,0.6140880186337866,0,0.176,0.346,
1000066,AUD_NZD,sell,0.36,1.0756899999999998,1.07596,2024-01-04 03:45:00+00:00,2024-01-04 22:00:00+00:00,-9.720000000007722,0.0,1.088294301123727,0,0.039,0.142,
1000053,GBP_USD,buy,0.13,1.2719855,1.26812,2024-01-04 09:30:00+00:00,2024-01-04 22:00:00+00:00,-50.251500000001,0.0,1.257342423976025,0,0.069,0.377,
