ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,partial,mfe_r,mae_r
1000008_partial_1546465500,GBP_JPY,sell,0.15,139.708,137.3558533509345,2019-01-02 00:00:00+00:00,2019-01-02 21:45:00+00:00,352.82199735982545,0.0,143.32668715240848,0,True,,
1000000,EUR_USD,sell,1.21,1.13442,1.1343,2019-01-02 15:30:00+00:00,2019-01-02 22:00:00+00:00,14.519999999987654,0.0,1.1506831475327202,0,,0.118,0.109
1000006,EUR_JPY,sell,0.47000000000000003,125.624,123.493,2019-01-02 00:00:00+00:00,2019-01-02 22:00:00+00:00,1001.57,0.0,128.88666696550294,0,,0.664,0.016
1000008,GBP_JPY,sell,0.43999999999999995,139.708,137.176,2019-01-02 00:00:00+00:00,2019-01-02 22:00:00+00:00,1114.0800000000047,0.0,140.06986871524086,0,,0.705,0.035
1000001,GBP_USD,sell,1.41,1.2676675,1.2603,2019-01-02 10:45:00+00:00,2019-01-02 22:00:00+00:00,1038.817499999996,0.0,1.281581719305963,0,,0.686,0.0
1000009,EUR_USD,sell,0.73,1.1337,1.13908,2019-01-03 00:00:00+00:00,2019-01-03 22:00:00+00:00,-392.74000000001183,0.0,1.1531517798518116,0,,0.01,0.381
1000015,GBP_CAD,buy,1.36,1.70422,1.70414,2019-01-03 13:00:00+00:00,2019-01-03 22:00:00+00:00,-10.880000000010881,0.0,1.6832799188909073,0,,0.121,0.21
1000012,USD_CAD,buy,1.5,1.3487,1.34928,2019-01-03 16:15:00+00:00,2019-01-03 22:00:00+00:00,87.00000000000374,0.0,1.3297074071916353,0,,0.069,0.095
1000024,USD_CAD,buy,1.42,1.34869,1.3388,2019-01-04 00:00:00+00:00,2019-01-04 15:45:00+00:00,-1404.3799999999933,0.0,1.3295540209636614,0,,0.027,0.542
1000022,GBP_USD,sell,1.12,1.2677175,1.27228,2019-01-04 09:00:00+00:00,2019-01-04 15:45:00+00:00,-511.00000000000284,0.0,1.2863654512763583,0,,0.324,0.245
1000026,EUR_CAD,buy,0.72,1.5242,1.52764,2019-01-04 14:45:00+00:00,2019-01-04 15:45:00+00:00,247.68000000000785,0.0,1.5062172336104798,0,,0.254,0.0
1000038,UK100_USD,sell,5.76,6840.3,6836.0,2019-01-04 15:15:00+00:00,2019-01-04 15:45:00+00:00,34.67520000000147,0.0,6971.678028433781,0,,0.133,0.042
1000066_partial_1546874100,UK100_USD,sell,2.29,6862.4800000000005,6784.948928571429,2019-01-07 01:00:00+00:00,2019-01-07 15:15:00+00:00,248.5646150000003,0.0,6981.758571428572,0,True,,
1000051,NZD_USD,sell,0.04,0.67528,0.67577,2019-01-07 02:30:00+00:00,2019-01-07 22:00:00+00:00,-1.959999999999962,0.0,0.6879921817885518,0,,0.079,0.112
1000066,UK100_USD,sell,6.87,6862.4800000000005,6821.8001,2019-01-07 01:00:00+00:00,2019-01-07 22:00:00+00:00,391.25927820000084,0.0,6874.407857142858,0,,0.73,0.088
1000074,EUR_CAD,buy,0.37,1.51878,1.51919,2019-01-08 03:30:00+00:00,2019-01-08 22:00:00+00:00,15.170000000000794,0.0,1.505172857142857,0,,0.445,0.051
1000083,CAD_CHF,sell,1.42,0.73944,0.73941,2019-01-08 03:30:00+00:00,2019-01-08 22:00:00+00:00,4.259999999996378,0.0,0.7491612315446781,0,,0.356,0.033
1000069,NZD_USD,sell,1.46,0.673905,0.67216,2019-01-08 03:45:00+00:00,2019-01-08 22:00:00+00:00,254.76999999999944,0.0,0.6879563116607981,0,,0.222,0.065
1000081,AUD_NZD,sell,2.31,1.06208,1.06192,2019-01-08 13:15:00+00:00,2019-01-08 22:00:00+00:00,36.95999999998567,0.0,1.071103862724138,0,,0.194,0.122
1000095,EUR_CAD,buy,1.02,1.5249100000000002,1.52502,2019-01-09 15:00:00+00:00,2019-01-09 22:00:00+00:00,11.21999999998291,0.0,1.5065316626247174,0,,0.115,0.218
1000115,GBP_NZD,buy,0.21,1.88034,1.88029,2019-01-10 07:30:00+00:00,2019-01-10 22:00:00+00:00,-1.049999999997553,0.0,1.8366930319460788,0,,0.062,0.118
1000126,UK100_USD,sell,6.9,6861.9800000000005,6965.600100000001,2019-01-10 08:00:00+00:00,2019-01-10 22:00:00+00:00,-1000.9701660000009,0.0,6992.0957178279305,0,,0.0,0.84
1000110,EUR_CHF,sell,0.13,1.1295655,1.1317,2019-01-10 15:00:00+00:00,2019-01-10 22:00:00+00:00,-27.74849999999907,0.0,1.1384978886576125,0,,0.061,0.322
1000122,CAD_CHF,sell,0.01,0.741476,0.74328,2019-01-10 15:45:00+00:00,2019-01-10 22:00:00+00:00,-1.8040000000000276,0.0,0.7498802857142858,0,,0.09,0.336
