ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,sl,tp,partial
1000001_partial_1420196400,GBP_USD,sell,0.03,1.55531984,1.5442548348667822,2015-01-02 01:15:00+00:00,2015-01-02 11:00:00+00:00,33.19501539965319,1.5737615152220295,0,True
1000005_partial_1420200000,AUD_USD,sell,0.07,0.81697268,0.8118585430405949,2015-01-02 00:45:00+00:00,2015-01-02 12:00:00+00:00,35.79895871583572,0.8254962415990086,0,True
1000006_partial_1420200000,NZD_USD,sell,0.06,0.77817804,0.7722175644776627,2015-01-02 01:15:00+00:00,2015-01-02 12:00:00+00:00,35.76285313402416,0.7881121658705623,0,True
1000004_partial_1420212600,USD_CAD,buy,0.06,1.16445344,1.1716987686700155,2015-01-02 04:15:00+00:00,2015-01-02 15:30:00+00:00,43.47197202009357,1.1523778922166406,0,True
1000001_partial_1420214400,GBP_USD,sell,0.04,1.55531984,1.5387223323001733,2015-01-02 01:15:00+00:00,2015-01-02 16:00:00+00:00,66.39003079930639,1.551631504955594,0,True
1000013,GBP_JPY,buy,0.11,186.739,184.575,2015-01-02 00:00:00+00:00,2015-01-02 19:30:00+00:00,-238.0400000000017,184.2558592092439,0,
1000001,GBP_USD,sell,0.049999999999999996,1.55531984,1.53342,2015-01-02 01:15:00+00:00,2015-01-02 19:30:00+00:00,109.49919999999946,1.5433327511056807,0,
1000009_partial_1420227000,EUR_CHF,sell,0.37,1.20277536,1.20198,2015-01-02 02:00:00+00:00,2015-01-02 19:30:00+00:00,29.42831999999673,1.2045375770947562,0,True
1000018_partial_1420227000,AUD_CHF,sell,0.04,0.81026,0.81186,2015-01-02 11:00:00+00:00,2015-01-02 19:30:00+00:00,-6.400000000000183,0.8252960627721215,0,True
1000015_partial_1420227000,GBP_CAD,buy,0.03,1.7996062800000001,1.80238,2015-01-02 11:15:00+00:00,2015-01-02 19:30:00+00:00,8.321159999999939,1.7753837133970607,0,True
1000022_partial_1420227000,NZD_CAD,buy,0.08,0.9004867200000001,0.90538,2015-01-02 12:00:00+00:00,2015-01-02 19:30:00+00:00,39.14623999999911,0.8913130140651302,0,True
1000004_partial_1420227000,USD_CAD,buy,0.06,1.16445344,1.1753214330050235,2015-01-02 04:15:00+00:00,2015-01-02 19:30:00+00:00,65.20795803014101,1.1668685495566717,0,True
1000022_partial_1420230600,NZD_CAD,buy,0.08,0.9004867200000001,0.905990943560922,2015-01-02 12:00:00+00:00,2015-01-02 20:30:00+00:00,44.0337884873756,0.8913130140651302,0,True
1000005_partial_1420234200,AUD_USD,sell,0.08,0.81697268,0.8093014745608923,2015-01-02 00:45:00+00:00,2015-01-02 21:30:00+00:00,61.36964351286168,0.8152679676801983,0,True
1000018,AUD_CHF,sell,0.10999999999999999,0.81026,0.8252960627721215,2015-01-02 11:00:00+00:00,2015-01-04 22:00:00+00:00,-165.396690493337,0.8252960627721215,0,
1000006_partial_1420408800,NZD_USD,sell,0.06,0.77817804,0.7692373267164939,2015-01-02 01:15:00+00:00,2015-01-04 22:00:00+00:00,53.644279701036574,0.7761912148258876,0,True
1000004_partial_1420409700,USD_CAD,buy,0.02,1.16445344,1.1801516521183673,2015-01-02 04:15:00+00:00,2015-01-04 22:15:00+00:00,31.396424236734607,1.1723025460591836,0,True
1000009_partial_1420419600,EUR_CHF,sell,0.34,1.20277536,1.2017180297431462,2015-01-02 02:00:00+00:00,2015-01-05 01:00:00+00:00,35.94922873302675,1.2045375770947562,0,True
1000022,NZD_CAD,buy,0.12000000000000001,0.9004867200000001,0.9023214611869741,2015-01-02 12:00:00+00:00,2015-01-05 02:30:00+00:00,22.016894243688245,0.9023214611869741,0,
1000006_partial_1420425900,NZD_USD,sell,0.03,0.77817804,0.765263676368269,2015-01-02 01:15:00+00:00,2015-01-05 02:45:00+00:00,38.74309089519312,0.7717208581841345,0,True
1000005_partial_1420429500,AUD_USD,sell,0.03,0.81697268,0.8058920499212888,2015-01-02 00:45:00+00:00,2015-01-05 03:45:00+00:00,33.24189023613355,0.8114323649606444,0,True
1000005,AUD_USD,sell,0.08,0.81697268,0.8088752964809418,2015-01-02 00:45:00+00:00,2015-01-05 10:00:00+00:00,64.77906815246558,0.8088752964809418,0,
1000006,NZD_USD,sell,0.07,0.77817804,0.7687406204229659,2015-01-02 01:15:00+00:00,2015-01-05 13:30:00+00:00,66.06193703923901,0.7687406204229659,0,
1000004,USD_CAD,buy,0.06999999999999999,1.16445344,1.1759252103941913,2015-01-02 04:15:00+00:00,2015-01-05 19:15:00+00:00,80.30239275933937,1.1759252103941913,0,
1000042_partial_1420555500,AUD_NZD,sell,0.09,1.05398,1.04807863958644,2015-01-05 00:00:00+00:00,2015-01-06 14:45:00+00:00,53.112243722038365,1.0638156006892663,0,True
1000071_partial_1420555500,NZD_CAD,buy,0.06,0.90434,0.9124040325193664,2015-01-06 00:00:00+00:00,2015-01-06 14:45:00+00:00,48.384195116198285,0.8908999458010561,0,True
1000042_partial_1420557300,AUD_NZD,sell,0.09,1.05398,1.04512795937966,2015-01-05 00:00:00+00:00,2015-01-06 15:15:00+00:00,79.66836558305856,1.0520128798621466,0,True
1000071_partial_1420559100,NZD_CAD,buy,0.06,0.90434,0.9164360487790495,2015-01-06 00:00:00+00:00,2015-01-06 15:45:00+00:00,72.57629267429677,0.9070280108397888,0,True
1000042_partial_1420560900,AUD_NZD,sell,0.04,1.05398,1.0411937191039535,2015-01-05 00:00:00+00:00,2015-01-06 16:15:00+00:00,51.14512358418555,1.0475868595519768,0,True
1000009_partial_1420561800,EUR_CHF,sell,0.37,1.20277536,1.2011893646147194,2015-01-02 02:00:00+00:00,2015-01-06 16:30:00+00:00,58.6818292553819,1.2024229165810487,0,True
1000066_partial_1420575300,AUD_USD,sell,0.09,0.81487388,0.8104999432135742,2015-01-06 02:30:00+00:00,2015-01-06 20:15:00+00:00,39.36543107783252,0.8221637746440431,0,True
1000066_partial_1420581600,AUD_USD,sell,0.09,0.81487388,0.8083129748203612,2015-01-06 02:30:00+00:00,2015-01-06 22:00:00+00:00,59.04814661674928,0.8134159010711914,0,True
1000066_partial_1420640100,AUD_USD,sell,0.04,0.81487388,0.805397016962744,2015-01-06 02:30:00+00:00,2015-01-07 14:15:00+00:00,37.90745214902414,0.8101354484813721,0,True
1000066,AUD_USD,sell,0.09,0.81487388,0.8079484800881591,2015-01-06 02:30:00+00:00,2015-01-07 19:45:00+00:00,62.328599206568406,0.8079484800881591,0,
1000071_partial_1420687800,NZD_CAD,buy,0.02,0.90434,0.9218120704586271,2015-01-06 00:00:00+00:00,2015-01-08 03:30:00+00:00,34.944140917254174,0.9130760352293136,0,True
1000058,AUD_CAD,sell,0.21,0.95600992,0.9682021852767402,2015-01-06 02:30:00+00:00,2015-01-09 13:45:00+00:00,-256.03757081154464,0.9682021852767402,0,
1000042,AUD_NZD,sell,0.09,1.05398,1.0446361793451968,2015-01-05 00:00:00+00:00,2015-01-09 14:15:00+00:00,84.09438589322792,1.0446361793451968,0,
1000026,NAS100_USD,buy,1.16,4250.7001,4249.0,2015-01-02 00:00:00+00:00,2015-01-09 14:30:00+00:00,-1.9721160000000235,4062.2579262866375,0,
1000009,EUR_CHF,sell,0.16000000000000003,1.20277536,1.20092,2015-01-02 02:00:00+00:00,2015-01-09 14:30:00+00:00,29.68575999999957,1.2016299188884085,0,
1000015,GBP_CAD,buy,0.08,1.7996062800000001,1.79454,2015-01-02 11:15:00+00:00,2015-01-09 14:30:00+00:00,-40.53024000000072,1.7753837133970607,0,
1000059,AUD_NZD,sell,0.3,1.05439408,1.04744,2015-01-05 01:00:00+00:00,2015-01-09 14:30:00+00:00,208.62240000000253,1.0637983392038253,0,
1000044,CAD_JPY,buy,0.12,101.736,100.56,2015-01-05 13:45:00+00:00,2015-01-09 14:30:00+00:00,-141.1200000000002,99.57680535036181,0,
1000061,CAD_JPY,buy,0.14,101.492096,100.56,2015-01-05 14:45:00+00:00,2015-01-09 14:30:00+00:00,-130.4934400000002,99.57625191577425,0,
1000071,NZD_CAD,buy,0.06000000000000001,0.90434,0.92696,2015-01-06 00:00:00+00:00,2015-01-09 14:30:00+00:00,135.71999999999986,0.9171080514889968,0,
1000067,NZD_USD,sell,0.21,0.77624,0.78064,2015-01-06 14:45:00+00:00,2015-01-09 14:30:00+00:00,-92.39999999999915,0.7871889542865117,0,
1000079,GBP_AUD,buy,0.11,1.8577,1.84822,2015-01-08 08:00:00+00:00,2015-01-09 14:30:00+00:00,-104.27999999999926,1.830913794282885,0,
1000082,AUD_USD,sell,0.32,0.81487388,0.81768,2015-01-09 13:15:00+00:00,2015-01-09 14:30:00+00:00,-89.79583999999718,0.8221320090717794,0,
1000104_partial_1421087400,GBP_CAD,buy,0.03,1.79660508,1.8119333767788877,2015-01-12 03:45:00+00:00,2015-01-12 18:30:00+00:00,45.984890336663085,1.7710579187018538,0,True
1000106_partial_1421107200,AUD_JPY,sell,0.06,97.212,96.3835337821261,2015-01-12 00:00:00+00:00,2015-01-13 00:00:00+00:00,49.707973072434584,98.59277702978984,0,True
1000106,AUD_JPY,sell,0.14,97.212,96.93584459404204,2015-01-12 00:00:00+00:00,2015-01-13 06:15:00+00:00,38.66175683411513,96.93584459404204,0,
1000120_partial_1421150400,EUR_GBP,sell,0.07,0.78188608,0.7783763977797308,2015-01-13 07:30:00+00:00,2015-01-13 12:00:00+00:00,24.56777554188483,0.7877355503671154,0,True
1000126_partial_1421151300,GBP_CHF,buy,0.05,1.5362803999999999,1.5435748941099476,2015-01-13 07:30:00+00:00,2015-01-13 12:15:00+00:00,36.47247054973879,1.5241229098167535,0,True
1000120_partial_1421153100,EUR_GBP,sell,0.08,0.78188608,0.7766215566695962,2015-01-13 07:30:00+00:00,2015-01-13 12:45:00+00:00,42.1161866432307,0.780716185926577,0,True
1000126_partial_1421158500,GBP_CHF,buy,0.06,1.5362803999999999,1.5472221411649216,2015-01-13 07:30:00+00:00,2015-01-13 14:15:00+00:00,65.65044698953048,1.5387118980366492,0,True
1000109,AUD_NZD,sell,0.38,1.04814,1.0557510713109115,2015-01-12 01:45:00+00:00,2015-01-13 16:30:00+00:00,-289.2207098146344,1.0557510713109115,0,
1000136_partial_1421174700,NAS100_USD,sell,0.58,4237.559,4171.565732921246,2015-01-13 14:30:00+00:00,2015-01-13 18:45:00+00:00,38.276094905677255,4347.54777846459,0,True
1000136_partial_1421175600,NAS100_USD,sell,0.61,4237.559,4138.56909938187,2015-01-13 14:30:00+00:00,2015-01-13 19:00:00+00:00,60.38383937705953,4215.561244307082,0,True
1000136,NAS100_USD,sell,0.89,4237.559,4166.066293998017,2015-01-13 14:30:00+00:00,2015-01-13 19:30:00+00:00,63.62850834176541,4166.066293998017,0,
1000094_partial_1421201700,NZD_USD,sell,0.06,0.77822,0.771187013306409,2015-01-12 09:30:00+00:00,2015-01-14 02:15:00+00:00,42.19792016154588,0.7899416444893183,0,True
1000093_partial_1421204400,AUD_USD,sell,0.06,0.81562,0.8090537330994355,2015-01-12 10:00:00+00:00,2015-01-14 03:00:00+00:00,39.39760140338699,0.8265637781676075,0,True
1000126,GBP_CHF,buy,0.08000000000000002,1.5362803999999999,1.54418276861911,2015-01-13 07:30:00+00:00,2015-01-14 06:00:00+00:00,63.21894895288161,1.54418276861911,0,
1000120,EUR_GBP,sell,0.11,0.78188608,0.7780839242613751,2015-01-13 07:30:00+00:00,2015-01-14 06:30:00+00:00,41.82371312487465,0.7780839242613751,0,
1000104_partial_1421217900,GBP_CAD,buy,0.03,1.79660508,1.8195975251683314,2015-01-12 03:45:00+00:00,2015-01-14 06:45:00+00:00,68.9773355049943,1.8017145122596292,0,True
1000093,AUD_USD,sell,0.15,0.81562,0.8134312443664785,2015-01-12 10:00:00+00:00,2015-01-14 08:45:00+00:00,32.83133450282249,0.8134312443664785,0,
1000094,NZD_USD,sell,0.14,0.77822,0.7758756711021364,2015-01-12 09:30:00+00:00,2015-01-14 13:30:00+00:00,32.82060457009073,0.7758756711021364,0,
1000099_partial_1421314200,EUR_CAD,sell,0.05,1.41185684,1.4024012658899845,2015-01-12 16:45:00+00:00,2015-01-15 09:30:00+00:00,47.277870550077594,1.4276161301833592,0,True
1000135_partial_1421314200,CHF_JPY,buy,0.01,116.449,119.38290071911598,2015-01-13 00:00:00+00:00,2015-01-15 09:30:00+00:00,29.339007191159823,111.55916546814004,0,True
1000099,EUR_CAD,sell,0.12000000000000001,1.41185684,1.4087049819633282,2015-01-12 16:45:00+00:00,2015-01-15 10:00:00+00:00,37.822296440062075,1.4087049819633282,0,
1000135_partial_1421317800,CHF_JPY,buy,0.01,116.449,120.84985107867396,2015-01-13 00:00:00+00:00,2015-01-15 10:30:00+00:00,44.00851078673966,117.42696690637199,0,True
1000135_partial_1421318700,CHF_JPY,buy,0.01,116.449,122.80578489141794,2015-01-13 00:00:00+00:00,2015-01-15 10:45:00+00:00,63.56784891417945,119.62739244570898,0,True
1000167_partial_1421318700,GBP_CHF,sell,0.01,1.4401318,1.3649152139562184,2015-01-15 10:30:00+00:00,2015-01-15 10:45:00+00:00,75.21658604378167,1.565492776739636,0,True
1000135_partial_1421319600,CHF_JPY,buy,0.01,116.449,126.22866906371992,2015-01-13 00:00:00+00:00,2015-01-15 11:00:00+00:00,97.79669063719923,121.09434280526696,0,True
1000157_partial_1421319600,USD_CHF,sell,0.01,0.9506491200000001,0.9014986252536707,2015-01-15 10:45:00+00:00,2015-01-15 11:00:00+00:00,49.15049474632937,1.0325666112438825,0,True
1000163_partial_1421319600,EUR_CHF,sell,0.01,1.12036168,1.0653643131699277,2015-01-15 10:45:00+00:00,2015-01-15 11:00:00+00:00,54.99736683007228,1.2120239580501206,0,True
1000170_partial_1421319600,AUD_CHF,sell,0.01,0.78095424,0.7439306735482496,2015-01-15 10:45:00+00:00,2015-01-15 11:00:00+00:00,37.02356645175042,0.8426601840862507,0,True
1000173_partial_1421319600,NZD_CHF,sell,0.01,0.74672772,0.7107565435437249,2015-01-15 10:45:00+00:00,2015-01-15 11:00:00+00:00,35.971176456275124,0.8066796807604585,0,True
1000176_partial_1421319600,CAD_CHF,sell,0.01,0.8000702,0.760715215074049,2015-01-15 10:45:00+00:00,2015-01-15 11:00:00+00:00,39.35498492595091,0.8656618415432515,0,True
1000163,EUR_CHF,sell,0.01,1.12036168,1.0378656297548914,2015-01-15 10:45:00+00:00,2015-01-15 11:15:00+00:00,82.49605024510863,1.1020292243899759,0,
1000170_partial_1421320500,AUD_CHF,sell,0.01,0.78095424,0.7254188903223745,2015-01-15 10:45:00+00:00,2015-01-15 11:15:00+00:00,55.53534967762552,0.7686130511827499,0,True
1000173_partial_1421320500,NZD_CHF,sell,0.01,0.74672772,0.6927709553155873,2015-01-15 10:45:00+00:00,2015-01-15 11:15:00+00:00,53.95676468441268,0.7347373278479082,0,True
1000176_partial_1421320500,CAD_CHF,sell,0.01,0.8000702,0.7410377226110735,2015-01-15 10:45:00+00:00,2015-01-15 11:15:00+00:00,59.03247738892647,0.7869518716913496,0,True
1000104,GBP_CAD,buy,0.05,1.79660508,1.813210734843795,2015-01-12 03:45:00+00:00,2015-01-15 12:00:00+00:00,83.02827421897473,1.813210734843795,0,
1000157_partial_1421325000,USD_CHF,sell,0.01,0.9506491200000001,0.876923377880506,2015-01-15 10:45:00+00:00,2015-01-15 12:30:00+00:00,73.72574211949411,0.9342656217512236,0,True
1000160,NZD_USD,sell,0.24,0.77766116,0.7875766194164687,2015-01-15 09:45:00+00:00,2015-01-15 12:45:00+00:00,-237.97102599525033,0.7875766194164687,0,
1000159,AUD_USD,sell,0.17,0.81487388,0.8290401008142252,2015-01-15 00:15:00+00:00,2015-01-15 13:00:00+00:00,-240.82575384182738,0.8290401008142252,0,
1000135,CHF_JPY,buy,0.009999999999999997,116.449,133.56342086150985,2015-01-13 00:00:00+00:00,2015-01-15 13:45:00+00:00,171.14420861509853,122.80578489141794,0,
1000157,USD_CHF,sell,0.009999999999999997,0.9506491200000001,0.8974027506914766,2015-01-15 10:45:00+00:00,2015-01-15 15:15:00+00:00,53.24636930852353,0.8974027506914766,0,
1000170,AUD_CHF,sell,0.009999999999999997,0.78095424,0.7408453763439371,2015-01-15 10:45:00+00:00,2015-01-15 15:15:00+00:00,40.10886365606291,0.7408453763439371,0,
1000173,NZD_CHF,sell,0.009999999999999997,0.74672772,0.707758945505702,2015-01-15 10:45:00+00:00,2015-01-15 15:30:00+00:00,38.96877449429802,0.707758945505702,0,
1000176,CAD_CHF,sell,0.009999999999999997,0.8000702,0.7574356329968864,2015-01-15 10:45:00+00:00,2015-01-15 15:30:00+00:00,42.6345670031135,0.7574356329968864,0,
1000167,GBP_CHF,sell,0.01,1.4401318,1.3273069209343278,2015-01-15 10:30:00+00:00,2015-01-15 19:45:00+00:00,112.82487906567229,1.415059604652073,0,
1000238_partial_1421755200,GBP_NZD,buy,0.03,1.94551944,1.9653748940181888,2015-01-20 00:45:00+00:00,2015-01-20 12:00:00+00:00,59.566362054566326,1.9124270166363522,0,True
