date,day_start_balance,day_end_balance,daily_pnl,daily_dd_pct,total_dd_pct,safety_triggered
2014-01-01,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-02,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-03,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-05,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-06,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-07,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-08,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-09,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-10,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-12,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-13,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-14,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-15,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-16,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-17,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-19,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-20,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-21,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-22,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-23,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-24,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-26,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-27,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-28,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-29,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-30,60000.0,60000.0,0.0,0.0,0.0,False
2014-01-31,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-02,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-03,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-04,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-05,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-06,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-07,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-09,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-10,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-11,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-12,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-13,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-14,60000.0,60000.0,0.0,0.0,0.0,False
2014-02-16,60000.0,60000.0,0.0,0.0,0.0,False
