symbol,direction,fill_time,fill_price,exit_time,exit_price,lot_size,risk_usd,commission,realized_r,realized_pnl
SPX500_USD,bullish,2023-01-06T13:00:00,3874.5575,2023-01-10T12:00:00,3874.5575,4.59,540.3190173240486,0.0,0.20999999999999996,113.46699363805018
BTC_USD,bearish,2023-01-04T03:00:00,16771.17890234375,2023-01-12T17:00:00,18440.654610400103,0.32,534.2322265780333,0.0,-1.0,-534.2322265780333
XAG_USD,bearish,2023-01-05T06:00:00,23.341060047149657,2023-01-16T01:00:00,24.43144316935612,0.1,545.1915611032306,0.4,-1.000733687071734,-545.5915611032306
XAG_USD,bullish,2023-01-24T00:00:00,23.530000686645508,2023-01-26T15:00:00,24.183375200349158,0.18,534.5791475757146,0.72,0.9536531461182771,509.803085934807
NAS100_USD,bearish,2023-01-12T14:00:00,11499.3635,2023-02-01T20:00:00,12343.502116659076,0.64,540.2487146618089,0.0,-1.0,-540.2487146618089
XAG_USD,bullish,2023-01-30T00:00:00,23.64900016784668,2023-02-02T13:00:00,24.424899724722323,0.15,529.0224251424833,0.6,0.9538658325781972,504.6164160110718
XAU_USD,bullish,2023-02-03T13:00:00,1895.398594238281,2023-02-03T14:00:00,1895.398594238281,0.17,531.8515442353389,0.68,0.20872144772846776,111.00882428942116
ETH_USD,bullish,2023-02-01T00:00:00,1616.492167724609,2023-02-06T05:00:00,1616.492167724609,4.14,539.4021206737591,0.0,0.20999999999999996,113.2744453414894
ETH_USD,bearish,2023-02-15T19:00:00,1608.9225998535155,2023-02-16T15:00:00,1727.932293328248,4.59,546.2544930490225,0.0,-1.0,-546.2544930490225
NAS100_USD,bearish,2023-02-16T00:00:00,12655.559,2023-02-23T13:00:00,12200.773347455479,1.32,545.7427830534248,0.0,0.9549999999999998,521.1843578160206
BTC_USD,bullish,2023-01-30T11:00:00,23096.53470703125,2023-02-24T16:00:00,23096.53470703125,0.19,536.0857216397083,0.0,0.20999999999999996,112.57800154433872
ETH_USD,bearish,2023-02-24T00:00:00,1608.3731689453125,2023-03-09T21:00:00,1444.6113187035871,3.69,549.3465703563328,0.0,0.9550000000000003,524.625974690298
XAU_USD,bearish,2023-02-09T00:00:00,1862.8517604980468,2023-03-10T15:00:00,1862.8517604980468,0.06,528.0831766111027,0.24,0.20954552613938554,110.65746708833156
SPX500_USD,bullish,2023-02-10T10:00:00,4065.119,2023-03-10T18:00:00,3873.427499247747,2.85,546.320777143921,0.0,-1.0,-546.320777143921
GBP_JPY,bearish,2023-03-14T08:00:00,163.230992,2023-03-14T10:00:00,163.230992,0.61,558.0460139114294,2.44,0.20562760070106462,114.74966292140016
EUR_JPY,bullish,2023-03-14T01:00:00,143.533402,2023-03-15T09:00:00,143.533402,0.68,552.9465447963614,2.72,0.2050808988217808,113.39877440723588
XAG_USD,bearish,2023-03-13T12:00:00,21.393060123443604,2023-03-15T11:00:00,22.110151880754707,0.15,537.818817983327,0.6,-1.0011156173416353,-538.418817983327
EUR_NZD,bullish,2023-03-14T06:00:00,1.72106,2023-03-15T12:00:00,1.7025822811800886,0.5,554.3315645973435,2.0,-1.0036079489744605,-556.3315645973435
EUR_GBP,bullish,2023-03-14T00:00:00,0.8817915399999999,2023-03-15T13:00:00,0.8728341099827468,0.5,559.8393760783207,2.0,-1.0035724532525918,-561.8393760783207
EUR_USD,bearish,2023-03-15T10:00:00,1.06367652,2023-03-15T16:00:00,1.0527540784857234,0.56,556.0515679995391,2.24,0.9509715966487416,528.789247439558
USD_CHF,bullish,2023-03-15T10:00:00,0.92420972,2023-03-16T08:00:00,0.92420972,0.39,558.645396164436,1.56,0.20720753091189742,115.75553319453155
GBP_JPY,bullish,2023-03-16T16:00:00,161.996972,2023-03-20T07:00:00,159.3671723071758,0.32,561.3044464363988,1.28,-1.0022804023879135,-562.5844464363988
NZD_CAD,bullish,2023-03-15T22:00:00,0.84772966,2023-03-20T09:00:00,0.8565070757017965,0.93,556.5679501820912,3.72,0.9483161799942273,527.8023924238981
USD_CAD,bullish,2023-03-14T12:00:00,1.36717078,2023-03-20T13:00:00,1.36717078,0.52,554.2324259319186,2.08,0.20624706187751002,114.30880944570289
GBP_NZD,bullish,2023-03-16T21:00:00,1.94958,2023-03-21T15:00:00,1.9741386823087232,0.41,549.2214407223562,1.64,0.9520139548852212,522.8664758898494
EUR_AUD,bullish,2023-03-15T13:00:00,1.5882891,2023-03-21T19:00:00,1.6144278785688726,0.36,556.0431077378379,1.44,0.9524102727289281,529.5811678896349
EUR_NZD,bullish,2023-03-20T14:00:00,1.71933652,2023-03-21T20:00:00,1.7385484263297015,0.53,555.3987466222858,2.12,0.9511829226066961,528.2858030242817
GBP_AUD,bullish,2023-03-22T05:00:00,1.82649476,2023-03-22T18:00:00,1.82649476,0.63,583.9584932950019,2.52,0.20568462479964825,120.11128359195037
GBP_JPY,bearish,2023-03-22T10:00:00,163.230992,2023-03-22T20:00:00,161.20222491375813,0.48,590.481882119267,1.92,0.9517484184390056,561.9901974238996
