trade_id,symbol,direction,entry_time,exit_time,entry_price,exit_price,exit_reason,lot_size,risk_usd,commission,gross_pnl,net_pnl,final_r,risk_pct_used,lot_multiplier,tp1_hit,tp2_hit,tp3_hit
NZD_USD_27,NZD_USD,bearish,2023-03-12 21:00:00,2023-03-13 08:00:00,0.6199438199999999,0.61976,SAFETY_DAILY_DD_5.9%,0.44,412.8,1.76,8.088080815892212,6.328080815892212,0.019593219030746636,0.72,1.2,False,False,False
NZD_CAD_28,NZD_CAD,bullish,2023-03-12 21:00:00,2023-03-13 08:00:00,0.84772966,0.85149,SAFETY_DAILY_DD_5.9%,0.51,408.64,2.04,191.7777704145135,189.7377704145135,0.46930738648813997,0.72,1.2,False,False,False
EUR_JPY_29,EUR_JPY,bullish,2023-03-12 21:00:00,2023-03-13 08:00:00,143.533402,143.276,SAFETY_DAILY_DD_5.9%,0.01,1237.97,0.04,-257.401215891679,-257.441215891679,-0.20792201417779024,0.72,1.2,False,False,False
GBP_JPY_30,GBP_JPY,bullish,2023-03-12 21:00:00,2023-03-13 08:00:00,161.996972,161.912,SAFETY_DAILY_DD_5.9%,0.01,2189.37,0.04,-84.97202272988237,-85.01202272988237,-0.03881117523757171,0.72,1.2,False,False,False
GBP_JPY_31,GBP_JPY,bullish,2023-03-12 21:00:00,2023-03-13 08:00:00,162.215,161.912,SAFETY_DAILY_DD_5.9%,0.01,2417.9,0.04,-302.9994057690934,-303.03940576909343,-0.12531511053769528,0.72,1.2,False,False,False
EUR_GBP_32,EUR_GBP,bullish,2023-03-12 21:00:00,2023-03-13 08:00:00,0.8799350199999999,0.88492,SAFETY_DAILY_DD_5.9%,0.57,409.15,2.28,284.1447433786549,281.8647433786549,0.6944757262095927,0.72,1.2,False,False,False
EUR_GBP_33,EUR_GBP,bullish,2023-03-12 21:00:00,2023-03-13 08:00:00,0.8817915399999999,0.88492,SAFETY_DAILY_DD_5.9%,0.45,408.76,1.8,140.77943313140176,138.97943313140175,0.3444060894691304,0.72,1.2,False,False,False
GBP_NZD_35,GBP_NZD,bullish,2023-03-12 21:00:00,2023-03-13 08:00:00,1.9455383,1.95242,SAFETY_DAILY_DD_5.9%,0.19,412.79,0.76,229.4647355048028,228.7047355048028,0.555887341032493,0.72,1.2,True,False,False
EUR_NZD_36,EUR_NZD,bullish,2023-03-12 21:00:00,2023-03-13 08:00:00,1.71933652,1.72771,SAFETY_DAILY_DD_5.9%,0.25,405.0,1.0,277.82052235651656,276.82052235651656,0.685976598411152,0.72,1.2,True,False,False
XAG_USD_37,XAG_USD,bearish,2023-03-13 00:00:00,2023-03-13 08:00:00,21.393060123443604,20.82185,SAFETY_DAILY_DD_5.9%,0.12,430.26,0.48,373.36550881929907,372.88550881929905,0.8677671845379517,0.756,1.26,True,False,False
XAG_USD_38,XAG_USD,bearish,2023-03-13 00:00:00,2023-03-13 08:00:00,21.185558467864997,20.82185,SAFETY_DAILY_DD_5.9%,0.09,424.35,0.36,163.6668821815153,163.30688218151528,0.38568842272066756,0.756,1.26,False,False,False
BTC_USD_39,BTC_USD,bearish,2023-03-13 00:00:00,2023-03-13 08:00:00,22910.16466015625,22910.16466015625,SAFETY_DAILY_DD_5.9%,0.17,421.34,0.0,0.0,0.0,0.0,0.756,1.26,False,False,False
BTC_USD_40,BTC_USD,bearish,2023-03-13 00:00:00,2023-03-13 08:00:00,22392.53227734375,22392.53227734375,SAFETY_DAILY_DD_5.9%,0.14,423.2,0.0,0.0,0.0,0.0,0.756,1.26,False,False,False
ETH_USD_41,ETH_USD,bearish,2023-03-13 00:00:00,2023-03-13 08:00:00,1619.3493232421874,1619.3493232421874,SAFETY_DAILY_DD_5.9%,5.54,430.88,0.0,0.0,0.0,0.0,0.756,1.26,False,False,False
NAS100_USD_42,NAS100_USD,bullish,2023-03-13 00:00:00,2023-03-13 08:00:00,12015.3825,11919.8,SAFETY_DAILY_DD_5.9%,1.37,430.74,0.0,-130.9467023101583,-130.9467023101583,-0.30400404492305866,0.756,1.26,False,False,False
EUR_USD_52,EUR_USD,bearish,2023-03-14 21:00:00,2023-03-14 21:00:00,1.06367652,1.07324,SL,0.54,536.19,2.16,-536.19,-538.35,-1.0,0.9,1.5,False,False,False
CHF_JPY_47,CHF_JPY,bullish,2023-03-14 21:00:00,2023-03-15 09:00:00,145.33184,146.114,TP2+Trail,0.01,1453.9,0.04,1524.7776250000002,1524.7376250000002,1.04875,0.9,1.5,True,True,False
EUR_JPY_49,EUR_JPY,bullish,2023-03-14 21:00:00,2023-03-15 09:00:00,143.533402,143.302,TP1+Trail,0.01,1219.13,0.04,426.69550000000004,426.6555,0.35,0.9,1.5,True,False,False
EUR_NZD_61,EUR_NZD,bullish,2023-03-14 21:00:00,2023-03-15 09:00:00,1.69902304,1.72044,TP2+Trail,0.27,537.09,1.08,563.2731375000001,562.1931375,1.04875,0.9,1.5,True,True,False
CHF_JPY_48,CHF_JPY,bullish,2023-03-14 21:00:00,2023-03-15 10:00:00,143.428002,144.862,TP2+Trail,0.01,1888.96,0.04,1981.0468,1981.0068,1.04875,0.9,1.5,True,True,False
