trade_id,symbol,direction,entry_time,entry_price,stop_loss,risk,exit_time,exit_reason,rr,pnl_dollars,is_winner,tp1_hit,tp2_hit,tp3_hit,hours_in_trade
24,USD_CAD,bearish,2023-01-04 22:00:00,1.3571,1.3731634582082322,0.016063458208232184,2023-01-05 15:00:00,TP1+Trail,0.21,75.6,True,True,False,False,17
27,AUD_USD,bullish,2023-01-04 22:00:00,0.673967,0.662336420256547,0.01163057974345294,2023-01-05 15:00:00,TP1+Trail,0.21,75.6,True,True,False,False,17
28,AUD_USD,bullish,2023-01-04 22:00:00,0.67511,0.662297429152128,0.012812570847872018,2023-01-05 15:00:00,TP1+Trail,0.21,75.6,True,True,False,False,17
32,USD_CAD,bearish,2023-01-05 22:00:00,1.36303376,1.3748364550087555,0.011802695008755526,2023-01-06 10:00:00,TP1+Trail,0.21,75.6,True,True,False,False,12
23,USD_CAD,bullish,2023-01-04 22:00:00,1.35786192,1.3469047203490128,0.010957199650987182,2023-01-06 13:00:00,TP1+Trail,0.21,75.6,True,True,False,False,39
31,USD_CAD,bullish,2023-01-05 22:00:00,1.36319808,1.3441578233770723,0.019040256622927743,2023-01-06 17:00:00,SL,-1.0,-360.0,False,False,False,False,19
33,AUD_USD,bullish,2023-01-05 22:00:00,0.6731889,0.6633831045239365,0.009805795476063528,2023-01-09 04:00:00,TP3,1.354,487.44,True,True,True,True,78
11,USD_CHF,bullish,2023-01-02 22:00:00,0.93620296,0.9172831759199154,0.018919784080084656,2023-01-09 15:00:00,SL,-1.0,-360.0,False,False,False,False,161
34,SPX500_USD,bullish,2023-01-06 00:00:00,3874.5575,3756.8409384914926,117.71656150850731,2023-01-10 12:00:00,TP1+Trail,0.21,75.6,True,True,False,False,108
17,EUR_CHF,bearish,2023-01-03 22:00:00,0.98594,0.9948109098204312,0.00887090982043115,2023-01-11 11:00:00,SL,-1.0,-360.0,False,False,False,False,181
38,EUR_CAD,bullish,2023-01-09 22:00:00,1.44192,1.4333908254656738,0.008529174534326334,2023-01-11 16:00:00,TP1+Trail,0.21,75.6,True,True,False,False,42
9,EUR_USD,bearish,2023-01-02 22:00:00,1.0540043,1.0782175288660256,0.024213228866025727,2023-01-12 13:00:00,SL,-1.0,-360.0,False,False,False,False,231
