date,balance,equity,daily_hwm,open_trades,trading_halted
2023-01-05,60000.0,60058.529855979774,60000.0,1,False
2023-01-06,60000.0,59830.63696913125,60058.529855979774,2,False
2023-01-08,60000.0,59788.529278822774,60000.0,2,False
2023-01-09,60000.0,59706.502233254636,60000.0,3,False
2023-01-10,60000.0,59971.179587606865,60000.0,3,False
2023-01-11,60000.0,60384.479863355155,60000.0,3,False
2023-01-12,60000.0,60165.39605549081,60384.479863355155,4,False
2023-01-13,60000.0,59797.126624102704,60165.39605549081,5,False
2023-01-15,60000.0,59752.55777375169,60000.0,5,False
2023-01-16,59454.41,59672.22239949653,60000.0,4,False
2023-01-17,59454.41,59857.23504211269,59672.22239949653,4,False
2023-01-18,59454.41,59972.78749639346,59857.23504211269,4,False
2023-01-19,59454.41,59515.51505324524,59972.78749639346,5,False
2023-01-20,59645.4455,60074.502962278784,59515.51505324524,4,False
2023-01-22,59645.4455,60045.55510654729,60074.502962278784,4,False
2023-01-23,59645.4455,60328.167680291546,60045.55510654729,4,False
2023-01-24,59645.4455,60246.93111683707,60328.167680291546,5,False
2023-01-25,59645.4455,60705.82167422274,60246.93111683707,5,False
2023-01-26,59645.4455,60548.76535424363,60705.82167422274,5,False
2023-01-27,59645.4455,60338.61042831006,60548.76535424363,5,False
2023-01-29,59645.4455,60586.17058911425,60338.61042831006,7,False
2023-01-30,59645.4455,59830.55999925601,60586.17058911425,8,False
2023-01-31,59645.4455,60323.724507683866,59830.55999925601,9,False
2023-02-01,59105.1955,61586.64879425628,60323.724507683866,9,False
2023-02-02,59483.953,61440.576214241555,61586.64879425628,8,False
2023-02-03,58888.773,60785.349817818445,61440.576214241555,8,False
2023-02-05,58888.773,60308.581922507474,60785.349817818445,9,False
2023-02-06,58888.773,59946.882528356466,60308.581922507474,9,False
2023-02-07,58888.773,61194.45093096664,59946.882528356466,9,False
2023-02-08,58888.773,60564.22157586196,61194.45093096664,9,False
2023-02-09,57811.234803305146,57811.234803305146,57811.234803305146,0,True
2023-02-10,57811.234803305146,57863.27350366929,57811.234803305146,1,False
2023-02-12,57811.234803305146,57840.05453473987,57863.27350366929,1,False
2023-02-13,57811.234803305146,57967.86736370648,57840.05453473987,1,False
2023-02-14,57811.234803305146,57945.516393615544,57967.86736370648,1,False
2023-02-15,57811.234803305146,57755.78562251536,57945.516393615544,2,False
2023-02-16,57394.70480330515,57695.9167662005,57811.234803305146,2,False
2023-02-17,57394.70480330515,57621.5675858549,57695.9167662005,2,False
2023-02-19,57394.70480330515,57622.56775964801,57621.5675858549,2,False
2023-02-20,57394.70480330515,57605.75414350147,57622.56775964801,2,False
2023-02-21,57394.70480330515,57604.80425673535,57605.75414350147,3,False
2023-02-22,57394.70480330515,57560.515193570456,57604.80425673535,3,False
2023-02-23,57394.70480330515,57568.494434686414,57560.515193570456,3,False
2023-02-24,57394.70480330515,57481.294488431144,57568.494434686414,4,False
2023-02-26,57394.70480330515,57618.06165625421,57481.294488431144,5,False
2023-02-27,57394.70480330515,57649.19841231206,57618.06165625421,5,False
2023-02-28,57394.70480330515,57563.44389048238,57649.19841231206,5,False
2023-03-01,57394.70480330515,57579.03687652708,57563.44389048238,5,False
2023-03-02,57394.70480330515,57619.469114012194,57579.03687652708,5,False
2023-03-03,57832.641828305146,57978.629921440996,57619.469114012194,5,False
2023-03-05,57832.641828305146,57948.76616834982,57978.629921440996,5,False
2023-03-06,57832.641828305146,58015.51243119942,57948.76616834982,5,False
2023-03-07,57832.641828305146,57880.75165044858,58015.51243119942,5,False
2023-03-08,57832.641828305146,57910.65339349758,57880.75165044858,5,False
2023-03-09,57419.281828305146,57328.44912286214,57910.65339349758,4,False
2023-03-10,57003.311828305144,57067.51143862617,57419.281828305146,3,False
2023-03-12,57037.27711580514,61455.924891776056,57067.51143862617,15,False
2023-03-13,59106.3620657234,59106.3620657234,59106.3620657234,0,True
2023-03-14,58568.0120657234,65567.18624599936,59106.3620657234,19,False
2023-03-15,64249.94822822341,68659.43765853046,65567.18624599936,7,False
2023-03-16,65688.33177822341,68348.0450844643,68659.43765853046,12,False
2023-03-17,65688.33177822341,67234.81585686679,68348.0450844643,13,False
2023-03-19,65688.33177822341,67408.11953092321,67234.81585686679,16,False
2023-03-20,67542.4132532234,67669.47220290323,67408.11953092321,15,False
2023-03-21,67542.4132532234,71811.43961047035,67669.47220290323,17,False
2023-03-22,68310.0438157234,71715.63648700296,71811.43961047035,18,False
2023-03-23,68310.0438157234,70105.46791559404,71715.63648700296,21,False
2023-03-24,68310.0438157234,70953.80459319304,70105.46791559404,21,False
2023-03-26,68310.0438157234,69424.61694224385,70953.80459319304,22,False
2023-03-27,70244.2449032234,71762.05628657351,69424.61694224385,23,False
2023-03-28,69931.55151106587,69931.55151106587,69931.55151106587,0,True
2023-03-29,69931.55151106587,69939.82509728518,69931.55151106587,2,False
2023-03-30,69931.55151106587,70718.51425915107,69939.82509728518,4,False
2023-03-31,69931.55151106587,70025.88146289167,70718.51425915107,4,False
2023-04-02,69232.34151106587,70931.51483010355,70025.88146289167,9,False
2023-04-03,70919.34643606587,72260.02804600533,70931.51483010355,7,False
2023-04-04,70919.34643606587,74142.46935959366,72260.02804600533,11,False
2023-04-05,70723.38193606587,71839.93322496251,74142.46935959366,10,False
2023-04-06,70723.38193606587,72841.7456903845,71839.93322496251,11,False
2023-04-07,71442.59998606586,73131.51325999852,72841.7456903845,11,False
2023-04-09,71442.59998606586,73091.32988717404,73131.51325999852,14,False
2023-04-10,69929.50998606587,72726.05204344977,73091.32988717404,16,False
2023-04-11,70208.10248606587,74811.18164012133,72726.05204344977,16,False
2023-04-12,71050.36473606587,78039.85273224248,74811.18164012133,21,False
2023-04-13,72050.33733606586,77855.44429704627,78039.85273224248,22,False
2023-04-14,72050.33733606586,78647.84389407375,77855.44429704627,22,False
2023-04-16,72050.33733606586,79176.60101197154,78647.84389407375,24,False
2023-04-17,72083.00616106586,78034.81176250326,79176.60101197154,22,False
2023-04-18,72083.00616106586,78284.42599381272,78034.81176250326,24,False
2023-04-19,72353.69616106586,78548.75333987005,78284.42599381272,26,False
2023-04-20,73159.44666106587,78133.92081477227,78548.75333987005,28,False
2023-04-21,75124.17126106587,80529.40876049241,78133.92081477227,27,False
2023-04-23,75124.17126106587,80862.50232439817,80529.40876049241,27,False
2023-04-24,75124.17126106587,84486.89025426187,80862.50232439817,30,False
2023-04-25,82608.36916651635,82608.36916651635,82608.36916651635,0,True
2023-04-26,82608.36916651635,82863.29444791382,82608.36916651635,1,False
2023-04-27,82608.36916651635,80456.54798989622,82863.29444791382,11,False
2023-04-28,81623.26916651634,86722.53621344801,82608.36916651635,10,False
2023-04-30,81623.26916651634,87067.19077751916,86722.53621344801,10,False
2023-05-01,81623.26916651634,93082.71014320178,87067.19077751916,20,False
2023-05-02,92796.07004710396,92796.07004710396,92796.07004710396,0,True
2023-05-03,92796.07004710396,94758.16956547531,92796.07004710396,4,False
2023-05-04,92796.07004710396,99209.93354033327,94758.16956547531,15,False
2023-05-05,95037.68726599208,95037.68726599208,95037.68726599208,0,True
2023-05-07,95037.68726599208,95184.27861011915,95037.68726599208,1,False
2023-05-08,95037.68726599208,95009.55834298508,95184.27861011915,1,False
2023-05-09,95037.68726599208,95111.47849881329,95037.68726599208,1,False
2023-05-10,95037.68726599208,95075.92936922723,95111.47849881329,5,False
2023-05-11,95037.68726599208,94996.5642935912,95075.92936922723,8,False
