ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,sl,tp
1000024,XAG_USD,buy,0.01,31.060019214630127,32.06589226837191,2025-02-03 01:00:00+00:00,2025-02-04 14:30:00+00:00,502.93652687089184,29.94238248825037,0
1000011,GBP_CHF,buy,0.09,1.12302232,1.1270336619546097,2025-02-03 04:45:00+00:00,2025-02-05 15:00:00+00:00,36.10207759148753,1.1270336619546097,0
1000009,EUR_NZD,buy,0.2,1.838,1.8272522679811365,2025-02-03 21:30:00+00:00,2025-02-05 15:30:00+00:00,-214.95464037727174,1.8272522679811365,0
1000015,AUD_CHF,sell,0.25,0.5654818800000001,0.569899022857143,2025-02-03 21:30:00+00:00,2025-02-07 02:00:00+00:00,-110.42857142857243,0.569899022857143,0
1000007,EUR_AUD,buy,0.17,1.66114,1.649537688498148,2025-02-03 21:45:00+00:00,2025-02-07 14:45:00+00:00,-197.23929553148366,1.649537688498148,0
1000093,GBP_CAD,sell,0.09999999999999999,1.78575678,1.7797175798775229,2025-02-07 13:30:00+00:00,2025-02-10 06:30:00+00:00,60.39200122477161,1.7797175798775229,0
1000043,CAD_JPY,sell,0.09999999999999999,107.752,107.11142812436708,2025-02-04 13:00:00+00:00,2025-02-12 00:30:00+00:00,64.0571875632915,107.11142812436708,0
1000048,EUR_USD,sell,0.1,1.04423614,1.040451819388185,2025-02-05 15:00:00+00:00,2025-02-12 17:00:00+00:00,37.84320611814884,1.040451819388185,0
1000087,USD_CHF,buy,0.11000000000000001,0.9055108000000001,0.9086588283773899,2025-02-07 00:30:00+00:00,2025-02-13 08:15:00+00:00,34.62831215128793,0.9086588283773899,0
1000118,EUR_CHF,buy,0.14,0.94115678,0.9437187591868963,2025-02-11 10:00:00+00:00,2025-02-13 11:45:00+00:00,35.86770861654776,0.9437187591868963,0
1000029,USD_CAD,buy,0.12,1.4379461,1.4231325285714287,2025-02-04 14:00:00+00:00,2025-02-13 15:15:00+00:00,-177.76285714285575,1.4231325285714287,0
1000128,XAG_USD,buy,0.01,31.260188007354735,32.423465595015514,2025-02-11 13:15:00+00:00,2025-02-14 01:00:00+00:00,581.6387938303898,29.967657354398316,0
1000030,AUD_USD,sell,0.13,0.62556,0.6346172747026645,2025-02-04 16:00:00+00:00,2025-02-14 13:00:00+00:00,-117.74457113463832,0.6346172747026645,0
1000110,NZD_CAD,sell,0.24,0.8120991999999999,0.8098017714285713,2025-02-10 06:30:00+00:00,2025-02-14 13:30:00+00:00,55.13828571428547,0.8098017714285713,0
