symbol,direction,confluence,quality_factors,regime,signal_time,fill_time,fill_price,exit_time,exit_price,exit_reason,lot_size,risk_usd,commission,realized_pnl
USD_CHF,bullish,15,5,True,2017-01-03 00:00:00,2017-01-03 00:00:00,1.0248523278,2017-01-17 11:15:00,1.0024287620026455,SL,0.08,180.0,0.32,-180.32
AUD_USD,bearish,15,5,True,2017-01-03 00:00:00,2017-01-05 16:00:00,0.735452459,2017-01-17 11:30:00,0.7556846023886533,SL,0.09,179.52031128440947,0.36,-179.8803112844095
GBP_USD,bearish,15,5,True,2017-01-03 00:00:00,2017-01-05 15:30:00,1.2371722340999998,2017-01-17 14:15:00,1.2371722340999998,SL,0.07,179.52031128440947,0.28,21.262437354129137
CAD_JPY,bullish,15,5,True,2017-01-11 00:00:00,2017-01-11 18:00:00,87.27817778999999,2017-01-18 17:15:00,85.84853137255794,SL,0.19,180.9856843644495,0.76,-181.7456843644495
GBP_USD,bearish,15,5,True,2017-01-18 00:00:00,2017-01-18 00:00:00,1.2383577437999997,2017-01-23 00:00:00,1.2383577437999997,SL,0.15,177.7822018794631,0.6,20.73386422553557
NZD_JPY,bullish,15,5,True,2017-01-03 00:00:00,2017-01-03 00:00:00,81.58076242,2017-01-23 10:00:00,81.58076242,SL,0.22,180.0,0.88,20.720000000000002
USD_JPY,bullish,15,5,True,2017-01-18 00:00:00,2017-01-18 21:00:00,115.03722350000001,2017-01-23 15:30:00,113.03833303592526,SL,0.13,176.33849549821286,0.52,-176.85849549821287
EUR_USD,bearish,15,5,True,2017-01-18 00:00:00,2017-01-18 20:00:00,1.0603487871,2017-01-23 21:30:00,1.0760791914559023,SL,0.11,176.33849549821286,0.44,-176.77849549821286
NZD_USD,bearish,15,5,True,2017-01-03 00:00:00,2017-01-11 18:00:00,0.7067027897,2017-01-24 15:00:00,0.7272572334885566,SL,0.09,180.9856843644495,0.36,-181.3456843644495
AUD_NZD,bullish,14,4,False,2017-01-11 00:00:00,2017-01-11 09:45:00,1.0529459369999998,2017-01-25 08:15:00,1.0400975051302683,SL,0.23,178.40052436444952,0.92,-179.3205243644495
CAD_CHF,bullish,15,5,True,2017-01-03 00:00:00,2017-01-19 09:30:00,0.7569852156,2017-01-31 15:45:00,0.7569852156,SL,0.12,176.73194651901514,0.48,20.727833582281818
EUR_USD,bearish,15,5,True,2017-01-24 00:00:00,2017-01-26 15:15:00,1.0627571891999998,2017-01-31 15:45:00,1.0810621154248048,SL,0.09,170.85884753905634,0.36,-171.21884753905636
NZD_JPY,bullish,15,5,True,2017-01-24 00:00:00,2017-01-24 00:00:00,81.96159713999998,2017-02-03 02:45:00,81.96159713999998,SL,0.18,173.5358936000473,0.72,20.10430723200568
EUR_JPY,bullish,14,4,False,2017-01-10 00:00:00,2017-01-17 07:00:00,120.67972262999999,2017-02-06 12:30:00,120.67972262999999,SL,0.1,184.30650074284952,0.4,21.716780089141945
AUD_NZD,bearish,15,5,True,2017-01-26 00:00:00,2017-02-01 17:00:00,1.0437397566,2017-02-09 03:45:00,1.059083688534022,SL,0.18,169.31355791120484,0.72,-170.03355791120484
GBP_JPY,bearish,15,5,True,2017-01-23 00:00:00,2017-01-23 14:30:00,141.88371252000002,2017-02-10 00:00:00,141.88371252000002,SL,0.08,176.71862651901515,0.32,20.886235182281816
CAD_JPY,bearish,15,5,True,2017-01-20 00:00:00,2017-01-25 14:00:00,86.72407264,2017-02-10 13:30:00,86.72407264,SL,0.19,170.28989772148722,0.76,19.674787726578465
AUD_JPY,bearish,15,5,True,2017-01-03 00:00:00,2017-01-03 15:00:00,85.46966818,2017-02-13 00:00:00,87.40355330844028,SL,0.14,180.19439999999997,0.56,-180.75439999999998
EUR_GBP,bullish,15,5,True,2017-01-12 00:00:00,2017-01-19 14:00:00,0.8617405463999999,2017-02-13 19:45:00,0.8460734691270901,SL,0.09,176.73194651901514,0.36,-177.09194651901515
EUR_AUD,bearish,15,5,True,2017-01-03 00:00:00,2017-01-03 00:00:00,1.4462913044999999,2017-02-14 22:15:00,1.3790692358543601,TP3,0.09,180.0,0.36,296.6400000000002
AUD_CHF,bullish,15,5,True,2017-01-24 00:00:00,2017-01-27 09:30:00,0.7516557408,2017-02-16 16:00:00,0.7677577888182217,SL,0.12,170.85884753905634,0.48,196.0076746699149
NZD_JPY,bullish,15,5,True,2017-02-13 00:00:00,2017-02-13 13:00:00,81.640745,2017-02-17 03:45:00,81.640745,SL,0.2,167.84054092375166,0.8,19.340864910850197
GBP_JPY,bullish,14,4,False,2017-02-13 00:00:00,2017-02-14 09:30:00,141.87944991,2017-02-27 00:00:00,139.1195791781368,SL,0.09,166.43036405049511,0.36,-166.79036405049513
EUR_GBP,bearish,15,5,True,2017-02-14 00:00:00,2017-02-16 15:00:00,0.8531273877,2017-02-27 08:00:00,0.8531273877,SL,0.09,169.2287698402591,0.36,19.947452380831095
CAD_CHF,bullish,15,5,True,2017-02-01 00:00:00,2017-02-01 03:00:00,0.7569852156,2017-02-28 15:45:00,0.7569852156,SL,0.12,169.31355791120484,0.48,19.837626949344582
AUD_CHF,bullish,15,5,True,2017-02-17 00:00:00,2017-02-17 00:00:00,0.7690527329999999,2017-02-28 23:45:00,0.7690527329999999,SL,0.13,170.07020113557746,0.52,19.888424136269297
USD_JPY,bearish,15,5,True,2017-02-07 00:00:00,2017-02-09 16:30:00,113.24560859,2017-03-01 01:00:00,113.24560859,SL,0.1,169.29419188120755,0.4,19.915303025744908
CAD_CHF,bullish,14,4,False,2017-03-01 00:00:00,2017-03-01 00:00:00,0.75624,2017-03-01 15:30:00,0.75624,SL,0.36,169.09892847500862,1.44,18.851871417001032
AUD_USD,bullish,15,5,True,2017-02-13 00:00:00,2017-02-13 15:30:00,0.7631806185,2017-03-02 09:15:00,0.7631806185,SL,0.15,167.84054092375166,0.6,19.540864910850196
NZD_USD,bullish,15,5,True,2017-02-13 00:00:00,2017-02-13 00:00:00,0.7212985499999999,2017-03-02 17:45:00,0.7054982042692145,SL,0.11,169.46733052375166,0.44,-169.90733052375165
NZD_JPY,bullish,15,5,True,2017-02-27 00:00:00,2017-02-27 18:30:00,81.39133432,2017-03-03 01:00:00,80.57009029193566,SL,0.31,168.9250907477769,1.24,-170.1650907477769
XAG_USD,bullish,15,5,True,2017-03-03 00:00:00,2017-03-03 00:00:00,17.83027,2017-03-03 08:00:00,17.69263858389147,SL,0.24,167.91286844105548,0.96,-166.27992480862662
EUR_CAD,bearish,15,5,True,2017-01-03 00:00:00,2017-01-19 09:00:00,1.4145108851000001,2017-03-03 11:00:00,1.4145108851000001,SL,0.08,176.53754651901514,0.32,20.864505582281815
USD_CHF,bearish,15,5,True,2017-01-31 00:00:00,2017-02-03 13:30:00,0.9985212452999999,2017-03-07 13:45:00,1.0163540214266769,SL,0.1,169.67572469622863,0.4,-170.07572469622863
