ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,partial,mfe_r,mae_r
1000004_partial_1696255200,USD_CAD,buy,0.33,1.3571,1.3663255015456746,2023-10-02 00:00:00+00:00,2023-10-02 14:00:00+00:00,304.44155100726135,0.0,1.3386489969086508,0,True,,
1000000_partial_1696257000,EUR_USD,sell,0.77,1.05648,1.0498794309177617,2023-10-02 00:00:00+00:00,2023-10-02 14:30:00+00:00,508.2438193323555,0.0,1.0696811381644766,0,True,,
1000004_partial_1696428000,USD_CAD,buy,0.26,1.3571,1.3755510030913491,2023-10-02 00:00:00+00:00,2023-10-04 14:00:00+00:00,479.7260803750785,0.0,1.3607902006182697,0,True,,
1000000,EUR_USD,sell,0.9299999999999999,1.05648,1.0538897723671048,2023-10-02 00:00:00+00:00,2023-10-05 16:15:00+00:00,240.89116985926216,0.0,1.0538397723671047,0,,0.881,0.205
1000004,USD_CAD,buy,0.14999999999999997,1.3571,1.3662755015456745,2023-10-02 00:00:00+00:00,2023-10-06 15:30:00+00:00,137.63252318511718,0.0,1.3663255015456746,0,,1.164,0.05
1000016,AUD_CAD,sell,0.71,0.86388,0.8732,2023-10-03 12:45:00+00:00,2023-10-06 19:30:00+00:00,-661.7199999999996,0.0,0.8770069228835169,0,,0.107,0.814
1000008_partial_1696620600,AUD_USD,sell,0.43,0.63598,0.6392,2023-10-03 00:00:00+00:00,2023-10-06 19:30:00+00:00,-138.46,0.0,0.6526634112018608,0,True,,
1000011_partial_1696620600,EUR_CHF,sell,0.27,0.96407,0.96356,2023-10-03 06:30:00+00:00,2023-10-06 19:30:00+00:00,13.770000000000284,0.0,0.9710495435126405,0,True,,
1000013_partial_1696620600,GBP_CHF,sell,0.15,1.11238,1.11405,2023-10-03 06:30:00+00:00,2023-10-06 19:30:00+00:00,-25.050000000000903,0.0,1.1244568260409895,0,True,,
1000006_partial_1696620600,USD_JPY,buy,0.52,149.088,149.32,2023-10-03 14:00:00+00:00,2023-10-06 19:30:00+00:00,120.63999999999965,0.0,147.06804163648016,0,True,,
1000011_partial_1696802400,EUR_CHF,sell,0.4,0.96407,0.9605802282436797,2023-10-03 06:30:00+00:00,2023-10-08 22:00:00+00:00,139.5908702528104,0.0,0.9710495435126405,0,True,,
1000011,EUR_CHF,sell,0.21999999999999997,0.96407,0.9570904564873595,2023-10-03 06:30:00+00:00,2023-10-09 13:00:00+00:00,153.5499572780914,0.0,0.9626740912974718,0,,1.056,0.504
1000013_partial_1697106600,GBP_CHF,sell,0.23,1.11238,1.106341586979505,2023-10-03 06:30:00+00:00,2023-10-12 10:30:00+00:00,138.8834994713828,0.0,1.1244568260409895,0,True,,
1000013,GBP_CHF,sell,0.12999999999999998,1.11238,1.1003031739590103,2023-10-03 06:30:00+00:00,2023-10-13 14:00:00+00:00,156.9987385328646,0.0,1.109964634791802,0,,1.057,0.227
1000008_partial_1697225400,AUD_USD,sell,0.31,0.63598,0.62978,2023-10-03 00:00:00+00:00,2023-10-13 19:30:00+00:00,192.19999999999948,0.0,0.6526634112018608,0,True,,
1000006_partial_1697225400,USD_JPY,buy,0.36,149.088,149.497,2023-10-03 14:00:00+00:00,2023-10-13 19:30:00+00:00,147.24000000000729,0.0,147.06804163648016,0,True,,
1000022_partial_1697538600,EUR_GBP,buy,0.33,0.8643,0.8677981821918781,2023-10-16 16:00:00+00:00,2023-10-17 10:30:00+00:00,115.44001233197865,0.0,0.8573036356162438,0,True,,
1000023_partial_1697551200,EUR_JPY,buy,0.23,157.28799999999998,158.22261074179897,2023-10-16 00:00:00+00:00,2023-10-17 14:00:00+00:00,214.960470613768,0.0,155.418778516402,0,True,,
1000021_partial_1697680800,USD_CAD,buy,0.17,1.36097,1.3725199006132027,2023-10-16 16:45:00+00:00,2023-10-19 02:00:00+00:00,196.34831042444614,0.0,1.3378701987735946,0,True,,
1000022_partial_1697706900,EUR_GBP,buy,0.26,0.8643,0.8712963643837561,2023-10-16 16:00:00+00:00,2023-10-19 09:15:00+00:00,181.90547397766042,0.0,0.8656992728767512,0,True,,
1000008_partial_1697830200,AUD_USD,sell,0.21,0.63598,0.63104,2023-10-03 00:00:00+00:00,2023-10-20 19:30:00+00:00,103.73999999999883,0.0,0.6526634112018608,0,True,,
1000006_partial_1697830200,USD_JPY,buy,0.26,149.088,149.878,2023-10-03 14:00:00+00:00,2023-10-20 19:30:00+00:00,205.39999999999793,0.0,147.06804163648016,0,True,,
1000019_partial_1697830200,GBP_USD,buy,0.1,1.2188400000000001,1.21545,2023-10-16 14:30:00+00:00,2023-10-20 19:30:00+00:00,-33.90000000000226,0.0,1.1990262059050631,0,True,,
1000018_partial_1697830200,EUR_USD,sell,0.14,1.05593,1.05905,2023-10-16 19:00:00+00:00,2023-10-20 19:30:00+00:00,-43.68000000000016,0.0,1.0696740586980664,0,True,,
1000023_partial_1698069600,EUR_JPY,buy,0.17,157.28799999999998,159.15722148359797,2023-10-16 00:00:00+00:00,2023-10-23 14:00:00+00:00,317.76765221165704,0.0,157.66184429671958,0,True,,
1000030,AUD_CAD,sell,0.55,0.86725,0.8779942791017512,2023-10-23 16:15:00+00:00,2023-10-25 00:45:00+00:00,-590.9353505963184,0.0,0.8779442791017512,0,,0.046,1.022
1000006,USD_JPY,buy,0.59,149.088,150.0979791817599,2023-10-03 14:00:00+00:00,2023-10-25 20:15:00+00:00,595.8877172383509,0.0,147.06804163648016,0,,0.535,0.458
1000008,AUD_USD,sell,0.5,0.63598,0.6276382943990696,2023-10-03 00:00:00+00:00,2023-10-26 02:15:00+00:00,417.08528004651964,0.0,0.6526634112018608,0,,0.535,0.512
1000032_partial_1698300000,USD_JPY,buy,0.59,150.102,150.64100776856134,2023-10-26 00:00:00+00:00,2023-10-26 06:00:00+00:00,318.01458345118675,0.0,149.0239844628773,0,True,,
1000032,USD_JPY,buy,0.7300000000000001,150.102,150.31260310742454,2023-10-26 00:00:00+00:00,2023-10-26 06:45:00+00:00,153.74026841990857,0.0,150.31760310742453,0,,0.628,0.219
1000023,EUR_JPY,buy,0.1,157.28799999999998,158.21761074179898,2023-10-16 00:00:00+00:00,2023-10-26 06:45:00+00:00,92.96107417989958,0.0,158.22261074179897,0,,1.406,0.101
1000021_partial_1698336000,USD_CAD,buy,0.13,1.36097,1.3840698012264054,2023-10-16 16:45:00+00:00,2023-10-26 16:00:00+00:00,300.29741594327055,0.0,1.365589960245281,0,True,,
1000019,GBP_USD,buy,0.22,1.2188400000000001,1.21182,2023-10-16 14:30:00+00:00,2023-10-27 18:00:00+00:00,-154.44000000000545,0.0,1.1990262059050631,0,,0.507,0.6
1000022,EUR_GBP,buy,0.14999999999999997,0.8643,0.87192,2023-10-16 16:00:00+00:00,2023-10-27 18:00:00+00:00,114.30000000000105,0.0,0.8677981821918781,0,,1.395,0.031
1000021,USD_CAD,buy,0.06999999999999998,1.36097,1.38663,2023-10-16 16:45:00+00:00,2023-10-27 18:00:00+00:00,179.62000000000003,0.0,1.3725199006132027,0,,1.151,0.017
1000018,EUR_USD,sell,0.32,1.05593,1.0566,2023-10-16 19:00:00+00:00,2023-10-27 18:00:00+00:00,-21.43999999999835,0.0,1.0696740586980664,0,,0.273,0.984
1000026,GBP_JPY,buy,0.31,182.69455,181.164,2023-10-23 14:00:00+00:00,2023-10-27 18:00:00+00:00,-474.4705000000016,0.0,180.6224446344459,0,,0.513,0.749
1000036,EUR_JPY,buy,1.73,158.808,157.958,2023-10-27 00:00:00+00:00,2023-10-27 18:00:00+00:00,-1470.4999999999902,0.0,157.15920515067594,0,,0.015,0.54
1000033,USD_JPY,buy,2.58,150.1279,149.498,2023-10-27 05:45:00+00:00,2023-10-27 18:00:00+00:00,-1625.142000000053,0.0,149.01802842981462,0,,0.137,0.569
1000034,USD_CHF,sell,0.9400000000000001,0.90246,0.90149,2023-10-27 11:30:00+00:00,2023-10-27 18:00:00+00:00,91.1800000000025,0.0,0.9206064144653361,0,,0.133,0.057
1000035,AUD_USD,sell,1.68,0.636292,0.63384,2023-10-27 13:15:00+00:00,2023-10-27 18:00:00+00:00,411.93600000000157,0.0,0.6475867227090876,0,,0.257,0.045
1000039,EUR_AUD,buy,1.4000000000000001,1.66481,1.65323,2023-10-30 00:00:00+00:00,2023-11-01 14:30:00+00:00,-1621.1999999999894,0.0,1.638478865276092,0,,0.432,0.457
1000037,NZD_USD,sell,2.12,0.58442,0.58569,2023-10-30 19:00:00+00:00,2023-11-01 14:30:00+00:00,-269.2399999999986,0.0,0.5955458029069666,0,,0.495,0.119
