ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,sl,tp
1000007,GBP_NZD,sell,0.07,1.91264836,1.91488,2023-01-02 01:30:00+00:00,2023-01-03 08:15:00+00:00,-15.621479999999856,1.91264836,0
1000010,EUR_USD,buy,0.09000000000000001,1.0637465,1.05682,2023-01-03 07:45:00+00:00,2023-01-03 08:30:00+00:00,-62.33849999999852,1.06447282,0
1000001,NZD_USD,sell,0.04000000000000001,0.6382179,0.62548,2023-01-02 02:45:00+00:00,2023-01-03 09:30:00+00:00,50.95159999999988,0.6244987714847374,0
1000012,USD_CAD,buy,0.09999999999999999,1.35786192,1.36137,2023-01-03 01:00:00+00:00,2023-01-03 14:30:00+00:00,35.08080000000024,1.362239316588343,0
1000015,EUR_USD,sell,0.11,1.06447282,1.06052,2023-01-03 07:45:00+00:00,2023-01-04 07:30:00+00:00,43.48102000000087,1.0602408218215231,0
1000003,EUR_AUD,buy,0.08,1.56759,1.54556,2023-01-02 07:45:00+00:00,2023-01-04 08:15:00+00:00,-176.23999999999992,1.545596153065576,0
1000002,EUR_JPY,sell,0.030000000000000002,140.03824999999998,138.814,2023-01-02 00:30:00+00:00,2023-01-04 12:30:00+00:00,36.72749999999951,138.82651236221776,0
1000009,EUR_CAD,buy,0.14,1.4430606400000001,1.43176,2023-01-03 07:00:00+00:00,2023-01-04 16:00:00+00:00,-158.20896000000272,1.4317368040194571,0
1000017,EUR_CAD,buy,0.17,1.44192,1.43176,2023-01-03 07:15:00+00:00,2023-01-04 16:00:00+00:00,-172.72000000000287,1.4322885714285716,0
1000019,AUD_CAD,buy,0.05,0.91455754,0.92508,2023-01-03 08:30:00+00:00,2023-01-04 16:00:00+00:00,52.612300000000054,0.9255234763242888,0
1000013,AUD_JPY,sell,0.07,88.569432,90.733,2023-01-03 01:00:00+00:00,2023-01-04 17:45:00+00:00,-151.44975999999988,90.81531839725325,0
1000023,GBP_NZD,sell,0.06,1.91529,1.91582,2023-01-04 00:45:00+00:00,2023-01-04 18:00:00+00:00,-3.180000000000849,1.91529,0
1000018,AUD_USD,buy,0.04,0.67278,0.68355,2023-01-03 08:30:00+00:00,2023-01-04 19:00:00+00:00,43.079999999999785,0.683105767252569,0
1000021,USD_JPY,sell,0.09,131.763984,133.45,2023-01-04 15:15:00+00:00,2023-01-05 13:30:00+00:00,-151.74143999999956,133.608484,0
1000030,USD_JPY,sell,0.08,131.763984,133.688,2023-01-04 15:15:00+00:00,2023-01-05 13:45:00+00:00,-153.92127999999957,133.70162685714286,0
1000025,USD_CAD,sell,0.08,1.35971774,1.35387,2023-01-04 08:15:00+00:00,2023-01-05 14:00:00+00:00,46.78192000000081,1.354456680882253,0
1000006,CAD_JPY,buy,0.030000000000000002,96.283422,98.338,2023-01-02 13:00:00+00:00,2023-01-05 16:15:00+00:00,61.637339999999774,98.33959016659756,0
1000024,NZD_USD,sell,0.05,0.62946,0.62972,2023-01-04 07:15:00+00:00,2023-01-06 15:30:00+00:00,-1.2999999999996348,0.62946,0
1000020,GBP_CHF,sell,0.06,1.1258235,1.12166,2023-01-03 15:30:00+00:00,2023-01-06 15:45:00+00:00,24.98099999999992,1.1206622445504226,0
1000004,AUD_CHF,sell,0.11,0.62921,0.63978,2023-01-02 04:00:00+00:00,2023-01-09 00:45:00+00:00,-116.26999999999965,0.6396827431972778,0
1000029,CHF_JPY,sell,0.07,141.782886,143.892,2023-01-04 15:30:00+00:00,2023-01-09 15:30:00+00:00,-147.63798000000037,143.906386,0
1000033,EUR_USD,sell,0.07,1.06447282,1.07463,2023-01-06 19:00:00+00:00,2023-01-09 15:30:00+00:00,-71.10025999999992,1.06444,0
