ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,partial,mfe_r,mae_r
1000000_partial_1641222000,EUR_USD,sell,1.57,1.1350259999999999,1.1305877500000001,2022-01-03 01:30:00+00:00,2022-01-03 15:00:00+00:00,696.8052499999616,0.0,1.141981,0,True,,
1000009,EUR_CHF,sell,5.49,1.0381,1.0376,2022-01-03 13:15:00+00:00,2022-01-03 22:00:00+00:00,274.49999999996976,0.0,1.0453404829584227,0,,0.16,0.146
1000010,EUR_AUD,sell,3.06,1.57117,1.57082,2022-01-03 13:45:00+00:00,2022-01-03 22:00:00+00:00,107.09999999995424,0.0,1.5908764384299496,0,,0.194,0.094
1000012,EUR_NZD,buy,3.15,1.6686145000000001,1.66527,2022-01-03 14:00:00+00:00,2022-01-03 22:00:00+00:00,-1053.5175000000263,0.0,1.6482200400108789,0,,0.025,0.36
1000006,NZD_USD,buy,3.93,0.67852,0.67831,2022-01-03 14:30:00+00:00,2022-01-03 22:00:00+00:00,-82.5300000000171,0.0,0.667459047609254,0,,0.103,0.094
1000016,GBP_CAD,buy,2.57,1.7180600000000001,1.71882,2022-01-03 14:30:00+00:00,2022-01-03 22:00:00+00:00,195.31999999996705,0.0,1.69655992892973,0,,0.082,0.18
1000005,AUD_USD,buy,3.96,0.71904,0.71914,2022-01-03 15:00:00+00:00,2022-01-03 22:00:00+00:00,39.59999999999564,0.0,0.708054121948522,0,,0.096,0.056
1000003,USD_CHF,sell,5.17,0.9189,0.91881,2022-01-03 15:15:00+00:00,2022-01-03 22:00:00+00:00,46.530000000017836,0.0,0.9265692903187313,0,,0.13,0.146
1000004,USD_CAD,sell,2.64,1.2777895000000001,1.27558,2022-01-03 15:45:00+00:00,2022-01-03 22:00:00+00:00,583.3080000000522,0.0,1.2986793437800817,0,,0.163,0.0
1000000,EUR_USD,sell,4.7299999999999995,1.1350259999999999,1.12957,2022-01-03 01:30:00+00:00,2022-01-03 22:00:00+00:00,2580.6879999999546,0.0,1.1357665,0,,1.013,0.232
1000015,GBP_AUD,buy,2.92,1.8625070000000001,1.87421,2022-01-03 01:45:00+00:00,2022-01-03 22:00:00+00:00,3417.2759999999407,0.0,1.8419466237899995,0,,0.65,0.106
1000026,NZD_USD,buy,3.91,0.67918,0.68058,2022-01-04 00:00:00+00:00,2022-01-04 22:00:00+00:00,547.3999999999832,0.0,0.667440544208593,0,,0.278,0.228
1000023,USD_CHF,sell,3.91,0.91618,0.9163,2022-01-04 14:45:00+00:00,2022-01-04 22:00:00+00:00,-46.92000000000352,0.0,0.9265696981531076,0,,0.241,0.081
1000038,AUD_JPY,buy,3.64,83.28674999999998,84.04,2022-01-04 03:00:00+00:00,2022-01-04 22:00:00+00:00,2741.8300000000822,0.0,81.87921360532988,0,,0.633,0.004
1000036_partial_1641333600,GBP_CAD,buy,2.31,1.7148675,1.71964,2022-01-04 04:45:00+00:00,2022-01-04 22:00:00+00:00,1102.4475000000157,0.0,1.6966320768633207,0,True,,
1000032_partial_1641333600,EUR_NZD,sell,2.19,1.6663675,1.65823,2022-01-04 12:30:00+00:00,2022-01-04 22:00:00+00:00,1782.1124999999797,0.0,1.68865888213023,0,True,,
1000036,GBP_CAD,buy,0.77,1.7148675,1.7267205250388415,2022-01-04 04:45:00+00:00,2022-01-05 17:45:00+00:00,912.6829279908001,0.0,1.6966320768633207,0,,0.672,0.076
1000032,EUR_NZD,sell,0.73,1.6663675,1.66458,2022-01-04 12:30:00+00:00,2022-01-05 22:00:00+00:00,130.48750000000385,0.0,1.68865888213023,0,,0.547,0.032
