ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,partial,mfe_r,mae_r
1000012_partial_1514989800,AUD_CHF,buy,0.41,0.76052,0.7659848359806964,2018-01-02 00:00:00+00:00,2018-01-03 14:30:00+00:00,224.0582752085552,0.0,0.7495903280386071,0,True,,
1000014_partial_1515080700,NZD_CHF,buy,0.57,0.692306,0.696206886025804,2018-01-02 00:45:00+00:00,2018-01-04 15:45:00+00:00,222.35050347083217,0.0,0.6843542279483918,0,True,,
1000002_partial_1515132900,USD_JPY,buy,0.79,112.291,113.03381532577782,2018-01-02 09:45:00+00:00,2018-01-05 06:15:00+00:00,586.8241073644828,0.0,110.80536934844433,0,True,,
1000014_partial_1515160800,NZD_CHF,buy,0.44,0.692306,0.7001577720516081,2018-01-02 00:45:00+00:00,2018-01-05 14:00:00+00:00,345.4779702707582,0.0,0.6938363544103217,0,True,,
1000010_partial_1515180600,GBP_CHF,sell,0.53,1.32038,1.32368,2018-01-02 15:45:00+00:00,2018-01-05 19:30:00+00:00,-174.8999999999925,0.0,1.33308805021934,0,True,,
1000002,USD_JPY,buy,0.97,112.291,112.58312613031113,2018-01-02 09:45:00+00:00,2018-01-09 02:00:00+00:00,283.3623464017982,0.0,112.58812613031112,0,,0.738,0.157
1000020_partial_1515477600,EUR_GBP,sell,0.15,0.8858330000000001,0.8814958882100057,2018-01-08 07:45:00+00:00,2018-01-09 06:00:00+00:00,65.0566768499161,0.0,0.8946572235799888,0,True,,
1000014_partial_1515483000,NZD_CHF,buy,0.25,0.692306,0.7041086580774122,2018-01-02 00:45:00+00:00,2018-01-09 07:30:00+00:00,295.0664519353052,0.0,0.696206886025804,0,True,,
1000022_partial_1515547800,EUR_CHF,buy,0.58,1.16911,1.1743670128581691,2018-01-08 15:00:00+00:00,2018-01-10 01:30:00+00:00,304.9067457738044,0.0,1.158595974283662,0,True,,
1000020,EUR_GBP,sell,0.19000000000000003,0.8858330000000001,0.8841781552840023,2018-01-08 07:45:00+00:00,2018-01-10 08:15:00+00:00,31.442049603957248,0.0,0.8841281552840023,0,,0.56,0.123
1000028_partial_1515580200,USD_JPY,sell,0.17,112.30785,111.61162520975364,2018-01-10 01:00:00+00:00,2018-01-10 10:30:00+00:00,118.35821434188149,0.0,113.71529958049271,0,True,,
1000022,EUR_CHF,buy,0.7100000000000001,1.16911,1.1711628051432676,2018-01-08 15:00:00+00:00,2018-01-10 11:00:00+00:00,145.74916517199645,0.0,1.1712128051432678,0,,0.538,0.069
1000012_partial_1515647700,AUD_CHF,buy,0.32,0.76052,0.7714496719613928,2018-01-02 00:00:00+00:00,2018-01-11 05:15:00+00:00,349.7495027645705,0.0,0.7627059343922785,0,True,,
1000039_partial_1515671100,GBP_AUD,sell,0.33,1.7201114999999998,1.7110889726802399,2018-01-11 00:30:00+00:00,2018-01-11 11:45:00+00:00,297.7434015520781,0.0,1.73830655463952,0,True,,
1000039,GBP_AUD,sell,0.41,1.7201114999999998,1.716582489072096,2018-01-11 00:30:00+00:00,2018-01-11 13:45:00+00:00,144.68944804405615,0.0,1.7165324890720959,0,,0.562,0.0
1000012,AUD_CHF,buy,0.17000000000000004,0.76052,0.7659348359806964,2018-01-02 00:00:00+00:00,2018-01-12 08:30:00+00:00,92.0522116718401,0.0,0.7659848359806964,0,,1.138,0.143
1000029_partial_1515745800,USD_CHF,sell,0.05,0.9824225,0.9731164227772595,2018-01-10 07:15:00+00:00,2018-01-12 08:30:00+00:00,46.5303861137023,0.0,1.0011846544454808,0,True,,
1000027,GBP_USD,buy,0.01,1.35085,1.3595668528706462,2018-01-10 07:45:00+00:00,2018-01-12 09:00:00+00:00,8.716852870646052,0.0,1.3334162942587078,0,,0.595,0.287
1000014,NZD_CHF,buy,5.551115123125783e-17,0.692306,0.7016881264619298,2018-01-02 00:45:00+00:00,2018-01-12 13:45:00+00:00,5.2081264089897204e-14,0.0,0.7017381264619298,0,,2.197,0.558
1000047_partial_1515764700,GBP_AUD,buy,0.06,1.7258685000000002,1.7364642217969202,2018-01-12 08:45:00+00:00,2018-01-12 13:45:00+00:00,63.57433078151952,0.0,1.70452705640616,0,True,,
1000043_partial_1515783600,AUD_USD,buy,0.52,0.785878,0.7906442467528196,2018-01-12 13:30:00+00:00,2018-01-12 19:00:00+00:00,247.8448311466228,0.0,0.7763455064943607,0,True,,
1000010,GBP_CHF,sell,1.25,1.32038,1.33022,2018-01-02 15:45:00+00:00,2018-01-12 19:30:00+00:00,-1229.9999999999811,0.0,1.33308805021934,0,,0.236,0.937
1000032_partial_1515785400,EUR_JPY,buy,0.06,134.462,135.21,2018-01-10 00:00:00+00:00,2018-01-12 19:30:00+00:00,44.88000000000113,0.0,132.0128693824885,0,True,,
1000045_partial_1515785400,EUR_CHF,buy,0.36,1.17582,1.17958,2018-01-12 00:00:00+00:00,2018-01-12 19:30:00+00:00,135.35999999999947,0.0,1.1663774305813344,0,True,,
1000045_partial_1515968100,EUR_CHF,buy,0.54,1.17582,1.1805412847093328,2018-01-12 00:00:00+00:00,2018-01-14 22:15:00+00:00,254.9493743039686,0.0,1.1663774305813344,0,True,,
1000028_partial_1515976200,USD_JPY,sell,0.13,112.30785,110.91040041950728,2018-01-10 01:00:00+00:00,2018-01-15 00:30:00+00:00,181.66844546405343,0.0,112.03236008390145,0,True,,
1000047,GBP_AUD,buy,0.08000000000000002,1.7258685000000002,1.7300267887187681,2018-01-12 08:45:00+00:00,2018-01-15 03:30:00+00:00,33.266309750143115,0.0,1.7300767887187682,0,,0.815,0.029
1000029_partial_1516006800,USD_CHF,sell,0.03,0.9824225,0.9637603455545192,2018-01-10 07:15:00+00:00,2018-01-15 09:00:00+00:00,55.986463336442405,0.0,0.9787300691109038,0,True,,
1000043_partial_1516006800,AUD_USD,buy,0.4,0.785878,0.7954104935056392,2018-01-12 13:30:00+00:00,2018-01-15 09:00:00+00:00,381.29974022556917,0.0,0.7877844987011278,0,True,,
1000032_partial_1516011300,EUR_JPY,buy,0.09,134.462,135.68656530875575,2018-01-10 00:00:00+00:00,2018-01-15 10:15:00+00:00,110.21087778801814,0.0,132.0128693824885,0,True,,
1000045,EUR_CHF,buy,0.2899999999999999,1.17582,1.1776585138837332,2018-01-12 00:00:00+00:00,2018-01-16 15:30:00+00:00,53.316902628260706,0.0,1.1777085138837333,0,,0.794,0.085
1000064,GBP_CHF,buy,0.01,1.3233,1.3299251833880468,2018-01-16 19:15:00+00:00,2018-01-17 11:15:00+00:00,6.6251833880468505,0.0,1.3100496332239062,0,,0.558,0.091
1000075_partial_1516209300,CAD_JPY,buy,0.06,88.85600000000001,89.34116326441931,2018-01-17 00:00:00+00:00,2018-01-17 17:15:00+00:00,29.109795865157935,0.0,87.88567347116141,0,True,,
1000043_partial_1516211100,AUD_USD,buy,0.23,0.785878,0.8001767402584588,2018-01-12 13:30:00+00:00,2018-01-17 17:45:00+00:00,328.8710259445521,0.0,0.7906442467528196,0,True,,
1000046,GBP_JPY,buy,0.01,152.478,153.85093353806343,2018-01-12 13:45:00+00:00,2018-01-17 18:30:00+00:00,13.729335380634211,0.0,149.7171329238732,0,,0.623,0.196
1000043,AUD_USD,buy,8.326672684688674e-17,0.785878,0.797266992206767,2018-01-12 13:30:00+00:00,2018-01-17 21:45:00+00:00,9.483241031421925e-14,0.0,0.797316992206767,0,,1.724,0.099
1000075,CAD_JPY,buy,0.07,88.85600000000001,89.04506530576774,2018-01-17 00:00:00+00:00,2018-01-18 14:00:00+00:00,13.234571403740889,0.0,89.05006530576773,0,,0.804,0.595
1000029_partial_1516351500,USD_CHF,sell,0.02,0.9824225,0.9544042683317788,2018-01-10 07:15:00+00:00,2018-01-19 08:45:00+00:00,56.036463336442296,0.0,0.9731164227772595,0,True,,
1000029,USD_CHF,sell,3.469446951953614e-18,0.9824225,0.960067914665423,2018-01-10 07:15:00+00:00,2018-01-19 13:00:00+00:00,7.755804795123519e-15,0.0,0.960017914665423,0,,1.538,0.032
1000054_partial_1516390200,AUD_CHF,buy,0.42,0.76728,0.76962,2018-01-15 01:15:00+00:00,2018-01-19 19:30:00+00:00,98.28000000000037,0.0,0.75995825831261,0,True,,
1000066_partial_1516390200,NZD_CHF,buy,0.05,0.7000135,0.70046,2018-01-16 15:45:00+00:00,2018-01-19 19:30:00+00:00,2.2325000000000816,0.0,0.6865899915260136,0,True,,
1000071_partial_1516390200,EUR_CHF,buy,0.57,1.17708,1.17676,2018-01-17 00:00:00+00:00,2018-01-19 19:30:00+00:00,-18.23999999999293,0.0,1.1664273592325034,0,True,,
1000072_partial_1516390200,EUR_AUD,buy,0.03,1.533573,1.52898,2018-01-17 08:45:00+00:00,2018-01-19 19:30:00+00:00,-13.779000000000206,0.0,1.5193678512715914,0,True,,
1000059_partial_1516390200,EUR_GBP,buy,0.33,0.8837895,0.88176,2018-01-17 18:00:00+00:00,2018-01-19 19:30:00+00:00,-66.97350000000057,0.0,0.8764458123350928,0,True,,
1000054_partial_1516628700,AUD_CHF,buy,0.63,0.76728,0.770865870843695,2018-01-15 01:15:00+00:00,2018-01-22 13:45:00+00:00,225.90986315278462,0.0,0.75995825831261,0,True,,
1000081_partial_1516639500,GBP_CHF,buy,0.01,1.3344895,1.3434347846794568,2018-01-22 01:15:00+00:00,2018-01-22 16:45:00+00:00,8.945284679456655,0.0,1.3165989306410868,0,True,,
1000059,EUR_GBP,buy,0.77,0.8837895,0.8763958123350928,2018-01-17 18:00:00+00:00,2018-01-22 19:30:00+00:00,-569.3139501978561,0.0,0.8764458123350928,0,,0.108,1.001
1000054,AUD_CHF,buy,0.3500000000000002,0.76728,0.768634348337478,2018-01-15 01:15:00+00:00,2018-01-23 03:30:00+00:00,47.402191811731804,0.0,0.768684348337478,0,,0.583,0.612
1000028,USD_JPY,sell,0.06999999999999998,112.30785,110.20917562926093,2018-01-10 01:00:00+00:00,2018-01-23 23:30:00+00:00,146.90720595173528,0.0,111.61162520975364,0,,1.552,0.068
1000081,GBP_CHF,buy,0.01,1.3344895,1.3380176138717828,2018-01-22 01:15:00+00:00,2018-01-24 08:00:00+00:00,3.528113871782645,0.0,1.3380676138717829,0,,0.664,0.062
1000032,EUR_JPY,buy,0.06,134.462,134.9468261235023,2018-01-10 00:00:00+00:00,2018-01-24 11:15:00+00:00,29.089567410138102,0.0,134.9518261235023,0,,0.755,0.572
1000072_partial_1516835700,EUR_AUD,buy,0.05,1.533573,1.5406755743642044,2018-01-17 08:45:00+00:00,2018-01-24 23:15:00+00:00,35.512871821021804,0.0,1.5193678512715914,0,True,,
