ticket,symbol,type,volume,open_price,close_price,open_time,close_time,pnl,swap,sl,tp,partial,mfe_r,mae_r
1000001_partial_1609529400,USD_JPY,sell,0.82,103.318,103.328,2021-01-01 00:00:00+00:00,2021-01-01 19:30:00+00:00,-8.200000000004195,0.0,104.05225190990643,0,True,,
1000002_partial_1609529400,USD_CHF,sell,0.5,0.88488,0.88498,2021-01-01 00:00:00+00:00,2021-01-01 19:30:00+00:00,-4.999999999999449,0.0,0.8923501228809168,0,True,,
1000006_partial_1609529400,EUR_JPY,buy,0.08,126.22,126.21,2021-01-01 00:00:00+00:00,2021-01-01 19:30:00+00:00,-0.8000000000004093,0.0,125.36802913032672,0,True,,
1000001,USD_JPY,sell,1.9300000000000002,103.318,103.328,2021-01-01 00:00:00+00:00,2021-01-02 22:00:00+00:00,-19.300000000009874,0.0,104.05225190990643,0,,,
1000002,USD_CHF,sell,1.17,0.88488,0.88498,2021-01-01 00:00:00+00:00,2021-01-02 22:00:00+00:00,-11.699999999998711,0.0,0.8923501228809168,0,,,
1000006,EUR_JPY,buy,0.19,126.22,126.21,2021-01-01 00:00:00+00:00,2021-01-02 22:00:00+00:00,-1.900000000000972,0.0,125.36802913032672,0,,,
1000014,EUR_USD,buy,2.14,1.2253,1.2251,2021-01-04 01:30:00+00:00,2021-01-04 22:00:00+00:00,-42.799999999995286,0.0,1.2161279006088315,0,,0.619,0.126
1000035,EUR_USD,buy,2.11,1.2255095,1.2251,2021-01-04 01:30:00+00:00,2021-01-04 22:00:00+00:00,-86.40449999998978,0.0,1.2161992775787416,0,,0.588,0.147
1000020,EUR_JPY,buy,2.07,126.347,126.327,2021-01-04 09:30:00+00:00,2021-01-04 22:00:00+00:00,-41.39999999999176,0.0,125.3675270495891,0,,0.458,0.087
1000023,EUR_CAD,buy,1.24,1.5619070000000002,1.56578,2021-01-04 12:45:00+00:00,2021-01-04 22:00:00+00:00,480.25199999997426,0.0,1.5418585702644478,0,,0.307,0.124
1000025,GBP_JPY,buy,0.7000000000000001,139.976,139.958,2021-01-04 15:30:00+00:00,2021-01-04 22:00:00+00:00,-12.60000000000048,0.0,138.00350795004806,0,,0.108,0.142
1000022,EUR_AUD,sell,1.02,1.59814,1.59792,2021-01-04 16:00:00+00:00,2021-01-04 22:00:00+00:00,22.43999999998847,0.0,1.623021003109568,0,,0.057,0.195
1000030,AUD_CHF,buy,1.87,0.67546,0.67564,2021-01-04 16:00:00+00:00,2021-01-04 22:00:00+00:00,33.66000000001291,0.0,0.6662342810933501,0,,0.09,0.21
1000039,NAS100_USD,buy,0.01,12631.9375,12704.0,2021-01-04 17:00:00+00:00,2021-01-04 22:00:00+00:00,0.720625,0.0,12301.052342175735,0,,0.277,0.288
1000024,EUR_NZD,sell,1.32,1.7127885,1.70815,2021-01-04 17:30:00+00:00,2021-01-04 22:00:00+00:00,612.2819999999987,0.0,1.7333562996211762,0,,0.355,0.0
1000021_partial_1609797600,EUR_CHF,sell,1.3,1.082428,1.07956,2021-01-04 01:15:00+00:00,2021-01-04 22:00:00+00:00,372.8399999999832,0.0,1.0893269789424265,0,True,,
1000027_partial_1609797600,GBP_CAD,buy,0.41,1.724849,1.73473,2021-01-04 15:00:00+00:00,2021-01-04 22:00:00+00:00,405.1210000000012,0.0,1.6930513945785308,0,True,,
1000051_partial_1609871400,GBP_AUD,sell,0.1,1.76986,1.7544500955446862,2021-01-05 00:00:00+00:00,2021-01-05 18:30:00+00:00,154.0990445531376,0.0,1.7935675453158673,0,True,,
1000027,GBP_CAD,buy,0.13000000000000006,1.724849,1.72575,2021-01-04 15:00:00+00:00,2021-01-05 22:00:00+00:00,11.712999999997647,0.0,1.6930513945785308,0,,0.365,0.002
1000049,GBP_JPY,buy,1.07,139.99599999999998,139.937,2021-01-05 00:00:00+00:00,2021-01-05 22:00:00+00:00,-63.12999999996692,0.0,138.02647166790177,0,,0.08,0.244
1000045,EUR_JPY,buy,2.34,126.264,126.296,2021-01-05 06:15:00+00:00,2021-01-05 22:00:00+00:00,74.880000000025,0.0,125.37395368890417,0,,0.101,0.236
1000047,EUR_CAD,buy,1.29,1.561857,1.55796,2021-01-05 15:00:00+00:00,2021-01-05 22:00:00+00:00,-502.7130000000051,0.0,1.5418286723884158,0,,0.124,0.264
1000051,GBP_AUD,sell,0.31000000000000005,1.76986,1.75546,2021-01-05 00:00:00+00:00,2021-01-05 22:00:00+00:00,446.39999999999907,0.0,1.7722307545315867,0,,0.73,0.039
1000021_partial_1609884000,EUR_CHF,sell,0.32,1.082428,1.0801,2021-01-04 01:15:00+00:00,2021-01-05 22:00:00+00:00,74.49599999999634,0.0,1.0893269789424265,0,True,,
1000040_partial_1609884000,EUR_USD,buy,1.64,1.2255095,1.22959,2021-01-05 00:30:00+00:00,2021-01-05 22:00:00+00:00,669.2019999999887,0.0,1.2161884077082008,0,True,,
1000040,EUR_USD,buy,0.5400000000000003,1.2255095,1.2314857099896694,2021-01-05 00:30:00+00:00,2021-01-06 06:45:00+00:00,322.71533944214843,0.0,1.2161884077082008,0,,0.765,0.016
1000055_partial_1609919100,EUR_JPY,buy,0.58,126.212,126.76675652348285,2021-01-06 00:00:00+00:00,2021-01-06 07:45:00+00:00,321.75878362005363,0.0,125.35852842541101,0,True,,
1000021,EUR_CHF,sell,0.10999999999999993,1.082428,1.08288,2021-01-04 01:15:00+00:00,2021-01-06 22:00:00+00:00,-4.972000000001305,0.0,1.0893269789424265,0,,0.503,0.197
1000062,GBP_CAD,buy,0.03,1.72532,1.72534,2021-01-06 01:30:00+00:00,2021-01-06 22:00:00+00:00,0.06000000000039307,0.0,1.6933161259376108,0,,0.187,0.178
