symbol,direction,fill_time,fill_price,exit_time,exit_price,lot_size,risk_usd,commission,realized_r,realized_pnl
XAG_USD,bearish,2023-01-05T06:00:00,23.341060047149657,2023-01-16T01:00:00,24.43144316935612,0.1,545.1915611032306,0.4,-1.000733687071734,-545.5915611032306
XAG_USD,bullish,2023-02-02T16:00:00,23.64900016784668,2023-02-03T13:00:00,22.94363693432337,0.15,529.0224251424833,0.6,-1.0011341674218033,-529.6224251424833
XAU_USD,bullish,2023-02-03T13:00:00,1895.398594238281,2023-02-03T14:00:00,1895.398594238281,0.17,542.6141384997313,0.68,0.20874680744243018,113.26896908494355
ETH_USD,bullish,2023-02-01T00:00:00,1616.492167724609,2023-02-06T00:00:00,1616.492167724609,4.11,535.4934096543841,0.0,0.20999999999999996,112.45361602742064
BTC_USD,bullish,2023-01-30T00:00:00,23096.53470703125,2023-02-24T00:00:00,23096.53470703125,0.19,536.0857216397083,0.0,0.20999999999999996,112.57800154433872
ETH_USD,bearish,2023-02-17T00:00:00,1620.9819929199218,2023-03-10T00:00:00,1406.4540568616637,4.99,535.247200465354,0.0,1.27,679.7639445909996
XAU_USD,bearish,2023-02-09T00:00:00,1862.8517604980468,2023-03-10T15:00:00,1862.8517604980468,0.06,528.0831766111027,0.24,0.20954552613938554,110.65746708833156
BTC_USD,bearish,2023-03-14T00:00:00,23728.0951640625,2023-03-14T00:00:00,25395.96111803108,0.33,550.3957648096313,0.0,-1.0,-550.3957648096313
EUR_JPY,bullish,2023-03-14T01:00:00,143.533402,2023-03-15T09:00:00,143.533402,0.66,539.2714188922531,2.64,0.20510450599176389,110.60699796737315
GBP_JPY,bullish,2023-03-14T00:00:00,162.215,2023-03-15T10:00:00,162.215,0.34,548.3324373666002,1.36,0.20751975278622675,113.78981184698603
XAG_USD,bearish,2023-03-13T12:00:00,21.393060123443604,2023-03-15T11:00:00,22.11062127755968,0.15,538.1708655870572,0.6,-1.0011148875540588,-538.7708655870572
EUR_GBP,bullish,2023-03-14T00:00:00,0.8817915399999999,2023-03-15T13:00:00,0.8728341099827468,0.49,548.6425885567543,1.96,-1.003572453252592,-550.6025885567543
EUR_USD,bullish,2023-03-15T11:00:00,1.06113226,2023-03-15T13:00:00,1.053498589301785,0.72,549.6242902714775,2.88,-1.0052399430865355,-552.5042902714775
CHF_JPY,bullish,2023-03-15T13:00:00,143.428002,2023-03-15T16:00:00,143.428002,0.43,546.0330667973662,1.72,0.20685000761934016,112.94694402744689
EUR_NZD,bullish,2023-03-15T13:00:00,1.69902304,2023-03-16T04:00:00,1.7211706422741808,0.45,543.6229649117143,1.8,0.9516888816032766,517.3599314906867
USD_CHF,bullish,2023-03-15T10:00:00,0.92420972,2023-03-16T08:00:00,0.92420972,0.38,539.490672819401,1.52,0.2071825277496339,111.7730412920742
GBP_CHF,bearish,2023-03-15T18:00:00,1.12415306,2023-03-16T14:00:00,1.12415306,0.53,536.8817901431413,2.12,0.20605127229322717,110.62517593005965
NZD_CAD,bullish,2023-03-15T22:00:00,0.84772966,2023-03-17T08:00:00,0.8559434883324422,0.96,537.6323999416622,3.84,0.947857573315121,509.5989419442886
USD_CAD,bullish,2023-03-14T12:00:00,1.36717078,2023-03-20T13:00:00,1.36717078,0.51,543.5741100486124,2.04,0.20624706187750996,112.11056311020857
GBP_USD,bullish,2023-03-15T15:00:00,1.20263,2023-03-21T14:00:00,1.2211985377424572,0.32,540.1756434169372,1.28,0.9526304003788397,514.5877394631742
EUR_AUD,bullish,2023-03-15T13:00:00,1.5882891,2023-03-21T19:00:00,1.6148703593853815,0.35,549.7487736522118,1.4,0.9524533822227563,523.6100788378616
EUR_NZD,bullish,2023-03-20T14:00:00,1.72106,2023-03-21T19:00:00,1.7413854907019026,0.5,554.3315645973435,2.0,0.9513920510255397,527.386644190463
AUD_CAD,bearish,2023-03-17T07:00:00,0.92012356,2023-03-22T18:00:00,0.92012356,0.57,548.2572888502852,2.28,0.2058413685574865,112.85403065855989
GBP_AUD,bullish,2023-03-22T05:00:00,1.82649476,2023-03-22T18:00:00,1.82649476,0.63,583.9584932950019,2.52,0.20568462479964825,120.11128359195037
GBP_JPY,bearish,2023-03-22T10:00:00,163.230992,2023-03-22T20:00:00,161.3215873177313,0.5,578.8967832150989,2.0,0.9515451526800834,550.8464279704205
SPX500_USD,bullish,2023-03-10T00:00:00,3874.5575,2023-03-23T00:00:00,4004.045717659358,0.46,541.4961829391336,0.0,0.9550000000000006,517.128854706873
NZD_USD,bearish,2023-03-21T02:00:00,0.6199438199999999,2023-03-23T07:00:00,0.6292468895795225,0.6,558.1841747713522,2.4,-1.0042996561143696,-560.5841747713522
ETH_USD,bearish,2023-03-27T00:00:00,1775.4813232421875,2023-03-28T00:00:00,1775.4813232421875,5.36,593.4169612703115,0.0,0.20999999999999996,124.6175618667654
GBP_CHF,bearish,2023-03-23T00:00:00,1.12201386,2023-03-28T14:00:00,1.134702373918996,0.47,596.3601541928148,1.88,-1.003152457431608,-598.2401541928148
AUD_USD,bearish,2023-03-17T07:00:00,0.67222432,2023-03-31T00:00:00,0.67222432,0.44,551.6826117217439,1.76,0.20680975988257588,114.0933484615662
AUD_JPY,bearish,2023-03-29T01:00:00,88.201712,2023-03-31T01:00:00,89.68339266792215,0.6,592.9686033024439,2.4,-1.0040474318313541,-595.3686033024438
GBP_CAD,bearish,2023-03-31T11:00:00,1.67899236,2023-04-03T07:00:00,1.6643493549019706,0.59,589.0481596252764,2.36,0.9509935364172929,560.1809924421397
NZD_CHF,bearish,2023-03-15T20:00:00,0.57766,2023-04-05T02:00:00,0.57766,0.4,528.7261140110288,1.6,0.20697385856760114,109.43248394231604
AUD_NZD,bullish,2023-03-28T00:00:00,1.07412,2023-04-05T02:00:00,1.064062076264047,0.99,597.4406699156108,3.96,-1.0331645075409144,-617.254495518276
EUR_NZD,bullish,2023-04-05T02:00:00,1.72014562,2023-04-07T09:00:00,1.7416145655999253,0.51,597.2270321433732,2.04,0.9515842135566478,568.3118156969226
BTC_USD,bearish,2023-04-07T00:00:00,27925.859375,2023-04-10T00:00:00,29650.292451792386,0.35,603.5515768773349,0.0,-1.0,-603.5515768773349
CHF_JPY,bearish,2023-03-29T20:00:00,144.610524,2023-04-11T14:00:00,147.5362249091401,0.3,585.432751918932,1.2,-1.0020497657434893,-586.6327519189321
GBP_JPY,bullish,2023-03-27T06:00:00,161.538,2023-04-12T07:00:00,166.03554530283571,0.22,599.9725433982817,0.88,0.953533266214125,572.0937789453594
